workload,input_sessions,median_served_T,policy,seed,deadline_s,deadline_scale,reference_deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,selected_node_expected_w,egress_realized_node_expected_w,rebuild_realized_node_expected_w,acceptance_ok,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,completion_to_reference,max_completion_s,sessions,run_root
small,4,4887.0,all-r,0,120.0,1.0,120.0,0.25,80.71989510204462,322.87958040817847,270.0038493287006,0.0,True,270.0038493287006,270.0038493287006,270.0038493287006,True,True,74.73158333333333,84.60199999999999,0.7306215763092041,1.7283365726470947,0.014402804772059123,1.7283365726470947,2,queue-haul/outputs/stage1c_handoff_smoke_v3/all-r_D120_T0p25
small,4,4887.0,all-s,0,120.0,1.0,120.0,0.25,80.71989510204462,322.87958040817847,270.0038493287006,0.0,True,270.0038493287006,270.0038493287006,270.0038493287006,True,True,54.007083333333355,80.0103333333333,7.131669521331787,9.026917219161987,0.07522431015968323,9.026917219161987,2,queue-haul/outputs/stage1c_handoff_smoke_v3/all-s_D120_T0p25
