phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,320609,9.87277603149414,32474.04772247013,125000000.0,0.0002597923817797611,1
drain,kv,target_to_client,828,10.372565031051636,79.8259637342618,125000000.0,6.386077098740944e-07,1
post,api,client_to_target,1097820,59.02812910079956,18598.251659396225,125000000.0,0.0001487860132751698,1
post,kv,target_to_client,2808,59.01979899406433,47.57725454609567,125000000.0,3.806180363687654e-07,1
