monotonic_ns,wall_ns,gpu_timestamp,power_w,utilization_pct,memory_mib,sm_clock_mhz,memory_clock_mhz,temperature_c,pstate,active_clock_event_reasons
6462139403774,1788634934200932837,2026/09/05 19:02:14.193,122.65,0,73992,1410,1512,70,P0,0x0000000000000000
6462267051339,1788634934328158801,2026/09/05 19:02:14.320,350.68,0,73992,1260,1512,73,P0,0x0000000000000004
6462394044565,1788634934454892518,2026/09/05 19:02:14.447,291.06,87,73992,1260,1512,74,P0,0x0000000000000004
6462521119455,1788634934582335030,2026/09/05 19:02:14.574,306.90,87,73992,1260,1512,74,P0,0x0000000000000004
6462651071734,1788634934714475901,2026/09/05 19:02:14.701,299.60,100,73992,1260,1512,74,P0,0x0000000000000004
6462781165262,1788634934842840537,2026/09/05 19:02:14.834,311.43,100,73992,1260,1512,74,P0,0x0000000000000004
6462908538931,1788634934969207811,2026/09/05 19:02:14.962,305.23,100,73992,1260,1512,74,P0,0x0000000000000004
6463035677467,1788634935097091299,2026/09/05 19:02:15.088,301.94,100,73992,1260,1512,74,P0,0x0000000000000004
6463164287679,1788634935226463401,2026/09/05 19:02:15.218,278.42,100,73992,1260,1512,74,P0,0x0000000000000004
6463292223325,1788634935352957603,2026/09/05 19:02:15.346,309.58,100,73992,1260,1512,74,P0,0x0000000000000004
6463418968956,1788634935479955764,2026/09/05 19:02:15.472,318.19,100,73992,1260,1512,74,P0,0x0000000000000004
6463545393151,1788634935605804661,2026/09/05 19:02:15.598,303.30,100,73992,1260,1512,74,P0,0x0000000000000004
6463671451793,1788634935732058721,2026/09/05 19:02:15.725,315.42,100,73992,1260,1512,74,P0,0x0000000000000004
6463797474271,1788634935857868334,2026/09/05 19:02:15.851,280.68,100,73992,1260,1512,74,P0,0x0000000000000004
6463923855687,1788634935984804578,2026/09/05 19:02:15.977,311.93,100,73992,1260,1512,74,P0,0x0000000000000004
6464053077851,1788634936116321670,2026/09/05 19:02:16.104,280.96,100,73992,1275,1512,74,P0,0x0000000000000004
6464182555707,1788634936243739380,2026/09/05 19:02:16.236,319.42,100,73992,1275,1512,74,P0,0x0000000000000004
6464309869893,1788634936370810911,2026/09/05 19:02:16.363,301.14,100,73992,1275,1512,74,P0,0x0000000000000004
6464437187230,1788634936498414491,2026/09/05 19:02:16.490,297.35,100,73992,1275,1512,74,P0,0x0000000000000004
6464564876508,1788634936626309833,2026/09/05 19:02:16.618,309.65,100,73992,1245,1512,74,P0,0x0000000000000004
6464692755002,1788634936754168994,2026/09/05 19:02:16.745,307.13,100,73992,1245,1512,74,P0,0x0000000000000004
6464819552997,1788634936879903858,2026/09/05 19:02:16.873,303.19,100,73992,1245,1512,74,P0,0x0000000000000004
6464946184863,1788634937007411437,2026/09/05 19:02:16.999,277.59,100,73992,1245,1512,75,P0,0x0000000000000004
6465073789912,1788634937135109197,2026/09/05 19:02:17.127,313.50,100,73992,1275,1512,75,P0,0x0000000000000004
6465202290828,1788634937264413860,2026/09/05 19:02:17.255,303.57,100,73992,1275,1512,74,P0,0x0000000000000004
6465330531840,1788634937391597482,2026/09/05 19:02:17.383,281.49,100,73992,1275,1512,73,P0,0x0000000000000004
6465458313577,1788634937519996231,2026/09/05 19:02:17.510,305.83,100,73992,1335,1512,73,P0,0x0000000000000004
6465586253867,1788634937647464297,2026/09/05 19:02:17.639,297.91,100,73992,1335,1512,73,P0,0x0000000000000004
6465713224697,1788634937773941136,2026/09/05 19:02:17.766,308.79,100,73992,1335,1512,74,P0,0x0000000000000004
6465839881060,1788634937900775780,2026/09/05 19:02:17.893,337.00,88,73992,1335,1512,74,P0,0x0000000000000004
6465966713303,1788634938027603640,2026/09/05 19:02:18.019,278.88,100,73992,1260,1512,74,P0,0x0000000000000004
6466093259584,1788634938153853502,2026/09/05 19:02:18.146,288.82,100,73992,1260,1512,74,P0,0x0000000000000004
6466219712584,1788634938280533555,2026/09/05 19:02:18.273,297.27,100,73992,1260,1512,74,P0,0x0000000000000004
