policy,retained_prefill_fraction,deadline_scale,drain_window_s,status,safe,failure_mode,retained_prefill_target_s,retained_prefill_moved_s,resident_state_tb,average_equivalent_state_target_tb,actual_evacuated_state_tb,retained_prefill_moved_fraction,actual_evacuated_nvl72_hbm_fraction,retained_prefill_removal_rate_s_per_s,request_migration_fraction,deadline_overrun_mean,deadline_overrun_p95,deadline_overrun_max,deadline_load_max,mean_delay_s,p50_delay_s,p95_delay_s,p99_delay_s,p95_delay_over_deadline,deadline_miss_rate,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,fractional_network_capacity_pressure,fractional_prefill_capacity_pressure,drain_completion_s,objective
deadline-penalty-rounded,0.2,0.25,0.0,UNSAFE,False,deadline misses,13224.805783132528,13225.237590361445,49.339766656,9.8679533312,9.8682755328,0.2000065302619335,0.7364384725970149,inf,0.1409274931551578,2.8315114345177497,12.590366548489808,22.51387777360825,23.36387777360825,395.50758400626586,320.1933811157865,1058.657635782491,1440.9823595398634,19.815606440551846,0.9341359773371105,0.896867388869741,0.6547913674738387,0.7267897580850162,0.27321024191498366,0.8937205932103445,0.6545465825255439,1614.3612999655338,5743.910005662496
deadline-penalty-rounded,0.2,0.25,900.0,UNSAFE,False,deadline misses,13224.805783132528,13225.237590361445,49.339766656,9.8679533312,9.8682755328,0.2000065302619335,0.7364384725970149,14.694708433734938,0.1409274931551578,2.8315114345177497,12.590366548489808,22.51387777360825,23.36387777360825,189.53773283258715,139.82960556228312,703.3897617607441,999.3453440501096,11.644705838857295,0.7620396600566572,0.896867388869741,0.6547913674738387,0.7267897580850162,0.27321024191498366,0.8937205932103445,0.6545465825255439,2055.4445394332874,5743.910005662496
deadline-penalty-rounded,0.2,0.25,1800.0,UNSAFE,False,deadline misses,13224.805783132528,13225.237590361445,49.339766656,9.8679533312,9.8682755328,0.2000065302619335,0.7364384725970149,7.347354216867469,0.1409274931551578,2.8315114345177497,12.590366548489808,22.51387777360825,23.36387777360825,123.20069618606789,42.95718011506233,566.4894290096826,815.8887977794581,9.463155817417734,0.5998583569405099,0.896867388869741,0.6547913674738387,0.7267897580850162,0.27321024191498366,0.8937205932103445,0.6545465825255439,2754.7082481201405,5743.910005662496
deadline-penalty-rounded,0.2,0.25,3600.0,UNSAFE,False,deadline misses,13224.805783132528,13225.237590361445,49.339766656,9.8679533312,9.8682755328,0.2000065302619335,0.7364384725970149,3.6736771084337345,0.1409274931551578,2.8315114345177497,12.590366548489808,22.51387777360825,23.36387777360825,78.33685522761519,2.528963946431304,419.8019410312231,736.9921972128858,7.279308000999279,0.3286118980169972,0.896867388869741,0.6547913674738387,0.7267897580850162,0.27321024191498366,0.8937205932103445,0.6545465825255439,4441.252157468587,5743.910005662496
CVXPY-rounded,0.2,0.25,0.0,UNSAFE,False,deadline misses,13224.805783132528,13225.854457831325,49.339766656,9.8679533312,9.8687358208,0.20001585920755274,0.7364728224477612,inf,0.2072106194029502,nan,nan,nan,nan,529.0707374669109,477.1442286099683,1147.8860422960165,1290.5015800304059,77.65379975854799,0.9864995178399228,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262867922119368e-05,0.7586888972046489,1365.640068135982,1933.957011366969
CVXPY-rounded,0.2,0.25,900.0,UNSAFE,False,deadline misses,13224.805783132528,13225.854457831325,49.339766656,9.8679533312,9.8687358208,0.20001585920755274,0.7364728224477612,14.695393842034806,0.2072106194029502,nan,nan,nan,nan,376.2001358574755,325.3087190059599,895.2769492443263,984.3746952066251,46.13029106935245,0.8418514946962391,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262867922119368e-05,0.7586888972046489,1950.0835786834643,1933.957011366969
CVXPY-rounded,0.2,0.25,1800.0,UNSAFE,False,deadline misses,13224.805783132528,13225.854457831325,49.339766656,9.8679533312,9.8687358208,0.20001585920755274,0.7364728224477612,7.347696921017403,0.2072106194029502,nan,nan,nan,nan,259.1984398754584,183.8815242930268,686.925836765934,713.0424869134107,32.59353947601852,0.8283510125361621,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262867922119368e-05,0.7586888972046489,2569.3217657615132,1933.957011366969
CVXPY-rounded,0.2,0.25,3600.0,UNSAFE,False,deadline misses,13224.805783132528,13225.854457831325,49.339766656,9.8679533312,9.8687358208,0.20001585920755274,0.7364728224477612,3.6738484605087014,0.2072106194029502,nan,nan,nan,nan,87.10686635865633,21.11923108964288,390.08220231288556,437.8335841121943,18.8178995872961,0.5188042430086789,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262867922119368e-05,0.7586888972046489,3807.7981399177334,1933.957011366969
mirror-descent-rounded,0.2,0.25,0.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,inf,0.20721062124248496,nan,nan,nan,nan,529.1382990318531,477.74680858681876,1147.0856224812037,1290.5378262861257,77.67038431238811,0.9864930053063193,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,1365.640068135982,1933.9569985477274
mirror-descent-rounded,0.2,0.25,900.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,14.709513253012048,0.20721062124248496,nan,nan,nan,nan,376.47181231937554,325.41036519920885,895.1951419255736,984.2757112605634,46.130890203823576,0.8422575976845152,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,1949.94814124356,1933.9569985477274
mirror-descent-rounded,0.2,0.25,1800.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,7.354756626506024,0.20721062124248496,nan,nan,nan,nan,259.4600288190915,184.34182428138183,686.7815765990229,712.8082727655675,32.58626315549034,0.829232995658466,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,2569.0508908817046,1933.9569985477274
mirror-descent-rounded,0.2,0.25,3600.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,3.677378313253012,0.20721062124248496,nan,nan,nan,nan,87.08076736672118,21.024703198629595,389.86109121934976,437.60076371297913,18.806731299257738,0.5180897250361794,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,3807.2563901581157,1933.9569985477274
crossover-greedy,0.2,0.25,0.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,inf,0.20721062124248496,nan,nan,nan,nan,529.1382990318531,477.74680858681876,1147.0856224812037,1290.5378262861257,77.67038431238811,0.9864930053063193,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,1365.640068135982,1933.9569985477274
crossover-greedy,0.2,0.25,900.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,14.709513253012048,0.20721062124248496,nan,nan,nan,nan,376.47181231937554,325.41036519920885,895.1951419255736,984.2757112605634,46.130890203823576,0.8422575976845152,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,1949.94814124356,1933.9569985477274
crossover-greedy,0.2,0.25,1800.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,7.354756626506024,0.20721062124248496,nan,nan,nan,nan,259.4600288190915,184.34182428138183,686.7815765990229,712.8082727655675,32.58626315549034,0.829232995658466,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,2569.0508908817046,1933.9569985477274
crossover-greedy,0.2,0.25,3600.0,UNSAFE,False,deadline misses,13224.805783132528,13238.561927710844,49.339766656,9.8679533312,9.8782177536,0.20020803548730917,0.7371804293731343,3.677378313253012,0.20721062124248496,nan,nan,nan,nan,87.08076736672118,21.024703198629595,389.86109121934976,437.60076371297913,18.806731299257738,0.5180897250361794,4.2626644947335434e-05,0.7586889160944178,1.0,0.0,4.262664494733542e-05,0.7586889160944147,3807.2563901581157,1933.9569985477274
least-loaded-destination,0.2,0.25,0.0,INFEASIBLE,False,infeasible,13224.805783132528,8481.465060240964,49.339766656,9.8679533312,6.328614784,0.12826600555538714,0.47228468537313434,nan,0.2501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
