policy,retained_prefill_fraction,deadline_scale,status,safe,rounded_retained_prefill_moved_s,rounded_retained_prefill_target_s,rounded_retained_prefill_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,drain_window_s,retained_prefill_removal_rate_s_per_s,drain_completion_s,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,repair_move_count,repair_move_summary
replay-only,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.4,0.5,INFEASIBLE,False,nan,26467.957204819275,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.5,0.5,INFEASIBLE,False,nan,33084.94650602409,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.6,0.5,INFEASIBLE,False,nan,39701.93580722891,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.7,0.5,INFEASIBLE,False,nan,46318.92510843372,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.8,0.5,INFEASIBLE,False,nan,52935.91440963855,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-penalty-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-penalty-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
CVXPY-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
deadline-aware-CVXPY-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
repaired-deadline-aware-CVXPY-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mirror-descent-rounded,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
crossover-greedy,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
least-loaded-destination,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
online-queue-greedy,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
mixed-greedy,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
replay-only,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
state-only,0.9,0.5,INFEASIBLE,False,nan,59552.90371084336,nan,nan,nan,nan,nan,nan,nan,1800.0,nan,nan,nan,nan,nan,nan,0,
