policy,release_policy,release_seed,workload_seed,drain_window_s,deadline_scale,retained_prefill_fraction,status,safe,failure_mode,retained_prefill_target_s,retained_prefill_moved_s,resident_state_tb,average_equivalent_state_target_tb,actual_evacuated_state_tb,retained_prefill_moved_fraction,actual_evacuated_nvl72_hbm_fraction,retained_prefill_removal_rate_s_per_s,request_migration_fraction,mean_delay_s,p50_delay_s,p95_delay_s,p99_delay_s,p95_delay_over_deadline,deadline_miss_rate,absolute_p95_delay_over_deadline,absolute_deadline_miss_rate,network_capacity_pressure,prefill_capacity_pressure,replay_retained_prefill_fraction,state_transfer_retained_prefill_fraction,fractional_network_capacity_pressure,fractional_prefill_capacity_pressure,drain_completion_s,objective
online-queue-greedy,edf,,0,10.0,1.0,0.0312,INFEASIBLE,False,target_not_met,2067.3337121927707,82.78361445783132,49.4417434624,1.5425823960268799,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
online-queue-greedy,edf,,0,10.0,1.0,0.0156,INFEASIBLE,False,target_not_met,1033.6668560963853,82.78361445783132,49.4417434624,0.7712911980134399,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
online-queue-greedy,edf,,0,10.0,1.0,0.0078,INFEASIBLE,False,target_not_met,516.8334280481927,82.78361445783132,49.4417434624,0.38564559900671996,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
online-queue-greedy,edf,,0,10.0,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0858597505442242
online-queue-greedy,edf,,0,10.0,1.0,0.01,INFEASIBLE,False,target_not_met,662.6069590361445,82.78361445783132,49.4417434624,0.494417434624,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
online-queue-greedy,edf,,0,10.0,1.0,0.02,INFEASIBLE,False,target_not_met,1325.213918072289,82.78361445783132,49.4417434624,0.988834869248,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.5,INFEASIBLE,False,target_not_met,33130.34795180723,82.78361445783132,49.4417434624,24.7208717312,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.25,INFEASIBLE,False,target_not_met,16565.173975903614,82.78361445783132,49.4417434624,12.3604358656,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.125,INFEASIBLE,False,target_not_met,8282.586987951807,82.78361445783132,49.4417434624,6.1802179328,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.0625,INFEASIBLE,False,target_not_met,4141.293493975903,82.78361445783132,49.4417434624,3.0901089664,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.0312,INFEASIBLE,False,target_not_met,2067.3337121927707,82.78361445783132,49.4417434624,1.5425823960268799,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.0156,INFEASIBLE,False,target_not_met,1033.6668560963853,82.78361445783132,49.4417434624,0.7712911980134399,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.0078,INFEASIBLE,False,target_not_met,516.8334280481927,82.78361445783132,49.4417434624,0.38564559900671996,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0858597505442242
least-loaded-destination,edf,,0,10.0,1.0,0.01,INFEASIBLE,False,target_not_met,662.6069590361445,82.78361445783132,49.4417434624,0.494417434624,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
least-loaded-destination,edf,,0,10.0,1.0,0.02,INFEASIBLE,False,target_not_met,1325.213918072289,82.78361445783132,49.4417434624,0.988834869248,0.0617706496,0.0012493622852716758,0.004609749970149254,8.278361445783132,0.0061,5.198822868747449,5.222052851585163,9.267259840431395,9.728192494179725,0.7449195887752291,0.0,0.7449195887752291,0.0,0.9863556717458974,0.9637935793949566,0.5573770491803278,0.4426229508196721,0.9863556717458977,0.9637935793949568,9.863556717458975,
replay-only,edf,,0,10.0,1.0,0.5,INFEASIBLE,False,target_not_met,33130.34795180723,140.78870123924747,49.4417434624,24.7208717312,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.25,INFEASIBLE,False,target_not_met,16565.173975903614,140.78870123924747,49.4417434624,12.3604358656,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.125,INFEASIBLE,False,target_not_met,8282.586987951807,140.78870123924747,49.4417434624,6.1802179328,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.0625,INFEASIBLE,False,target_not_met,4141.293493975903,140.78870123924747,49.4417434624,3.0901089664,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.0312,INFEASIBLE,False,target_not_met,2067.3337121927707,140.78870123924747,49.4417434624,1.5425823960268799,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.0156,INFEASIBLE,False,target_not_met,1033.6668560963853,140.78870123924747,49.4417434624,0.7712911980134399,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
replay-only,edf,,0,10.0,1.0,0.0078,INFEASIBLE,False,target_not_met,516.8334280481927,140.78870123924747,49.4417434624,0.38564559900671996,0.1050523052036893,0.0021247694326066925,0.007839724268932037,52.82236144578313,0.0033472301650478956,12.892641401425756,9.295181540251862,41.186893182834076,46.77333024820415,1.3935811230468496,0.08333333333333333,1.3935811230468496,0.08333333333333333,0.00027147561550987383,4.831849673642332,1.0,0.0,5.6184615282461546e-05,0.9999999981818183,48.31883608094271,
replay-only,edf,,0,10.0,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0858597505442242
replay-only,edf,,0,10.0,1.0,0.01,INFEASIBLE,False,target_not_met,662.6069590361445,140.78870123924747,49.4417434624,0.494417434624,0.1050523052036893,0.0021247694326066925,0.007839724268932037,68.848578313253,0.0033472301650478956,18.034962947035048,10.294189873357837,64.92831933408823,80.63183077342576,1.3342800087050803,0.07575757575757576,1.3342800087050803,0.07575757575757576,0.0004750823271422792,8.455736928874082,1.0,0.0,5.6184615282461546e-05,0.9999999981818183,84.5577086332602,
replay-only,edf,,0,10.0,1.0,0.02,INFEASIBLE,False,target_not_met,1325.213918072289,140.78870123924747,49.4417434624,0.988834869248,0.1050523052036893,0.0021247694326066925,0.007839724268932037,nan,0.0033472301650478956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.6184615282461546e-05,0.9999999981818183,nan,
state-only,edf,,0,10.0,1.0,0.5,INFEASIBLE,False,target_not_met,33130.34795180723,78.90589823472581,49.4417434624,24.7208717312,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.25,INFEASIBLE,False,target_not_met,16565.173975903614,78.90589823472581,49.4417434624,12.3604358656,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.125,INFEASIBLE,False,target_not_met,8282.586987951807,78.90589823472581,49.4417434624,6.1802179328,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.0625,INFEASIBLE,False,target_not_met,4141.293493975903,78.90589823472581,49.4417434624,3.0901089664,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.0312,INFEASIBLE,False,target_not_met,2067.3337121927707,78.90589823472581,49.4417434624,1.5425823960268799,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.0156,INFEASIBLE,False,target_not_met,1033.6668560963853,78.90589823472581,49.4417434624,0.7712911980134399,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.0078,INFEASIBLE,False,target_not_met,516.8334280481927,78.90589823472581,49.4417434624,0.38564559900671996,0.05887721408580536,0.001190840167895393,0.004393821946701892,51.893975903614454,0.0013997416309833248,34.354318658189676,33.48490012671135,69.82642184439909,76.15869535956071,1.655513437031504,0.07777777777777778,1.655513437031504,0.07777777777777778,7.776831870009761,0.0,0.0,1.0,0.9999999984615384,0.0,77.76831870009761,
state-only,edf,,0,10.0,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0858597505442242
state-only,edf,,0,10.0,1.0,0.01,INFEASIBLE,False,target_not_met,662.6069590361445,78.90589823472581,49.4417434624,0.494417434624,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
state-only,edf,,0,10.0,1.0,0.02,INFEASIBLE,False,target_not_met,1325.213918072289,78.90589823472581,49.4417434624,0.988834869248,0.05887721408580536,0.001190840167895393,0.004393821946701892,nan,0.0013997416309833248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999999984615384,0.0,nan,
deadline-penalty-rounded,edf,,0,12.5,1.0,0.5,INFEASIBLE,False,solver_infeasible,33130.34795180723,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.25,INFEASIBLE,False,solver_infeasible,16565.173975903614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.125,INFEASIBLE,False,solver_infeasible,8282.586987951807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.0625,INFEASIBLE,False,solver_infeasible,4141.293493975903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.0312,INFEASIBLE,False,solver_infeasible,2067.3337121927707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.0156,INFEASIBLE,False,solver_infeasible,1033.6668560963853,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.0078,INFEASIBLE,False,solver_infeasible,516.8334280481927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,2.271171251192431e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.466092398227317e-12,9.699512314599184e-12,0.0,3.0858597515583255
deadline-penalty-rounded,edf,,0,12.5,1.0,0.01,INFEASIBLE,False,solver_infeasible,662.6069590361445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-penalty-rounded,edf,,0,12.5,1.0,0.02,INFEASIBLE,False,solver_infeasible,1325.213918072289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
online-queue-greedy,edf,,0,12.5,1.0,0.5,INFEASIBLE,False,target_not_met,33130.34795180723,104.49734939759036,49.4417434624,24.7208717312,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.25,INFEASIBLE,False,target_not_met,16565.173975903614,104.49734939759036,49.4417434624,12.3604358656,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.125,INFEASIBLE,False,target_not_met,8282.586987951807,104.49734939759036,49.4417434624,6.1802179328,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.0625,INFEASIBLE,False,target_not_met,4141.293493975903,104.49734939759036,49.4417434624,3.0901089664,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.0312,INFEASIBLE,False,target_not_met,2067.3337121927707,104.49734939759036,49.4417434624,1.5425823960268799,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.0156,INFEASIBLE,False,target_not_met,1033.6668560963853,104.49734939759036,49.4417434624,0.7712911980134399,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.0078,INFEASIBLE,False,target_not_met,516.8334280481927,104.49734939759036,49.4417434624,0.38564559900671996,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.0,SAFE,True,,0.0,0.0,49.4417434624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0858597505442242
online-queue-greedy,edf,,0,12.5,1.0,0.01,INFEASIBLE,False,target_not_met,662.6069590361445,104.49734939759036,49.4417434624,0.494417434624,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
online-queue-greedy,edf,,0,12.5,1.0,0.02,INFEASIBLE,False,target_not_met,1325.213918072289,104.49734939759036,49.4417434624,0.988834869248,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
least-loaded-destination,edf,,0,12.5,1.0,0.5,INFEASIBLE,False,target_not_met,33130.34795180723,104.49734939759036,49.4417434624,24.7208717312,0.0779727872,0.0015770638682937547,0.00581886471641791,8.359787951807228,0.0077,6.445151384430229,6.417566636767298,11.781089221618387,12.19601529206446,0.9469858717033371,0.0,0.9469858717033371,0.0,0.9747524674696393,0.9786211729241097,0.5584415584415584,0.44155844155844154,0.9747524674696393,0.9786211729241099,12.23277854626203,
