policy,retained_prefill_fraction,deadline_scale,status,group_type,group,moved_requests,missed_requests,miss_rate,avg_missed_network_wait,avg_missed_prefill_wait,avg_missed_total_delay
replay-only,0.2,0.25,OK,class,class16,119,83,0.6974789915966386,0.0,1.6005150296676152,2.496395262453398
replay-only,0.2,0.25,OK,class,class17,251,214,0.852589641434263,0.0,11.841143474155528,12.798744833135979
replay-only,0.2,0.25,OK,class,class18,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class19,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class23,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class27,536,523,0.9757462686567164,0.0,193.5286689298544,195.11009794109142
replay-only,0.2,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class29,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class30,389,376,0.9665809768637532,0.0,414.1475705824033,417.0883704870576
replay-only,0.2,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class32,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class33,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class34,181,166,0.9171270718232044,0.0,241.7377723379153,245.09227863667692
replay-only,0.2,0.25,OK,class,class35,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class36,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class37,20,2,0.1,0.0,51.72827752579178,55.39959891277249
replay-only,0.2,0.25,OK,class,class38,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class39,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class40,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class41,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class42,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class43,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class44,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class45,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class46,0,0,0.0,0.0,0.0,0.0
replay-only,0.2,0.25,OK,class,class47,9,9,1.0,0.0,648.682141081487,655.0416476759558
replay-only,0.2,0.25,OK,destination,k0,601,385,0.6405990016638935,0.0,419.63019690575845,422.65091462913574
replay-only,0.2,0.25,OK,destination,k1,790,608,0.769620253164557,0.0,166.86150189609842,168.356219124671
replay-only,0.2,0.25,OK,destination,k2,666,380,0.5705705705705706,0.0,112.26967081990321,114.27434117889335
replay-only,0.2,0.25,OK,action,replay,2057,1373,0.6674769081186194,0.0,222.63065831981652,224.69441588346447
replay-only,0.2,0.25,OK,action,state,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class0,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class1,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class3,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class4,114,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class6,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class7,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class8,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class9,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class10,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class11,203,191,0.9408866995073891,109.00467018752798,0.0,110.95944286442311
state-only,0.2,0.25,OK,class,class12,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class13,3,3,1.0,748.8026914159769,0.0,750.8399866072588
state-only,0.2,0.25,OK,class,class14,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class15,234,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class16,119,118,0.9915966386554622,30.047881725855493,0.0,31.488925582913744
state-only,0.2,0.25,OK,class,class17,244,212,0.8688524590163934,12.923992459027911,0.0,13.954022572954864
state-only,0.2,0.25,OK,class,class18,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class19,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class23,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class27,305,300,0.9836065573770492,256.2529450005746,0.0,258.84757755534457
state-only,0.2,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class29,220,217,0.9863636363636363,238.41494402087895,0.0,241.49886384094305
state-only,0.2,0.25,OK,class,class30,149,145,0.9731543624161074,474.05228153404977,0.0,481.2258489957323
state-only,0.2,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class32,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class33,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class34,181,167,0.9226519337016574,255.1603149208195,0.0,258.72687107284105
state-only,0.2,0.25,OK,class,class35,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class36,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class37,137,127,0.927007299270073,343.831447368871,0.0,349.4775046373395
state-only,0.2,0.25,OK,class,class38,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class39,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class40,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class41,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class42,5,5,1.0,24.99214199503453,0.0,38.42425043404944
state-only,0.2,0.25,OK,class,class43,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class44,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class45,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class46,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,class,class47,9,9,1.0,683.2740075245797,0.0,697.0955301944
state-only,0.2,0.25,OK,destination,k0,369,353,0.9566395663956639,277.84223138866685,0.0,282.40652315928503
state-only,0.2,0.25,OK,destination,k1,675,545,0.8074074074074075,227.68463735719257,0.0,230.74056802629235
state-only,0.2,0.25,OK,destination,k2,879,596,0.6780432309442548,162.89882860003607,0.0,165.38740555052942
state-only,0.2,0.25,OK,action,replay,0,0,0.0,0.0,0.0,0.0
state-only,0.2,0.25,OK,action,state,1923,1494,0.7769110764430577,213.6908546756967,0.0,216.8768446838504
deadline-penalty-rounded,0.3,0.25,OK,class,class0,1,1,1.0,0.0,256.11860923942163,256.292647969515
deadline-penalty-rounded,0.3,0.25,OK,class,class1,1,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class3,1,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class4,45,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class6,8,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class7,2,2,1.0,887.2741340382396,0.0,889.4784767348939
deadline-penalty-rounded,0.3,0.25,OK,class,class8,1,1,1.0,0.0,369.5917229769411,370.3981709467366
deadline-penalty-rounded,0.3,0.25,OK,class,class9,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class10,92,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class11,203,22,0.10837438423645321,24.396633054383994,0.0,26.35140573127911
deadline-penalty-rounded,0.3,0.25,OK,class,class12,102,102,1.0,192.04243068267795,53.2958845208883,246.39373196166596
deadline-penalty-rounded,0.3,0.25,OK,class,class13,3,3,1.0,0.0,370.0373824733381,371.31682887844363
deadline-penalty-rounded,0.3,0.25,OK,class,class14,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class15,234,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class16,1,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class17,7,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class18,14,14,1.0,0.0,867.4255881216778,868.5683634736706
deadline-penalty-rounded,0.3,0.25,OK,class,class19,29,29,1.0,0.0,253.04128833423977,254.5077730097504
deadline-penalty-rounded,0.3,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class23,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class27,183,165,0.9016393442622951,15.282958316892111,37.733996830358286,54.899274907779024
deadline-penalty-rounded,0.3,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class29,42,36,0.8571428571428571,15.721349041511164,10.416040432420337,29.207180678340492
deadline-penalty-rounded,0.3,0.25,OK,class,class30,389,372,0.9562982005141388,18.36031195259587,331.95770617988774,353.7480895558268
deadline-penalty-rounded,0.3,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class32,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class33,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class34,181,152,0.8397790055248618,62.86256813355215,74.2805883892534,140.59671242407677
deadline-penalty-rounded,0.3,0.25,OK,class,class35,83,63,0.7590361445783133,0.0,196.46648401296824,201.13907608434823
deadline-penalty-rounded,0.3,0.25,OK,class,class36,158,148,0.9367088607594937,615.2064507206857,0.0,631.268885255136
deadline-penalty-rounded,0.3,0.25,OK,class,class37,137,120,0.8759124087591241,0.0,218.11208144363164,221.78340283061235
deadline-penalty-rounded,0.3,0.25,OK,class,class38,164,164,1.0,3.646243956181085,496.48539357951023,505.38837599544087
deadline-penalty-rounded,0.3,0.25,OK,class,class39,75,75,1.0,996.4606582851378,193.18771420222538,1194.8700532165763
deadline-penalty-rounded,0.3,0.25,OK,class,class40,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class41,30,28,0.9333333333333333,0.0,131.5267283065619,140.8327177951698
deadline-penalty-rounded,0.3,0.25,OK,class,class42,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class43,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class44,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class45,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class46,0,0,0.0,0.0,0.0,0.0
deadline-penalty-rounded,0.3,0.25,OK,class,class47,9,9,1.0,0.0,341.89589224788557,348.2553988423542
deadline-penalty-rounded,0.3,0.25,OK,destination,k0,784,471,0.6007653061224489,15.766157398450389,298.13677726616385,317.524196536206
deadline-penalty-rounded,0.3,0.25,OK,destination,k1,568,474,0.8345070422535211,232.01051102946283,122.71245185427836,360.08924208827864
deadline-penalty-rounded,0.3,0.25,OK,destination,k2,843,561,0.6654804270462633,161.06354891190423,197.27160408664426,363.4597700414199
deadline-penalty-rounded,0.3,0.25,OK,action,replay,1667,1151,0.6904619076184763,82.46816794946325,268.6859202119014,354.58500264521064
deadline-penalty-rounded,0.3,0.25,OK,action,state,528,355,0.6723484848484849,317.8440337813567,0.0,326.7881415971722
CVXPY-rounded,0.3,0.25,OK,class,class0,1,1,1.0,0.0,416.33483012652323,416.5088688566166
CVXPY-rounded,0.3,0.25,OK,class,class1,1,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class3,43,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class4,114,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class5,1,1,1.0,0.0,53.49434969329832,54.00283714948135
CVXPY-rounded,0.3,0.25,OK,class,class6,8,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class7,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class8,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class9,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class10,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class11,203,124,0.6108374384236454,0.0,23.61190932526586,24.412255051847186
CVXPY-rounded,0.3,0.25,OK,class,class12,52,52,1.0,0.0,503.5045090555389,504.55992581363876
CVXPY-rounded,0.3,0.25,OK,class,class13,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class14,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class15,234,234,1.0,0.0,83.18339930678064,84.09628517266981
CVXPY-rounded,0.3,0.25,OK,class,class16,119,119,1.0,0.0,30.530432297466756,31.42631253025254
CVXPY-rounded,0.3,0.25,OK,class,class17,251,241,0.9601593625498008,0.0,42.293287336352016,43.250888695332485
CVXPY-rounded,0.3,0.25,OK,class,class18,14,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class19,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class23,290,290,1.0,0.0,123.61803001736013,125.0537951333101
CVXPY-rounded,0.3,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class27,536,536,1.0,0.0,397.88000257509356,399.4614315863306
CVXPY-rounded,0.3,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class29,220,217,0.9863636363636363,0.033894129293131944,268.4692914226324,271.55546248162835
CVXPY-rounded,0.3,0.25,OK,class,class30,389,377,0.9691516709511568,0.0,461.678043672943,464.6188435775973
CVXPY-rounded,0.3,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class32,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class33,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class34,181,167,0.9226519337016574,0.0,264.05127257818606,267.4057788769477
CVXPY-rounded,0.3,0.25,OK,class,class35,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class36,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class37,137,121,0.8832116788321168,0.0,230.95939514101767,234.6307165279983
CVXPY-rounded,0.3,0.25,OK,class,class38,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class39,20,20,1.0,0.0,450.62279275160347,455.8444734808164
CVXPY-rounded,0.3,0.25,OK,class,class40,2,2,1.0,0.0,48.29143274140868,52.813853981811114
CVXPY-rounded,0.3,0.25,OK,class,class41,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class42,1,1,1.0,0.0,0.0,8.153277357963105
CVXPY-rounded,0.3,0.25,OK,class,class43,19,18,0.9473684210526315,0.0,71.9943667956332,80.20527320259401
CVXPY-rounded,0.3,0.25,OK,class,class44,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class45,2,2,1.0,0.0,3.744407823295189,11.865772123505838
CVXPY-rounded,0.3,0.25,OK,class,class46,0,0,0.0,0.0,0.0,0.0
CVXPY-rounded,0.3,0.25,OK,class,class47,9,9,1.0,0.0,659.7542570103901,666.1137636048588
CVXPY-rounded,0.3,0.25,OK,destination,k0,893,801,0.896976483762598,0.0,273.11799780169844,275.2274674077964
CVXPY-rounded,0.3,0.25,OK,destination,k1,959,820,0.8550573514077163,0.0,311.8599328707494,313.9046714228546
CVXPY-rounded,0.3,0.25,OK,destination,k2,995,911,0.9155778894472362,0.008073574156541856,173.64899112623908,175.54710370938824
CVXPY-rounded,0.3,0.25,OK,action,replay,2829,2531,0.8946624248851184,0.0,249.975066024962,251.98419774546096
CVXPY-rounded,0.3,0.25,OK,action,state,18,1,0.05555555555555555,7.355026056609631,0.0,10.438945876673756
deadline-aware-CVXPY-rounded,0.3,0.25,INFEASIBLE,all,INFEASIBLE,0,0,nan,nan,nan,nan
repaired-deadline-aware-CVXPY-rounded,0.3,0.25,INFEASIBLE,all,INFEASIBLE,0,0,nan,nan,nan,nan
mirror-descent-rounded,0.3,0.25,OK,class,class0,1,1,1.0,0.0,417.1784091799891,417.35244791008245
mirror-descent-rounded,0.3,0.25,OK,class,class1,1,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class3,43,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class4,114,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class6,8,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class7,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class8,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class9,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class10,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class11,203,126,0.6206896551724138,0.0,24.302825862949522,25.10317158953085
mirror-descent-rounded,0.3,0.25,OK,class,class12,88,88,1.0,0.0,512.5034972018543,513.5589139599541
mirror-descent-rounded,0.3,0.25,OK,class,class13,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class14,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class15,234,234,1.0,0.0,52.493582217999574,53.406468083888754
mirror-descent-rounded,0.3,0.25,OK,class,class16,119,119,1.0,0.0,30.90604048915594,31.801920721941723
mirror-descent-rounded,0.3,0.25,OK,class,class17,251,241,0.9601593625498008,0.0,43.09376381044376,44.05136516942423
mirror-descent-rounded,0.3,0.25,OK,class,class18,14,1,0.07142857142857142,0.0,440.19880278150754,441.3415781335002
mirror-descent-rounded,0.3,0.25,OK,class,class19,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class23,290,287,0.9896551724137931,0.0,118.20123442322057,119.63699953917055
mirror-descent-rounded,0.3,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class27,536,536,1.0,0.0,399.6441295737644,401.2255585850015
mirror-descent-rounded,0.3,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class29,220,217,0.9863636363636363,1.5064136905582373,240.28169061308398,244.8422856665612
mirror-descent-rounded,0.3,0.25,OK,class,class30,389,377,0.9691516709511568,0.0,462.9095459407764,465.85034584543075
mirror-descent-rounded,0.3,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class32,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class33,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class34,181,167,0.9226519337016574,0.0,264.6485511780853,268.00305747684695
mirror-descent-rounded,0.3,0.25,OK,class,class35,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class36,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class37,137,121,0.8832116788321168,0.0,231.42736600279443,235.09868738977502
mirror-descent-rounded,0.3,0.25,OK,class,class38,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class39,14,14,1.0,0.0,437.8310362490748,443.0527169782878
mirror-descent-rounded,0.3,0.25,OK,class,class40,2,2,1.0,0.0,49.03957036911747,53.56199160951991
mirror-descent-rounded,0.3,0.25,OK,class,class41,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class42,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class43,19,18,0.9473684210526315,0.0,72.05286315335528,80.2637695603161
mirror-descent-rounded,0.3,0.25,OK,class,class44,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class45,2,2,1.0,0.0,3.7474865789647716,11.868850879175419
mirror-descent-rounded,0.3,0.25,OK,class,class46,0,0,0.0,0.0,0.0,0.0
mirror-descent-rounded,0.3,0.25,OK,class,class47,9,9,1.0,0.0,645.9346024541067,652.2941090485753
mirror-descent-rounded,0.3,0.25,OK,destination,k0,892,799,0.8957399103139013,0.0,271.98525729656524,274.0864153356538
mirror-descent-rounded,0.3,0.25,OK,destination,k1,952,813,0.8539915966386554,0.0,312.22524246421773,314.2484245563392
mirror-descent-rounded,0.3,0.25,OK,destination,k2,1031,948,0.9194956353055286,0.3448225430919172,173.57282361144834,175.7756383252615
mirror-descent-rounded,0.3,0.25,OK,action,replay,2843,2546,0.8955328877945832,0.0,249.68671621642483,251.66702808385983
mirror-descent-rounded,0.3,0.25,OK,action,state,32,14,0.4375,23.34941220365268,0.0,26.433332023716805
crossover-greedy,0.3,0.25,OK,class,class0,1,1,1.0,0.0,415.8760510370271,416.0500897671204
crossover-greedy,0.3,0.25,OK,class,class1,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class2,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class3,43,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class4,114,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class5,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class6,8,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class7,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class8,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class9,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class10,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class11,203,122,0.6009852216748769,0.0,23.30611714374782,24.106462870329146
crossover-greedy,0.3,0.25,OK,class,class12,36,36,1.0,0.0,499.45461419945303,500.5100309575529
crossover-greedy,0.3,0.25,OK,class,class13,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class14,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class15,234,234,1.0,0.0,90.50411195373385,91.41699781962302
crossover-greedy,0.3,0.25,OK,class,class16,119,119,1.0,0.0,30.326158396304063,31.222038629089834
crossover-greedy,0.3,0.25,OK,class,class17,251,241,0.9601593625498008,0.0,41.85794951420206,42.815550873182524
crossover-greedy,0.3,0.25,OK,class,class18,14,14,1.0,0.0,417.7207481217347,418.8635234737274
crossover-greedy,0.3,0.25,OK,class,class19,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class20,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class21,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class22,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class23,290,290,1.0,0.0,130.64801260640772,132.08377772235764
crossover-greedy,0.3,0.25,OK,class,class24,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class25,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class26,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class27,536,536,1.0,0.0,396.9205849901248,398.5020140013619
crossover-greedy,0.3,0.25,OK,class,class28,0,0,0.0,0.0,0.0,0.0
crossover-greedy,0.3,0.25,OK,class,class29,220,220,1.0,0.0,272.96284126663215,276.01497170147223
crossover-greedy,0.3,0.25,OK,class,class30,389,377,0.9691516709511568,0.0,461.0082931773276,463.9490930819819
crossover-greedy,0.3,0.25,OK,class,class31,0,0,0.0,0.0,0.0,0.0
