model,regime,policy,objective,objective_gap_to_cvx,relative_gap_to_cvx,retained_prefill_moved_s,retained_prefill_target_s,retained_prefill_shortfall_s,excess_retained_prefill_s,resident_state_tb,average_equivalent_state_target_tb,actual_evacuated_state_tb,actual_evacuated_nvl72_hbm_fraction,max_net_util,max_prefill_util,capacity_feasible,alpha,eta_x0,bisection_iterations,active_classes_moved,active_destinations_used,destination_entropy,action_entropy,replay_frac,state_frac,stay_frac,replay_retained_prefill_frac,state_transfer_retained_prefill_frac,replay_demand_over_capacity,state_bytes_over_capacity,deadline_overrun_mean,deadline_overrun_p95,deadline_overrun_max,deadline_load_max,feasible
GLM-5,transition-coupled,deadline-penalty,5705.483006,870.2833022,0.1799891122,26467.9572,26467.9572,0,8.368078852e-08,49.37398907,19.74959563,19.74959563,1.47385042,0.9956090062,0.999743496,True,nan,nan,nan,47,3,0.9945187315,0.9423340147,0.2285477027,0.10453623,0.6669160673,0.6404199888,0.3595800112,22.27942526,17.76841712,3.1679379,10.86957694,16.61263784,17.46263784,True
GLM-5,transition-coupled,CVXPY,4835.199704,0,0,26467.95721,26467.9572,0,1.017735485e-06,49.37398907,19.74959563,19.74959563,1.47385042,0.9986742763,0.9994792331,True,nan,nan,nan,48,3,0.9801367914,0.9120987196,0.2778875936,0.105163821,0.6169485854,0.67274354,0.32725646,22.27942526,17.76841712,nan,nan,nan,nan,True
GLM-5,transition-coupled,mirror-descent-best,INFEASIBLE,INFEASIBLE,INFEASIBLE,0,26467.9572,26467.9572,0,49.37398907,19.74959563,0,0,0.35,0.45,True,nan,nan,nan,0,0,0,0,0,0,1,0,0,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,crossover-greedy,INFEASIBLE,INFEASIBLE,INFEASIBLE,24251.55953,26467.9572,2216.397679,0,49.37398907,19.74959563,18.09578617,1.350431804,0.999999999,0.999999999,True,nan,nan,nan,30,3,0.9991061483,0.6818540068,0.2830756359,0.1068873871,0.610036977,0.8191862445,0.1808137555,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,least-loaded-destination,INFEASIBLE,INFEASIBLE,INFEASIBLE,10001.58072,26467.9572,16466.37648,0,49.37398907,19.74959563,7.462879488,0.5569313051,0.9993050779,0.9995038604,True,nan,nan,nan,17,3,0.9970495301,0.9951222968,0.1426,0.1213,0.7361,0.5410922996,0.4589077004,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,online-queue-greedy,INFEASIBLE,INFEASIBLE,INFEASIBLE,10359.98072,26467.9572,16107.97648,0,49.37398907,19.74959563,7.730306816,0.5768885684,0.9998995635,0.9998974257,True,nan,nan,nan,17,3,0.9974887855,0.9884520837,0.1638,0.1071,0.7291,0.5631784215,0.4368215785,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,mixed-greedy,INFEASIBLE,INFEASIBLE,INFEASIBLE,24251.55953,26467.9572,2216.397679,0,49.37398907,19.74959563,18.09578617,1.350431804,0.999999999,0.999999999,True,nan,nan,nan,30,3,0.9991061483,0.6818540068,0.2830756359,0.1068873871,0.610036977,0.8191862445,0.1808137555,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,replay-only,INFEASIBLE,INFEASIBLE,INFEASIBLE,19866.54397,26467.9572,6601.413234,0,49.37398907,19.74959563,14.82381911,1.106255158,0.35003652,0.999999999,True,nan,nan,nan,22,3,0.9999760909,0,0.2830756359,0,0.7169243641,1,0,22.27942526,17.76841712,nan,nan,nan,nan,False
GLM-5,transition-coupled,state-only,INFEASIBLE,INFEASIBLE,INFEASIBLE,13439.7968,26467.9572,13028.1604,0,49.37398907,19.74959563,10.02837318,0.7483860583,0.999999999,0.45,True,nan,nan,nan,13,3,0.9541525546,0,0,0.1939779985,0.8060220015,0,1,22.27942526,17.76841712,nan,nan,nan,nan,False
