phase,gpu,samples,power_mean_w
baseline,0,120,330.92825
baseline,1,120,84.33691666666667
drain,0,799,343.9416270337922
drain,1,799,216.9667584480601
post,0,119,327.94100840336137
post,1,119,348.064537815126
