connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
ad362920c1406136,api,,5893191194998382,5893191201341941,0,0
db97eddeb58897a0,kv,9bdb893184540671cf3dbbec43c6db1dc746d07274d9659906bd9ca9747fd570,5893206325603793,5893206326853539,186,36
8baf1988bc53f03c,kv,efee519dd87578a956bc6b34199acba802890104913941e35d31444a998f47ca,5893206327621061,5893206328413982,186,36
77b972df0a227d85,kv,b600bcb0357440211510a5cbfc6dfa5cb91ea972358ab6bfcf2f08c2e9a7c60e,5893206328977265,5893206329767117,186,36
e8d76ee8cf015ce6,kv,0a154f30f5982c596cf251de19897ce3bb71fbb0d03f6f0c5f76cb39481e0861,5893206330311280,5893206330945793,186,36
674923b638c81fde,kv,1d7f751d7b64c4524e161e9405903273a47a447c7e6fee27a8446f88fc605175,5893206331410858,5893206332078121,186,36
e107f31e69e7f4db,kv,fe19f850d5b648ad3fce80a65cf0ef2c33614585b94cba5b6f78f19485411dfe,5893206332491016,5893206333164498,186,36
434604935952cff5,kv,ce9dc7d3ecd9d624fb5891814ebd4ce4768b565842a89bd2176eac27dfc22d53,5893206333574994,5893206334197457,186,36
988d505436a97141,kv,e33473e401c86b81d11b05b1e9550ef6ca61c8adb218c2264829e5006d29d4d8,5893206334599002,5893206335104217,186,36
a9cedca31f4e0aeb,kv,ca3cd5c879858e658f8533a2953aed4c699a34179ac409320f4e32ff24ec2835,5893206335532602,5893206336021616,186,36
d1fd0377204b0ccf,kv,7e07364da5ac84454e9f4c84d7e7dc414707a32b962765c6dd454778de4dbd85,5893206336403252,5893206336875147,186,36
4cd85eb84f25d45b,kv,bc11e7de0b8383fbe691922016eee24e103ac7b5afcda11637e2a333bff2fc32,5893206337239943,5893206337914125,186,36
e122121c370cb07d,kv,b9f8233f5ae1ae2bb76ce22f51c98ed0dcc6cc2b3f5355b5616f977e46d609fe,5893206338266241,5893206338734946,186,36
6fd5ffc1d17726c4,kv,a90b8908120bab21aff26c3009bcfd6ed47fea5246e0ac4ada17c17b97b642be,5893206339081662,5893206339559367,186,36
d3163094f9ef28cb,kv,d23bdf83919e2e1abbcef59c4861b13af6da5f5e3237ec35d14946e5633b21d6,5893206339891753,5893206340381587,186,36
1ac744d2300e0064,kv,afa77d1fb958e671b710013ee5f93081da4377e7abca48e89060a63804c11969,5893206340701944,5893206341181908,186,36
91b543553ef2d4e9,kv,746badcdcd80727b2fc4287bc4d6b0c546273723a18e1f548ad6cd738141496e,5893206341486465,5893206341950340,186,36
6c65ec6f35126f1e,kv,17ec20ecd6273fe29d07de69d823c6500e7e08a456d38e4478a008e226a34610,5893206342307486,5893206342772301,186,36
85d11f733ed82305,kv,5c87b0f6de64a718a060452952ca1935358cea11eddbf4c8e2ce42fba0a49a87,5893206343120977,5893206343596491,186,36
bb57d9abafb1d425,kv,7f017f2c985fd3bf6de145865f0a5af902aaa85ed1a36bcce818d585e045e530,5893206343916278,5893206344530931,186,36
567f93a533dd6ce9,kv,171149ff8a50dc6f900c7e267f7419593ac48392527398f327a03d943bf21d92,5893206344913027,5893206345428491,186,36
71ddb0ef727a4de7,kv,f99f52641e3d9d352b84e0cd2dbb26117c090d3608013ce9824ed78a03fa34e6,5893206345754157,5893206346239342,186,36
edb71b236775f2cf,kv,4ef1053eb95e3fc0f121aeeb78c705feeb4fd35bebb1347ecd01c17e77e7ad01,5893206346557118,5893206347051813,186,36
4388bb86a5d08ec2,kv,0ca53e3278dc6e4b7ef27edefd64a94d695e3fae82e81659b643acbc253e0aed,5893206347384589,5893206347893403,186,36
2bddfa5adbf4b3d0,kv,349e5ddcc53d9eca97960f2b6ba347190d7be00b3951c2d99f5860875e1b5faf,5893206348293119,5893206348902642,186,36
683ef401ba5a015d,kv,d35e558b5634df9ef91469c2403b3b61fa8d66a770aa1f3fb5eeebdc5ee57e56,5893206349296977,5893206349770112,186,36
c8e09cdc2c3fd5bc,kv,1c251a8f9f68395d6c69e931d9e731c782912028d00db3a95b35cdc679aeba97,5893206350154468,5893206350663682,186,36
4c4fdc8e837961bd,kv,0b8baa16681d4fee1bfef248960eb0ea80e6c0ae95063571c8899ce8434b25e0,5893206351050928,5893206351545152,186,36
4d0fa2587e65b63e,kv,a428f65625ab844c17b371756f6b358d12207afe3befa1db59e25a655ffdf65c,5893206351909938,5893206352400473,186,36
5864ddbbcca41519,kv,b9e967ffe7250d0b106bbc5a19e96f79d778abb8c28fe682491ea80d737a0295,5893206352765158,5893206353265473,186,36
6ea2fa9d270ea3a1,kv,600bec2fc8dcfdb41d8b46ca860d16e4423f7b48c685d0c950a03b9ddfa3691f,5893206353625809,5893206354105363,186,36
3304c6919e73fba7,kv,edad1b65ebf79ac6a59e950bb6504774bdf7e011a567976f05ad7b24726302b0,5893206354486939,5893206354950694,186,36
3ecf7c64ec8e29fc,kv,bc4ba12ebf099dfe5ef6b30d93055e8a701059450142ff50cb2efa52481344b2,5893206355351529,5893206355803214,186,36
e0ad14b54b4fa386,kv,90c0c355513a5f2c9b84ea0c17d431667ae456d9d9d2c3903798096d8fee7c71,5893206356197470,5893206356678204,186,36
a2aa7b022ecb6c58,kv,12a7177ca500b3f2c0f639792b80f41c1dc0623200d1006f53d65e43c5e6153b,5893206357076030,5893206357545615,186,36
8e6d578f1e16a102,kv,179de7e956ac2877cc9a4a520701a78f7badaa69b19a85ef1ae450eca2f17685,5893206357923321,5893206358392605,186,36
33b7e21406f7e166,kv,4e6b2abe028c18742573db8facbfad869b332dc40e5bde0ed19a451c1baf1ae5,5893206358746951,5893206359247166,186,36
2c4c66975db449da,kv,d8c67c0c404825df87f46a31387050c3cccfd0b8462bb70cd01288e38386a06b,5893206359576262,5893206360042537,186,36
cabd0eac87590911,kv,a8c80895252361fb21a88ef4da837ccfd18fe7776c02afd671b56b24a70e8413,5893206360405043,5893206360855928,186,36
c9fcac7c709abfb9,kv,78c3b5d92cf9693b211876ebcb2bfe03de8c2fcf346612aba44862441d6b4e9a,5893206361244663,5893206361722478,186,36
a588d260c411b3b5,kv,1891cd36ce188aba0573a8baececaaf10c982a5ce770e5a8a0b6427a534077be,5893206362115233,5893206362592918,186,36
31ef7dc6790c039d,kv,2184fc8164b43c283d05267cb22f447420bf23f42ec7417ebbc194787553c8dc,5893206362949414,5893206363526808,186,36
4b7b990f7a9f0da4,kv,5aa458c000a325a84ba5182df00bd41f5353a136bc70347a915f4bd4dea133c6,5893206363940823,5893206364477887,186,36
0d65dffd70931c57,kv,7fb6ff8816be33ebc2c7b1246d477874c8f9dd5b37732b73975b75ec7987d311,5893206364891702,5893206365443066,186,36
29f5b7d175fb78f1,kv,fd53f1df8e9116e1cc581797eefcb35f5482df397d951fefd9a999c118fad48a,5893206365847892,5893206366365226,186,36
562aefe3a63e4519,kv,e812491adb45baad9bcf3fcd75c7c6b5aeaf8ff5db8429ee15ef0a697d037e9a,5893206366740142,5893206367233126,186,36
0ceb54e032d171cf,kv,8f52d8fb6520b6461028fad4e6c44374afa5bbb3c0de6108142f6a5a9da37948,5893206367606102,5893206368098756,186,36
ced4b70373ec3642,kv,6e69f5799d410d59cdfcc853af6fea203609e4cafda82bcd0a64c22658160690,5893206368471752,5893206368936157,186,36
8620fe38e51e85a0,kv,b6c415ceaebb18b88b634759e79cde2ad4356e8b99cdaf04980f39f856addefe,5893206369278393,5893206369751458,186,36
0ceca6d0fac48693,kv,bd747ff637b9c615b181cf16902e3a07c9f71a6bfecc2fcd1d83af062d810392,5893206370082044,5893206370551759,186,36
2f6ce705fcdea8c4,kv,973b12cfda9d1962e9deb04b0fb81cbade84a613913925788ebefb343240a5cd,5893206370871035,5893206371371550,186,36
9ab0d92cb2b8d621,kv,aeb23a69c189cced3e2d198a99cf11a22c8b7e7730a8c7e0f98397205d9380a8,5893206371675676,5893206372201730,186,36
0fa73c3058583259,kv,a65e7b63a110f0fe5a7a17b2d0cb78cb7c2b1bedb8c686483a838452fee32644,5893206372544866,5893206373052701,186,36
1ecf0f8e38ac6c5b,kv,c48febc616bf38174b7a8e52b70d405aa4e70ee4816f5bdbe30c25bfcb0d1b73,5893206373384017,5893206373877122,186,36
5cc6210affd7a478,kv,32f5de12c7233f03e92a1faf958b608413a7bca43635391de6b78f1ca9cb448b,5893206374270467,5893206374768581,186,36
7ea91441c486add7,kv,7430d992c7cae868067d0e82486adb762288ee03570b4e2e13a8dc881928fdf2,5893206375133457,5893206375631062,186,36
8cbe52bb6ea5c794,kv,a08aed3a54d8f225a96ca8d4d0423c5b7d5221de56a9a3da0e81ae9cec0c8fd5,5893206375975578,5893206376490232,186,36
