phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,127.21535564853556
baseline,1,239,239,1.0,82.77937238493725
drain,0,155,155,1.0,115.12632258064517
drain,1,155,155,1.0,266.4931612903226
post,0,240,240,1.0,86.57241666666665
post,1,240,240,1.0,127.58558333333333
