phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,427303,34.70701789855957,12311.717510530749,125000000.0,9.8493740084246e-05,1
drain,kv,target_to_client,432,34.710493087768555,12.445804181105977,125000000.0,9.956643344884782e-08,1
post,api,client_to_target,283385,42.095499992370605,6731.954723221264,125000000.0,5.385563778577012e-05,1
post,kv,target_to_client,252,42.09083104133606,5.987052138564783,125000000.0,4.7896417108518266e-08,1
