phase,gpu,samples,power_mean_w
baseline,0,120,235.3563333333333
baseline,1,120,82.99058333333332
drain,0,201,156.23621890547264
drain,1,201,236.7067661691542
post,0,119,105.4029411764706
post,1,119,285.30647058823524
