workload,input_sessions,median_served_T,policy,deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,max_completion_s,sessions,run_root
small,2,4686.0,greedy,120.0,0.25,80.71989510204462,322.87958040817847,259.5146579550389,0.0,True,True,3.5660000000000025,80.60099999999998,2.049586534500122,2.0496838092803955,2.0496838092803955,1,queue-haul/outputs/stage1c_old_persistent_smoke/greedy_D120_T0p25
