phase,gpu,samples,power_mean_w
baseline,0,120,234.0209166666667
baseline,1,120,83.24808333333334
drain,0,364,150.62532967032968
drain,1,364,133.41939560439562
post,0,119,111.59134453781512
post,1,119,146.89327731092433
