phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,280.87548117154813
baseline,1,239,239,1.0,82.4371548117155
drain,0,95,95,1.0,227.82800000000012
drain,1,95,95,1.0,345.73989473684213
post,0,240,240,1.0,152.37016666666668
post,1,240,240,1.0,280.40158333333335
