connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
03e74b8b91244537,kv/east,,2128837688978,2128838720685,0,0,16,8,10,0,29,20,10,0
27d33f211df5f31d,kv/germany,,2128838080048,2128838875333,0,0,11,5,10,0,16,8,10,0
47d99cc1a0019bde,api/germany,,2276060141925,2276169177384,125,53054,,,,,,,,
69e098419b6358ff,api/germany,,2276270247873,2276374992606,125,53109,,,,,,,,
cbe1078a9ab1cb30,api/east,,2276059846823,2276457795348,125,53059,,,,,,,,
a8064fa4f971a592,api/germany,,2276476109021,2276582241257,125,53118,,,,,,,,
7de62ce6ec92a5e0,api/germany,,2276683179139,2276780679017,125,53158,,,,,,,,
a732c3c249945180,api/east,,2276558750061,2276964317289,125,53139,,,,,,,,
fbd33c243f7f4e11,api/germany,,2276881690666,2276987551124,125,53149,,,,,,,,
d3e75f45fe0802f2,api/germany,,2277088460332,2277189020457,125,53162,,,,,,,,
c81efdcc62e0bb0b,api/germany,,2277289906983,2277393713083,125,53149,,,,,,,,
b692d051aefab70b,api/east,,2277065346180,2277463993600,125,53156,,,,,,,,
aa2cf1e32d38cd0b,api/germany,,2277494546148,2277592974167,125,53162,,,,,,,,
457807f13d486b66,api/germany,,2277693811631,2277797620045,125,53149,,,,,,,,
095d3ce345cf43e7,api/east,,2277564948440,2277962120564,125,53142,,,,,,,,
2e97b2097be11b62,api/germany,,2277898604123,2278004770883,125,53169,,,,,,,,
aa06c332082578f8,api/germany,,2276036167583,2278115360586,1541,15266,,,,,,,,
78a14ad70254e5c6,api/east,,2276035134947,2278183396135,1541,15265,,,,,,,,
abd351176c2bec23,api/germany,,2278105709967,2278210123015,125,54570,,,,,,,,
ba68745b70f964ac,api/germany,,2278311187363,2278417619994,125,54569,,,,,,,,
307074003a438d71,api/east,,2278063068454,2278462787406,125,54562,,,,,,,,
3725fb6547b420df,api/germany,,2278518332124,2278616866385,125,54569,,,,,,,,
a9100d3eaeff129d,api/germany,,2276743458719,2278773504315,1541,14052,,,,,,,,
f19cdd5c350011b7,api/germany,,2278717844592,2278821736422,125,54567,,,,,,,,
40ea84ab9d29fd1d,api/east,,2276742072760,2278837745159,1541,15281,,,,,,,,
8b4e553b2452a708,api/east,,2278563850772,2278961062179,125,54560,,,,,,,,
6336a1b00613bff0,api/germany,,2278922635761,2279026687640,125,54573,,,,,,,,
d54921195b8bd17d,api/germany,,2279127653685,2279231647004,125,54587,,,,,,,,
f99a622e2e148092,api/germany,,2279332667289,2279437674473,125,54587,,,,,,,,
43da257b93ae0c2a,api/germany,,2277449452575,2279460237595,1541,14051,,,,,,,,
de5b8ec33c565db1,api/east,,2279062180964,2279460887359,125,54573,,,,,,,,
9111250aa1ba2d3a,api/east,,2277448927173,2279515780790,1541,14054,,,,,,,,
d810ca6ca0f06939,api/germany,,2279538520372,2279635933038,125,54584,,,,,,,,
8ccc58e9ef216c59,api/germany,,2279736800668,2279841403116,125,54584,,,,,,,,
d4b6754ee8b48d9e,api/east,,2279561715365,2279990098046,125,54579,,,,,,,,
4200ab8f006e27f9,api/germany,,2279942274944,2280047483313,125,54584,,,,,,,,
58af9915f91c2f57,api/germany,,2278156443482,2280174642812,1541,15274,,,,,,,,
635e8eead4367205,api/east,,2278156167776,2280222392197,1541,15282,,,,,,,,
9139317788e22041,api/germany,,2280148421676,2280254844554,125,54581,,,,,,,,
c3028303261af4f6,api/germany,,2280355794749,2280459539454,125,54581,,,,,,,,
12df9eb5c3495beb,api/east,,2280091084208,2280505736274,125,54577,,,,,,,,
d63783fbbd36aa40,api/germany,,2280560548318,2280666690708,125,54596,,,,,,,,
68c996a46ff5bc9f,api/germany,,2278863411569,2280861052277,1541,14034,,,,,,,,
5092302739081523,api/germany,,2280767567510,2280873362856,125,54595,,,,,,,,
92f2fe35ec974001,api/east,,2278862695601,2280930838091,1541,14034,,,,,,,,
b6c17ce44b459e2a,api/east,,2280606650070,2281022497152,125,54577,,,,,,,,
83617ef033322b9c,api/germany,,2280974293043,2281080918936,125,54583,,,,,,,,
e8724354ddb4b427,api/germany,,2281181914565,2281285711968,125,54596,,,,,,,,
7c955ae833eed68b,api/germany,,2281386680056,2281491886612,125,54583,,,,,,,,
edab5146d6c507ee,api/east,,2281123396452,2281521466653,125,54577,,,,,,,,
5fc7a132f41631e2,api/germany,,2279570318367,2281569132642,1541,15275,,,,,,,,
