phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,295.5196666666667
baseline,1,240,240,1.0,83.05466666666668
drain,0,520,520,1.0,93.27813461538462
drain,1,520,520,1.0,188.7873269230769
post,0,240,240,1.0,87.92495833333332
post,1,240,240,1.0,349.31758333333335
