bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,0.08148429714693857,114.58500000000001,20
0,0.0,5.0,1,sink,0,83.42450000000001,20
1,5.0,10.0,0,source,0.08148429714693857,189.62550000000002,20
1,5.0,10.0,1,sink,0,83.47150000000002,20
2,10.0,15.0,0,source,0.08148429714693857,260.699,20
2,10.0,15.0,1,sink,0,83.10150000000002,20
3,15.0,20.0,0,source,0.08148429714693857,89.07749999999999,20
3,15.0,20.0,1,sink,0,83.0705,20
4,20.0,25.0,0,source,0.08148429714693857,106.417,20
4,20.0,25.0,1,sink,0,83.02150000000002,20
5,25.0,30.0,0,source,0.08148429714693857,87.81300000000002,20
5,25.0,30.0,1,sink,0,83.081,20
6,30.0,35.0,0,source,0.08148429714693857,87.477,20
6,30.0,35.0,1,sink,0,83.072,20
7,35.0,40.0,0,source,0.08148429714693857,114.66099999999999,20
7,35.0,40.0,1,sink,0,83.09700000000001,20
8,40.0,45.0,0,source,0.08148429714693857,108.14050000000002,20
8,40.0,45.0,1,sink,0,83.14849999999998,20
9,45.0,50.0,0,source,0.08148429714693857,95.559,20
9,45.0,50.0,1,sink,0,83.309,20
10,50.0,55.0,0,source,0.08148429714693857,86.62500000000001,20
10,50.0,55.0,1,sink,0,83.2035,20
11,55.0,60.0,0,source,0.08148429714693857,152.47849999999997,20
11,55.0,60.0,1,sink,0,83.2163157894737,19
12,60.0,65.0,0,source,0.08148429714693857,86.78736842105263,19
12,60.0,65.0,1,sink,0,154.7865,20
13,65.0,70.0,0,source,0.06141369145881078,104.224,20
13,65.0,70.0,1,sink,0.02007060568812779,279.658,20
14,70.0,75.0,0,source,0.048374347766851386,94.84,20
14,70.0,75.0,1,sink,0.033109949380087184,266.35100000000006,20
15,75.0,80.0,0,source,0.04480583871014588,105.82650000000001,20
15,75.0,80.0,1,sink,0.03667845843679269,303.9239999999999,20
16,80.0,85.0,0,source,0.031914160591337934,86.93050000000001,20
16,80.0,85.0,1,sink,0.049570136555600636,279.63199999999995,20
17,85.0,90.0,0,source,0.02682769429266761,87.01899999999999,20
17,85.0,90.0,1,sink,0.05465660285427096,361.7554999999999,20
18,90.0,95.0,0,source,0.022236144481286316,87.11099999999999,20
18,90.0,95.0,1,sink,0.059248152665652254,239.23399999999998,20
19,95.0,100.0,0,source,0.0006007386576318968,87.30450000000003,20
19,95.0,100.0,1,sink,0.08088355848930667,234.95250000000004,20
20,100.0,105.0,0,source,0.0,87.48600000000002,20
20,100.0,105.0,1,sink,0.08148429714693858,96.8625,20
21,105.0,110.0,0,source,0.0,87.57100000000003,20
21,105.0,110.0,1,sink,0.08148429714693858,140.91400000000002,20
22,110.0,115.0,0,source,0.0,87.10799999999999,20
22,110.0,115.0,1,sink,0.08148429714693858,95.5845,20
23,115.0,120.0,0,source,0.0,86.9565,20
23,115.0,120.0,1,sink,0.08148429714693858,113.46549999999998,20
24,120.0,125.0,0,source,0.0,86.808,20
24,120.0,125.0,1,sink,0.08148429714693858,166.42499999999998,20
25,125.0,130.0,0,source,0.0,86.7105,20
25,125.0,130.0,1,sink,0.08148429714693858,272.6005,20
26,130.0,135.0,0,source,0.0,86.804,20
26,130.0,135.0,1,sink,0.08148429714693858,111.768,20
27,135.0,140.0,0,source,0.0,86.94700000000003,20
27,135.0,140.0,1,sink,0.08148429714693858,115.86000000000001,20
28,140.0,145.0,0,source,0.0,86.796,20
28,140.0,145.0,1,sink,0.08148429714693858,95.5445,20
29,145.0,150.0,0,source,0.0,86.7235,20
29,145.0,150.0,1,sink,0.08148429714693858,114.82000000000001,20
30,150.0,155.0,0,source,0.0,86.69449999999999,20
30,150.0,155.0,1,sink,0.08148429714693858,83.86799999999998,20
31,155.0,158.49909687042236,0,source,0.0,86.75857142857144,14
31,155.0,158.49909687042236,1,sink,0.08148429714693858,110.16285714285716,14
