phase,gpu,samples,power_mean_w
baseline,0,480,340.64427083333334
baseline,1,480,82.11514583333333
drain,0,381,211.76908136482936
drain,1,381,195.58732283464565
post,0,480,105.776
post,1,480,252.7374166666667
