phase,gpu,samples,power_mean_w
baseline,0,120,218.84074999999999
baseline,1,120,84.42200000000001
drain,0,219,164.95799086757992
drain,1,219,124.91904109589039
post,0,120,136.847
post,1,120,133.49975
