phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,405408,54.453737020492554,7444.998675617671,125000000.0,5.955998940494137e-05,1
drain,kv,target_to_client,1413743160,54.60291790962219,25891348.193882298,125000000.0,0.20713078555105838,1
post,api,client_to_target,296304,27.858165979385376,10636.163206840698,125000000.0,8.508930565472558e-05,1
post,kv,target_to_client,423518220,28.016899824142456,15116526.905487591,125000000.0,0.12093221524390073,1
