connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
f24e846fa2bf695a,kv,5570621765152290,5570621766352958,0,0
aee27777d5e492ec,api,5570621765486696,5570621766419357,0,0
799f19a87a9a1f5b,api,5570639574445578,5570646616313505,32007,9333
1f3b89d880c12993,api,5570649769345158,5570656542955293,31691,7151
53f90071c9073dcb,api,5570659167388589,5570661511129178,7191,12770
36e92991413a434f,api,5570663944927879,5570670435333606,29397,9333
234455a15b3017b9,api,5570673299695025,5570674303455522,32026,12774
301694e6f5ab5ca7,api,5570674304456151,5570674850099735,31710,6908
e899c378bea34a39,api,5570674850837397,5570675829925216,7210,12770
37106bc098d810ee,api,5570675831175221,5570676842369684,29416,12772
