episode_id,kind,workload,seed,case,bandwidth_mbps,deadline_s,target_fraction,policy,row_id,shard,planner_seed,sessions,source_replicas,destination_replicas,initial_source_power_w,idle_source_power_w,target_power_w,power_at_deadline_w,attained_shed_fraction,steady_state_shed_fraction,target_attainment_s,target_attained,censored,last_commit_s,admitted_moves,committed_moves,replay_moves,kv_moves,planner_feasible,packing_repair_count,packing_repair_s,deadline_repair_count,deadline_repair_s,result_evidence,anchor_tokens
coding-seed-0,trace,profiles/coding.json,0,central,1000,60,0.25,kv_only,v5-00041,41,1460406539337204637,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,63570.212593650096,0.00034376895796416713,0.00034376895796416713,,False,True,50.611739036299994,5,5,0,5,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,300,0.5,random,v5-00105,41,1960502458296838759,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,53455.2633536862,0.23459212538808924,0.23459212538808502,,False,True,146.92941259520097,3336,3336,3322,14,False,245,0.10409066639840603,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,3600,0.75,greedy,v5-00169,41,795071306141436114,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.15433841664344072,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,30,0.75,kv_only,v5-00233,41,17237020529284224636,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,63566.99854698356,0.000418201872184968,0.000418201872184968,,False,True,24.7010066459,6,6,0,6,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,120,1.0,random,v5-00297,41,8639415504139250438,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,53465.681617618495,0.23435085267924027,0.23435085267923775,,False,True,46.352423676800974,3332,3332,3322,10,False,229,0.10658370796591043,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,3600,0.1,greedy,v5-00361,41,17418013187085776631,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,30,0.1,kv_only,v5-00425,41,9981934967991664873,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,63545.92994208678,0.0009061218757620859,0.0009061218757620859,,False,True,24.7010066459,12,12,0,12,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,120,0.25,random,v5-00489,41,4841672881422729761,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,53594.50612634954,0.231367453680169,0.23136745368016629,,False,True,113.32659978083178,3303,3303,3255,48,False,0,0.0,3,0.2140717078000307,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,900,0.5,greedy,v5-00553,41,9839684100491809102,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.12085575051605701,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,14400,0.5,kv_only,v5-00617,41,613240432967235307,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,10317.758630143331,True,False,10312.7717150747,5134,5134,0,5134,True,91,0.0876803332939744,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,60,0.75,random,v5-00681,41,5853865052844169902,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,53433.55762126078,0.23509480039170447,0.23509480039170141,,False,True,46.13209343356267,3342,3342,3322,20,False,238,0.07542600017040968,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,300,1.0,greedy,v5-00745,41,5243657196299994180,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.1417859997600317,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,3600,1.0,kv_only,v5-00809,41,4925617610075501678,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,48390.87672368659,0.3518763762785408,0.3518763762785371,,False,True,3594.4026767387,3606,3606,0,3606,False,0,0.0,1,0.06465558335185051,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,60,0.1,random,v5-00873,41,9606639604557262403,10000,302,302,63589.83435429114,20404.607555904557,59271.31167445248,61594.965084444055,0.04619332623075661,0.04619332623075644,,False,True,43.90375598946873,731,731,727,4,False,0,0.0,1,0.028452541679143906,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,300,0.25,greedy,v5-00937,41,8829753542259658278,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,45510.93419522273,0.4186362212122003,0.4186362212121959,54.6573500331256,True,False,51.655475084156684,4288,4288,4288,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,3600,0.25,kv_only,v5-01001,41,13227334405128176455,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,62090.20050180857,0.034725621784591314,0.034725621784590974,,False,True,3588.4232769563,360,360,0,360,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,30,0.5,random,v5-01065,41,6672716820348419434,10000,302,302,63589.83435429114,20404.607555904557,41997.220955097844,58528.668100741095,0.11719670426135474,0.11719670426135474,,False,True,24.993541903172677,1794,1794,1790,4,False,0,0.0,1,0.047460791654884815,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,120,0.75,greedy,v5-01129,41,10610045011571842423,10000,302,302,63589.83435429114,20404.607555904557,31200.9142555012,41939.36526411334,0.5013397102498642,0.5013397102498584,,False,True,62.38821798907849,5134,5134,5134,0,False,105,0.09938395954668522,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,900,0.75,kv_only,v5-01193,41,6069424711731452047,10000,302,302,63589.83435429114,20404.607555904557,31200.9142555012,62643.245096088176,0.02191928417146411,0.02191928417146411,,False,True,893.7071083547,224,224,0,224,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,14400,1.0,random,v5-01257,41,2434046349171939413,10000,302,302,63589.83435429114,20404.607555904557,20404.607555904557,53669.463953406215,0.22971676048383177,0.2297167604838299,,False,True,6591.345399542724,3293,3293,1788,1505,False,263,0.09727166686207056,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,5000,120,0.1,greedy,v5-01321,41,2096208282981624025,10000,302,302,63589.83435429114,20404.607555904557,59271.31167445248,56374.96628794158,0.16706796747954353,0.16706796747954353,23.644913403419444,True,False,20.63574254430047,1713,1713,1713,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,5000,900,0.1,kv_only,v5-01385,41,15632490444128554807,10000,302,302,63589.83435429114,20404.607555904557,59271.31167445248,61701.57260351486,0.04372471538917154,0.04372471538917154,,False,True,893.7071083547,448,448,0,448,False,0,0.0,1,0.022274124436080456,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,5000,14400,0.25,random,v5-01449,41,9194875801365172781,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,53547.615139520014,0.23253829976751,0.23253829976750645,,False,True,3517.5915519015102,3322,3322,1727,1595,False,249,0.1441872911527753,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,10000,60,0.5,greedy,v5-01513,41,11699632525451126424,10000,302,302,63589.83435429114,20404.607555904557,41997.220955097844,44155.92762172652,0.45001284405181535,0.4500128440518103,,False,True,54.992355050580045,4611,4611,4565,46,False,0,0.0,8,0.5609650397673249,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,10000,300,0.5,kv_only,v5-01577,41,17906030794869280392,10000,302,302,63589.83435429114,20404.607555904557,41997.220955097844,62351.473846033114,0.028675558751593517,0.028675558751593347,,False,True,294.7705634843,295,295,0,295,False,0,0.0,1,0.012974709272384644,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,10000,3600,0.75,random,v5-01641,41,12656058141552478399,10000,302,302,63589.83435429114,20404.607555904557,31200.9142555012,53546.8336532227,0.232556395916477,0.23255639591647784,,False,True,1655.0168910447685,3320,3320,1809,1511,False,260,0.10002804081887007,0,0.0,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,1000,30,1.0,greedy,v5-01705,41,12286239712903630416,10000,302,302,63590.93211187723,20404.607555904433,20404.607555904433,54833.21232129729,0.2027891903426341,0.20278919034263443,,False,True,24.99657484699094,2077,2077,2075,2,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,1000,120,1.0,kv_only,v5-01769,41,13975640267131479582,10000,302,302,63590.93211187723,20404.607555904433,20404.607555904433,63539.96580742499,0.0011801491554619865,0.0011801491554619865,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,1000,3600,0.1,random,v5-01833,41,4630674265814041998,10000,302,302,63590.93211187723,20404.607555904433,59272.299656279945,59020.47083359801,0.10583121683243843,0.10583121683243826,3588.906789050325,True,False,3584.215686311829,1630,1630,1307,323,True,0,0.0,1,0.04558845795691013,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,2500,30,0.25,greedy,v5-01897,41,4775792588276122347,10000,302,302,63590.93211187723,20404.607555904433,52794.35097288403,54816.163957658995,0.20318395335647188,0.20318395335647105,,False,True,24.99657484699094,2080,2080,2075,5,False,0,0.0,1,0.04144591651856899,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,2500,120,0.25,kv_only,v5-01961,41,5939728013495328159,10000,302,302,63590.93211187723,20404.607555904433,52794.35097288403,63465.136009839145,0.002912868907726593,0.0029128689077267613,,False,True,112.3988701211,28,28,0,28,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,2500,900,0.5,random,v5-02025,41,2300173306397869468,10000,302,302,63590.93211187723,20404.607555904433,41997.76983389083,53232.62700175088,0.23985150893545454,0.23985150893545218,,False,True,385.183935228801,3417,3417,3322,95,False,204,0.08487987518310547,0,0.0,simulated_sensitivity,
coding-seed-2,trace,profiles/coding.json,2,central,2500,14400,0.75,greedy,v5-02089,41,14940949229342974423,10000,302,302,63590.93211187723,20404.607555904433,31201.18869489763,41936.96825939938,0.5014078895371763,0.5014078895371703,,False,True,62.19852845872669,5134,5134,5134,0,False,129,0.1209906255826354,0,0.0,simulated_sensitivity,
