policy,rows,target_attained_fraction,median_attained_shed_fraction,pareto_fraction
queue_haul,2056,0.6571011673151751,0.4669122645758138,0.12110894941634241
greedy,2056,0.6906614785992218,0.4799250678386706,0.46303501945525294
isolated_fastest,2056,0.6906614785992218,0.4775605908342129,0.45136186770428016
random,2056,0.4401750972762646,0.24316860970923443,0.0
replay_only,2056,0.6906614785992218,0.4775605908342129,0.45136186770428016
kv_only,2056,0.17509727626459143,0.028833913572811568,0.0019455252918287938
