episode_id,kind,workload,seed,case,bandwidth_mbps,deadline_s,target_fraction,policy,row_id,shard,planner_seed,sessions,source_replicas,destination_replicas,initial_source_power_w,idle_source_power_w,target_power_w,power_at_deadline_w,attained_shed_fraction,steady_state_shed_fraction,target_attainment_s,target_attained,censored,last_commit_s,admitted_moves,committed_moves,replay_moves,kv_moves,planner_feasible,packing_repair_count,packing_repair_s,deadline_repair_count,deadline_repair_s,result_evidence,anchor_tokens
coding-seed-0,trace,profiles/coding.json,0,central,1000,30,0.5,random,v5-00015,15,9997048739466520138,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,58549.801964246595,0.11660959596732415,0.11660959596732415,,False,True,24.999727511763314,1782,1782,1781,1,False,0,0.0,1,0.032523250207304955,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.75,greedy,v5-00079,15,5296964519358469181,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.15177016612142324,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,900,0.75,kv_only,v5-00143,15,4369332376650724486,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,63226.17083468146,0.008311304401772204,0.008311304401772374,,False,True,887.7277085723,89,89,0,89,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,14400,1.0,random,v5-00207,15,5421175372896284712,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,53242.84800047406,0.2395113737392203,0.23951137373921896,,False,True,12053.962770588403,3414,3414,2316,1098,False,189,0.10169466771185398,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,120,0.1,greedy,v5-00271,15,12023465282828893020,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,900,0.1,kv_only,v5-00335,15,10558013381286588807,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,62671.048176673925,0.021167184067645083,0.021167184067645083,,False,True,893.7071083547,224,224,0,224,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,14400,0.25,random,v5-00399,15,9239461776431871974,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,53394.0231194078,0.23601036525136326,0.2360103652513609,,False,True,7138.731936867347,3363,3363,1758,1605,False,186,0.09291949961334467,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,60,0.5,greedy,v5-00463,15,3226995627741761955,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,44260.0345228711,0.4475410181128366,0.44754101811283187,,False,True,54.992355050580045,4588,4588,4565,23,False,0,0.0,4,0.37461574748158455,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,300,0.5,kv_only,v5-00527,15,5469254708079084563,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,62997.696843166006,0.013602448799024478,0.013602448799024478,,False,True,293.7739968539,147,147,0,147,False,0,0.0,1,0.011232332326471806,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,3600,0.75,random,v5-00591,15,17544295965061039088,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,53571.69342487717,0.23189576456921618,0.23189576456921282,,False,True,3226.8360555620116,3314,3314,1857,1457,False,150,0.11349587514996529,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,30,1.0,greedy,v5-00655,15,8527191072207177255,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,54770.47204170616,0.20413369537303191,0.20413369537303105,,False,True,24.99657484699094,2096,2096,2075,21,False,0,0.0,3,0.13376829121261835,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,120,1.0,kv_only,v5-00719,15,8823052959286332476,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,63134.12605709429,0.010442935253915616,0.010442935253915616,,False,True,114.3920033819,114,114,0,114,False,0,0.0,1,0.03435229044407606,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,3600,0.1,random,v5-00783,15,3747902039625940595,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,59013.3871270819,0.10587359918836753,0.10587359918836753,893.2422713257921,True,False,888.703022657526,1630,1630,836,794,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,30,0.25,greedy,v5-00847,15,15404140203261567247,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,54830.34565870819,0.2028353060753222,0.20283530607532138,,False,True,24.99657484699094,2077,2077,2075,2,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,120,0.25,kv_only,v5-00911,15,2481169400233748253,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,63555.89243750066,0.0007859612952581755,0.0007859612952581755,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,
