episode_id,kind,workload,seed,case,bandwidth_mbps,deadline_s,target_fraction,policy,row_id,shard,planner_seed,sessions,source_replicas,destination_replicas,initial_source_power_w,idle_source_power_w,target_power_w,power_at_deadline_w,attained_shed_fraction,steady_state_shed_fraction,target_attainment_s,target_attained,censored,last_commit_s,admitted_moves,committed_moves,replay_moves,kv_moves,planner_feasible,packing_repair_count,packing_repair_s,deadline_repair_count,deadline_repair_s,result_evidence,anchor_tokens
coding-seed-0,trace,profiles/coding.json,0,central,1000,30,0.25,random,v5-00009,9,8447512808449625951,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,62209.111388751095,0.03186500674361142,0.03186500674361142,,False,True,13.512977945176306,507,507,506,1,False,0,0.0,1,0.040592958219349384,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.5,greedy,v5-00073,9,9765656306446447493,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.08734066691249609,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,900,0.5,kv_only,v5-00137,9,14363626486432785913,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,63226.17083468146,0.008311304401772204,0.008311304401772374,,False,True,887.7277085723,89,89,0,89,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,14400,0.75,random,v5-00201,9,15702672324953005992,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,53321.48375704895,0.2376902774294605,0.23769027742945847,,False,True,11925.903090082329,3398,3398,2308,1090,False,199,0.06469379272311926,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,60,1.0,greedy,v5-00265,9,4050475227366925893,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,44308.08295111721,0.446428282390819,0.4464282823908143,,False,True,54.992355050580045,4576,4576,4565,11,False,0,0.0,2,0.1670767506584525,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,300,1.0,kv_only,v5-00329,9,4297323568202742783,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,63309.91102358162,0.006371996437723569,0.006371996437723569,,False,True,291.7808635931,73,73,0,73,False,0,0.0,1,0.016640624962747097,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,14400,0.1,random,v5-00393,9,3433582099142509106,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,59016.38619168295,0.10580414496403513,0.10580414496403513,3683.012113345927,True,False,3678.4805070236303,1627,1627,804,823,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,60,0.25,greedy,v5-00457,9,7305954121305521678,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,45513.702739892266,0.4185077810318622,0.418507781031857,54.69440524279607,True,False,51.691614578377866,4291,4291,4291,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,300,0.25,kv_only,v5-00521,9,8839753107456418386,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,62997.696843166006,0.013602448799024478,0.013602448799024478,,False,True,293.7739968539,147,147,0,147,False,0,0.0,1,0.018731833435595036,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,3600,0.5,random,v5-00585,9,52849308064240247,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,53472.87066789967,0.23418436413118066,0.23418436413117896,,False,True,3097.7947771411514,3343,3343,1937,1406,False,202,0.11165062431246042,0,0.0,simulated_sensitivity,
