episode_id,kind,workload,seed,case,bandwidth_mbps,deadline_s,target_fraction,policy,row_id,shard,planner_seed,sessions,source_replicas,destination_replicas,initial_source_power_w,idle_source_power_w,target_power_w,power_at_deadline_w,attained_shed_fraction,steady_state_shed_fraction,target_attainment_s,target_attained,censored,last_commit_s,admitted_moves,committed_moves,replay_moves,kv_moves,planner_feasible,packing_repair_count,packing_repair_s,deadline_repair_count,deadline_repair_s,result_evidence,anchor_tokens
coding-seed-0,trace,profiles/coding.json,0,central,1000,30,0.25,greedy,v5-00007,7,16914804568019781733,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,54849.084700321764,0.2023131339803409,0.20231313398034007,,False,True,24.99657484699094,2077,2077,2075,2,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,120,0.25,kv_only,v5-00071,7,6622053217451878382,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,63549.67642107224,0.0008193585590193959,0.0008193585590193959,,False,True,110.4057368603,11,11,0,11,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,900,0.5,random,v5-00135,7,16399341459458557914,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,53339.27558932884,0.2372782429871146,0.23727824298711156,,False,True,465.83263896320096,3368,3368,3322,46,False,219,0.07674937509000301,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,1000,14400,0.75,greedy,v5-00199,7,14942926116064831693,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.10900262463837862,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,60,0.75,kv_only,v5-00263,7,5886605248489417401,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,63543.414966423545,0.0009643652639985456,0.0009643652639985456,,False,True,52.604872297099995,13,13,0,13,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,300,1.0,random,v5-00327,7,8102743647130264670,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,53409.34841524654,0.23565545241128236,0.23565545241127983,,False,True,142.02301065920096,3356,3356,3322,34,False,215,0.08134891651570797,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,2500,14400,0.1,greedy,v5-00391,7,4187660868946827294,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,56359.97384120121,0.16732301296215607,0.1673230129621559,23.676505274107956,True,False,20.671882038521662,1716,1716,1716,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,60,0.1,kv_only,v5-00455,7,16977395357865346379,10000,302,302,63585.05669165392,20404.60755590457,59267.01177807898,63502.50166974713,0.0019118611213897816,0.0019118611213897816,,False,True,54.598005557899995,27,27,0,27,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,300,0.25,random,v5-00519,7,16802737232371031722,10000,302,302,63585.05669165392,20404.60755590457,52789.94440771658,53323.82069094274,0.2376361572445026,0.2376361572444984,,False,True,129.75727073280098,3384,3384,3322,62,False,174,0.09110883250832558,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,5000,3600,0.5,greedy,v5-00583,7,16125655294451700416,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,41936.71302056777,0.5013459587469496,0.5013459587469438,67.48160289265168,True,False,62.494918349901376,5134,5134,5134,0,True,91,0.17709862533956766,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,30,0.5,kv_only,v5-00647,7,8373079501472864437,10000,302,302,63585.05669165392,20404.60755590457,41994.83212377924,63512.46909334326,0.001681029256607804,0.001681029256607804,,False,True,24.7010066459,24,24,0,24,False,0,0.0,1,0.015868958085775375,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,120,0.75,random,v5-00711,7,16671681579813745423,10000,302,302,63585.05669165392,20404.60755590457,31199.719839841906,53375.482893436645,0.23643973146552352,0.23643973146552133,,False,True,48.88039882400098,3365,3365,3322,43,False,210,0.08010595757514238,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,900,1.0,greedy,v5-00775,7,9244883928368275733,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,62.494918349901376,5134,5134,5134,0,False,91,0.12824575044214725,0,0.0,simulated_sensitivity,
coding-seed-0,trace,profiles/coding.json,0,central,10000,14400,1.0,kv_only,v5-00839,7,11589486454303209855,10000,302,302,63585.05669165392,20404.60755590457,20404.60755590457,41936.71302056777,0.5013459587469496,0.5013459587469438,,False,True,5156.7775612955,5134,5134,0,5134,False,91,0.15160666685551405,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,120,0.1,random,v5-00903,7,16029373998482412289,10000,302,302,63589.83435429114,20404.607555904557,59271.31167445248,59014.295111265106,0.10595149272660476,0.10595149272660476,114.95683543345025,True,False,110.21792867345309,1627,1627,1618,9,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,900,0.25,greedy,v5-00967,7,9076989505964654247,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,45510.93419522273,0.4186362212122003,0.4186362212121959,54.6573500331256,True,False,51.655475084156684,4288,4288,4288,0,True,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,1000,14400,0.25,kv_only,v5-01031,7,12946786062109898487,10000,302,302,63589.83435429114,20404.607555904557,52793.527654694495,57498.525429350746,0.14105075685669358,0.1410507568566934,,False,True,14391.2055504923,1444,1444,0,1444,False,0,0.0,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,60,0.5,random,v5-01095,7,10954384840092158344,10000,302,302,63589.83435429114,20404.607555904557,41997.220955097844,57398.319609437705,0.1433711295244315,0.14337112952443135,,False,True,53.836689367755,2154,2154,2143,11,False,0,0.0,1,0.044215332716703415,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,300,0.75,greedy,v5-01159,7,14485934071400177742,10000,302,302,63589.83435429114,20404.607555904557,31200.9142555012,41939.36526411334,0.5013397102498642,0.5013397102498584,,False,True,62.38821798907849,5134,5134,5134,0,False,105,0.15122616663575172,0,0.0,simulated_sensitivity,
coding-seed-1,trace,profiles/coding.json,1,central,2500,3600,0.75,kv_only,v5-01223,7,10462092894882060388,10000,302,302,63589.83435429114,20404.607555904557,31200.9142555012,59803.070670270674,0.08768655312844022,0.08768655312844022,,False,True,3592.4095434779,901,901,0,901,False,0,0.0,0,0.0,simulated_sensitivity,
