phase,gpu,samples,power_mean_w
baseline,0,120,341.80291666666665
baseline,1,120,84.84233333333333
drain,0,927,341.54393743257816
drain,1,927,260.2707766990291
post,0,120,299.0814166666667
post,1,120,162.12283333333332
