phase,gpu,samples,power_mean_w
baseline,0,120,334.22908333333334
baseline,1,120,84.78108333333333
drain,0,540,328.46057407407403
drain,1,540,215.1344074074074
post,0,120,157.72683333333333
post,1,120,294.103
