workload,deadline_s,policy,shed_fraction,recovered_handoff_fraction,last_completion_s,pending_buffered_work_s,pending_resident_work_s,kv_shed_fraction,source_power_proxy_mw
coding,30.0,queue_haul,0.9923440357212571,0.27978513975787256,19.740279677806555,5735.759643326993,30001.62805233866,0.06040269871655755,0.44675426374790933
coding,30.0,greedy,0.8689756061059546,0.09758189730086493,17.243940035907144,1.6097861162567978e-18,22425.347064000292,0.009702980323655339,0.3912136750422381
coding,30.0,kv_only,0.38565754184911494,0.31481387495901164,29.987893639696093,189.40862778029438,267.2922553095287,0.38565754184911494,0.17362340576008276
coding,30.0,replay_only,0.9869266605012859,0.24456342239165868,19.635075519890417,6257.509197276198,32397.414104200983,0.0,0.4443153560800808
coding,30.0,isolated_fastest,0.5772587913228483,0.5105639832073651,29.782044396194586,1227.2625841887875,120.72576192770846,0.24753973943691043,0.2598824772721136
coding,60.0,queue_haul,0.9923440356409083,0.5601398034598273,19.740279677806562,5735.759643326993,18265.883237312235,0.060402698466605544,0.4467542637117362
coding,60.0,greedy,0.8689756061059546,0.2838738746147965,17.243940035907144,1.6097861162567978e-18,16679.972990666596,0.009702980323655339,0.3912136750422381
coding,60.0,kv_only,0.5980702642086694,0.5138658172216339,59.93788623154385,166.0660179804308,304.51444397196155,0.5980702642086694,0.2692518228941255
coding,60.0,replay_only,0.9869266618922835,0.511813095209694,20.139747951127717,6257.50973635726,19848.775661887903,0.0,0.44431535670630934
coding,60.0,isolated_fastest,0.6323346547474566,0.4792447737958011,58.44676559205781,813.1050909500602,547.7728316649982,0.31517241795244805,0.28467768531370535
coding,120.0,queue_haul,0.9923440341133624,0.6318630221727147,19.13751775564098,5008.856908747743,6774.356619874213,0.06349248973095321,0.44675426302403354
coding,120.0,greedy,0.8689756061059546,0.2838738746147965,17.243940035907144,1.6097861162567978e-18,7153.8038124294635,0.009702980323655339,0.3912136750422381
coding,120.0,kv_only,0.6663517380187831,0.6263765564488122,97.06933114519022,1386.5005424265614,3.0273457767209913e-16,0.6663517380187831,0.299992209757526
coding,120.0,replay_only,0.9869266605168533,0.6157165056592806,23.82323251884932,488.7786440192121,5774.331548501433,0.0,0.44431535608708933
coding,120.0,isolated_fastest,0.6624600822089901,0.6624600552414853,107.06594991977558,0.0015047658346073398,3.076841250673242e-18,0.33969898947029,0.2982401824731571
coding_long,30.0,queue_haul,0.9846047065447258,0.0756786494559627,28.969234129049383,23156.10007061481,87740.40409358438,0.06138380660034393,0.43912791669449663
coding_long,30.0,greedy,0.898600625630953,0.1612630004037651,21.144388826959165,43232.06422020488,60832.363120727874,0.01125544689384608,0.40077060169503353
coding_long,30.0,kv_only,0.20031754320297104,0.12801317587868158,29.85886155116576,407.2746445647346,425.75777914210715,0.20031754320297104,0.08934044783594042
coding_long,30.0,replay_only,0.9768919039865209,0.07566315865303426,29.18711104790253,23829.51444669331,91512.242131775,0.0,0.4356880520495813
coding_long,30.0,isolated_fastest,0.21055402659624495,0.13764483227122645,29.575843970818624,801.4005085607355,425.59841872778765,0.13653918174381377,0.09390585931212657
coding_long,60.0,queue_haul,0.9885427304851475,0.12371691990052071,47.01030417217233,8631.925377455473,55827.58274747273,0.07076606986302329,0.440884252244546
coding_long,60.0,greedy,0.9421138922233846,0.16338557053532402,47.01579109825086,22684.26762662667,72812.91398200826,0.01076112271663613,0.4201772630488697
coding_long,60.0,kv_only,0.4286706750319354,0.38918477519877953,59.87845523876316,1405.196709659931,96.71100113132592,0.4286706750319354,0.19118460355058894
coding_long,60.0,replay_only,0.9885427301103641,0.13241886365540062,47.01190303501478,15648.87962984779,60408.57087553764,0.0,0.44088425207739484
coding_long,60.0,isolated_fastest,0.435916109073207,0.34476993491195473,59.98811542493352,6552.022867837904,81.7831323941349,0.3358356117764972,0.19441602458173193
coding_long,120.0,queue_haul,0.9885427294851452,0.42345155215078134,47.01030417217233,3414.6930973281933,16095.390484144069,0.07076606886302099,0.4408842517985509
coding_long,120.0,greedy,0.9421138922233846,0.16338557053532402,47.01579109825086,22684.26762662667,60321.05761589364,0.01076112271663613,0.4201772630488697
coding_long,120.0,kv_only,0.6201655407145815,0.40871202068197876,119.72800781932258,3108.60088422447,916.4531455025729,0.6201655407145815,0.27659018902662486
coding_long,120.0,replay_only,0.9885427296913072,0.41977159654953733,47.01190303501475,8976.666761406326,22258.61307762671,0.0,0.4408842518904979
coding_long,120.0,isolated_fastest,0.5911491990514477,0.499229535911392,116.83223565774304,8387.17244044561,274.49204411154017,0.5171343541990165,0.2636490710531563
