phase,gpu,samples,power_mean_w
baseline,0,120,324.2915
baseline,1,120,84.62533333333334
drain,0,1521,335.3557264957265
drain,1,1521,236.12568704799477
post,0,120,91.29024999999999
post,1,120,334.84433333333334
