connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
d29cf3e35e370fdd,kv,5551699643068694,5551699644218082,0,0
40800c6b7ac4e1aa,api,5551699643544519,5551699644584328,0,0
d607d683986fb083,api,5551716727128706,5551727678430057,43412,8389
69c70997fa30f105,api,5551716730055446,5551727679171189,32058,7396
b19d276b087e886c,api,5551716730539441,5551727837510398,31742,9092
d3174989d58b5810,api,5551716727905078,5551728768543664,24901,21065
b160d30006bb897c,api,5551729626919115,5551730293569085,31890,7396
80d194605d25495f,api,5551729268958665,5551730498019767,32206,13507
e357ecb75b6f83a4,api,5551730086186521,5551731250424630,25049,13507
245418e28d8d5ae4,api,5551729128851911,5551731266582206,43560,22326
650eccd03b30a077,api,5551733038829056,5551734349314091,43528,16482
15a6b8543c3d331a,api,5551734350639608,5551735300400536,32174,12038
e333362b27755388,api,5551735301347997,5551736289784361,25017,12772
d7d419c30637c32e,api,5551736290875771,5551736896756332,31858,7642
