dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,21.331085681915283,21.331085681915283,22.174771547317505,0.8436315059661865,1.6689300537109375e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,19.85089135169983,19.85089135169983,19.85097861289978,3.337860107421875e-05,5.0067901611328125e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,7.329819440841675,7.329819440841675,7.329869031906128,2.1457672119140625e-05,8.821487426757812e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,19.59742569923401,19.59742569923401,19.597541093826294,5.602836608886719e-05,7.62939453125e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,20.3162682056427,20.3162682056427,20.768163681030273,0.45182061195373535,3.2901763916015625e-05
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.203866958618164,3.3611695766448975,3.361253261566162,2.09808349609375e-05,5.9604644775390625e-06
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,4.931916952133179,4.931916952133179,5.435420513153076,0.5034637451171875,1.2874603271484375e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.269871711730957,3.269871711730957,3.2699310779571533,2.4318695068359375e-05,2.86102294921875e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,5.952950477600098,5.952950477600098,5.9530253410339355,2.4318695068359375e-05,5.0067901611328125e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,19.88743567466736,19.88743567466736,19.949682235717773,0.062172889709472656,2.288818359375e-05
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,21.603121995925903,21.68044686317444,24.06265640258789,2.3821496963500977,1.7404556274414062e-05
