phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,384924,58.76667594909668,6550.038670443411,125000000.0,5.240030936354729e-05,1
drain,kv,target_to_client,1914753168,58.817975997924805,32553877.203587484,125000000.0,0.26043101762869986,1
post,api,client_to_target,379157,28.293707132339478,13400.753680899828,125000000.0,0.00010720602944719863,1
post,kv,target_to_client,150483828,28.35831594467163,5306514.967024164,125000000.0,0.04245211973619331,1
