phase,gpu,samples,power_mean_w
baseline,0,120,231.22424999999996
baseline,1,120,83.29491666666667
drain,0,240,160.56154166666667
drain,1,240,120.50933333333334
post,0,120,121.63583333333334
post,1,120,152.57591666666667
