phase,gpu,samples,power_mean_w
baseline,0,120,233.01958333333332
baseline,1,120,83.06633333333333
drain,0,173,177.62254335260118
drain,1,173,96.04624277456648
post,0,120,89.72083333333336
post,1,120,143.80858333333333
