dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:f39e918c-4705-14d4-1b92-aa6a67bf384a,R,committed,1.1289806365966797,1.435669183731079,0.0,1.435669183731079,2.5565779209136963,2.564649820327759,2.8030476570129395,2.8848648071289062e-05,0.00025653839111328125
1,claude:c3f59064-3a5e-b33e-d881-59d027cfad0c,R,committed,3.3626999855041504,1.9675185680389404,0.0,1.9675185680389404,5.323983430862427,5.330218553543091,5.572457790374756,3.647804260253906e-05,0.0003001689910888672
2,codex:043f04d6-1638-1838-10d6-6e1d28dfd204,R,committed,6.216155290603638,5.511157035827637,0.23673558235168457,5.747892618179321,11.721725940704346,12.485735893249512,12.736539840698242,3.647804260253906e-05,0.7647838592529297
