phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,124.00920833333333
baseline,1,240,240,1.0,82.86670833333332
drain,0,52,52,1.0,97.39923076923075
drain,1,52,52,1.0,268.0388461538462
post,0,240,240,1.0,96.12545833333334
post,1,240,240,1.0,117.88087500000002
