phase,gpu,samples,power_mean_w
baseline,0,119,336.0326890756302
baseline,1,119,85.18722689075632
drain,0,1427,330.80770847932723
drain,1,1427,228.95992992291517
post,0,120,297.3806666666667
post,1,120,381.7475
