connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
cdcd6bf16a85c75f,kv,5551462526955257,5551462528146875,0,0
e402e8efb724c64f,api,5551462527299623,5551462528221934,0,0
e748c514999891e9,api,5551478942464950,5551485570286946,32058,9333
2ec8a606b3736ffe,api,5551478943610748,5551485631744284,40230,9333
e52e50296ba303f4,api,5551486630585623,5551487385201377,40378,9333
5162b2a4c6d6bc1e,api,5551486528469508,5551487689923960,32206,13507
7ed8d7365ba4ab29,api,5551488222220307,5551494518213655,35762,8389
5ded8f05f3369117,api,5551487971803814,5551495075492589,36981,15690
0fe789388e6794d1,api,5551494927424089,5551495617934393,35910,8389
ca5589e7d1646160,api,5551495447024795,5551497260963516,37129,23528
c4f355f406eece5e,api,5551497684683312,5551499095047602,32174,18169
b5cbd2f20a134fae,api,5551499097320839,5551500112584533,40346,13016
66d497ab3791948d,api,5551500114444524,5551504183381737,37097,53141
d00644faa6ad1ed4,api,5551504187216008,5551504922278391,35878,9374
