phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,124.89196652719666
baseline,1,239,239,1.0,83.06485355648533
drain,0,154,154,1.0,93.4224025974026
drain,1,154,154,1.0,265.6514285714286
post,0,240,240,1.0,86.973125
post,1,240,240,1.0,127.50479166666668
