phase,gpu,samples,power_mean_w
baseline,0,120,229.04449999999997
baseline,1,120,85.51633333333332
drain,0,165,179.57012121212122
drain,1,165,101.56460606060604
post,0,119,107.34907563025209
post,1,119,149.65705882352938
