monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
3139423591803,1786468405902255384,156.6,100.0,89111.0
3139546156284,1786468406024819995,156.03,81.0,89111.0
3139669468772,1786468406148132333,158.57,81.0,89111.0
3139791704730,1786468406270368451,166.93,97.0,89111.0
3139914034054,1786468406392697615,170.14,100.0,89111.0
3140036892668,1786468406515556299,170.3,100.0,89111.0
3140160256022,1786468406638919653,171.63,100.0,89111.0
3140282475195,1786468406761139056,175.13,100.0,89111.0
3140404819249,1786468406883483160,176.55,100.0,89111.0
3140527561067,1786468407006224828,176.78,100.0,89111.0
3140650108263,1786468407128771964,177.62,100.0,89111.0
3140772459667,1786468407251123338,176.74,100.0,89111.0
3140894847362,1786468407373510993,173.49,100.0,89111.0
3141017944123,1786468407496607724,173.23,100.0,89111.0
3141141011673,1786468407619675214,172.05,100.0,89111.0
3141264742900,1786468407743406521,170.48,100.0,89111.0
3141388331475,1786468407866995116,168.74,100.0,89111.0
3141510397807,1786468407989061418,168.55,100.0,89111.0
3141633294226,1786468408111957887,167.2,100.0,89111.0
3141755407469,1786468408234071320,165.88,100.0,89111.0
3141877729933,1786468408356393584,165.57,100.0,89111.0
3142001025035,1786468408479688846,165.48,100.0,89111.0
3142124980158,1786468408603643829,164.55,100.0,89111.0
3142247909172,1786468408726572983,165.7,100.0,89111.0
3142370457473,1786468408849121264,159.75,24.0,89111.0
3142493204786,1786468408971868617,145.27,0.0,89111.0
3142616040329,1786468409094704070,137.35,0.0,89111.0
3142738490900,1786468409217154651,136.64,57.0,89111.0
3142862299466,1786468409340963217,136.68,57.0,89111.0
3142985729215,1786468409464392946,135.05,100.0,89111.0
3143109562947,1786468409588226668,135.34,100.0,89111.0
3143233513230,1786468409712176921,133.13,100.0,89111.0
3143356503005,1786468409835166816,136.13,61.0,89111.0
3143479360598,1786468409958024399,136.15,61.0,89111.0
3143602679466,1786468410081343257,136.14,0.0,89111.0
3143725375338,1786468410204039099,136.21,35.0,89111.0
3143848541655,1786468410327205426,138.82,35.0,89111.0
3143971090576,1786468410449754287,140.38,100.0,89111.0
3144093712802,1786468410572376533,146.61,100.0,89111.0
3144215808154,1786468410694471935,150.17,100.0,89111.0
3144338475506,1786468410817139167,156.95,100.0,89111.0
3144460938596,1786468410939602117,166.45,100.0,89111.0
3144584609712,1786468411063273353,172.24,100.0,89111.0
3144707913560,1786468411186577351,175.15,100.0,89111.0
3144831603530,1786468411310267231,173.74,100.0,89111.0
3144955062384,1786468411433725975,169.87,100.0,89111.0
3145077722856,1786468411556386527,168.56,100.0,89111.0
3145201005733,1786468411679669394,168.13,100.0,89111.0
3145325012032,1786468411803675573,162.13,100.0,89111.0
3145448332675,1786468411926996476,158.58,100.0,89111.0
3145572774297,1786468412051438218,156.75,100.0,89111.0
3145695981569,1786468412174645170,162.88,100.0,89111.0
3145819643554,1786468412298307385,166.74,100.0,89111.0
3145942939542,1786468412421603203,168.04,100.0,89111.0
3146066072568,1786468412544736419,163.88,100.0,89111.0
3146189392865,1786468412668056506,159.73,100.0,89111.0
3146313273118,1786468412791936929,157.11,100.0,89111.0
