monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
3099397563571,1786468365876227122,129.12,0.0,89111.0
3099522152549,1786468366000816220,134.69,88.0,89111.0
3099648277627,1786468366126941448,135.46,88.0,89111.0
3099772756770,1786468366251420541,136.13,94.0,89111.0
3099897579926,1786468366376243647,139.34,61.0,89111.0
3100022001188,1786468366500664939,145.38,61.0,89111.0
3100146314570,1786468366624978361,144.65,41.0,89111.0
3100270979404,1786468366749643175,147.33,41.0,89111.0
3100394996853,1786468366873660634,148.59,47.0,89111.0
3100518802175,1786468366997465756,148.08,81.0,89111.0
3100643464264,1786468367122128005,148.03,81.0,89111.0
3100768398731,1786468367247062182,147.35,95.0,89111.0
3100893160942,1786468367371824593,148.02,62.0,89111.0
3101017350267,1786468367496013928,147.46,62.0,89111.0
3101140734131,1786468367619397782,147.68,42.0,89111.0
3101264091394,1786468367742755315,147.45,42.0,89111.0
3101387225215,1786468367865889006,148.3,47.0,89111.0
3101510008993,1786468367988672634,147.79,82.0,89111.0
3101633589980,1786468368112253781,147.96,82.0,89111.0
3101757879896,1786468368236543657,148.63,95.0,89111.0
3101883838986,1786468368362502647,146.4,61.0,89111.0
3102008111936,1786468368486775707,148.61,61.0,89111.0
3102133133224,1786468368611796885,148.16,41.0,89111.0
3102257901264,1786468368736565015,147.78,41.0,89111.0
3102382367241,1786468368861030942,145.87,47.0,89111.0
3102506536111,1786468368985199762,148.21,82.0,89111.0
3102631758670,1786468369110422341,147.84,82.0,89111.0
3102756466830,1786468369235130561,148.23,94.0,89111.0
3102880373022,1786468369359036723,148.93,62.0,89111.0
3103004680233,1786468369483343874,148.38,62.0,89111.0
3103130362136,1786468369609025967,148.57,42.0,89111.0
3103255333853,1786468369733997674,149.04,42.0,89111.0
3103379800165,1786468369858463876,149.67,47.0,89111.0
3103504399889,1786468369983063570,151.32,82.0,89111.0
3103629462847,1786468370108126588,151.28,82.0,89111.0
3103753661376,1786468370232325117,150.85,95.0,89111.0
3103877523074,1786468370356186745,150.72,95.0,89111.0
3104001037258,1786468370479701059,150.71,61.0,89111.0
3104125868823,1786468370604532584,150.8,41.0,89111.0
3104250643468,1786468370729307229,150.1,41.0,89111.0
3104374392804,1786468370853056605,150.12,47.0,89111.0
3104498864157,1786468370977528028,148.62,82.0,89111.0
3104623824584,1786468371102488365,148.75,82.0,89111.0
3104748027964,1786468371226691555,148.26,94.0,89111.0
3104871689659,1786468371350353450,149.12,94.0,89111.0
3104996073431,1786468371474737532,148.47,61.0,89111.0
3105121029497,1786468371599693208,148.62,41.0,89111.0
3105245894843,1786468371724558644,148.84,41.0,89111.0
3105370031263,1786468371848695064,149.33,47.0,89111.0
3105494761207,1786468371973424988,150.25,82.0,89111.0
3105620140488,1786468372098804329,149.47,82.0,89111.0
3105744100976,1786468372222764677,149.16,94.0,89111.0
3105867133596,1786468372345797157,148.55,94.0,89111.0
3105990960303,1786468372469624094,149.22,62.0,89111.0
3106116287602,1786468372594951343,148.85,42.0,89111.0
3106240988897,1786468372719652448,148.02,42.0,89111.0
3106364677372,1786468372843341173,148.83,47.0,89111.0
3106488738671,1786468372967402222,149.24,82.0,89111.0
3106613207634,1786468373091871385,148.83,82.0,89111.0
3106737877443,1786468373216541054,148.32,95.0,89111.0
3106862073683,1786468373340737454,149.25,95.0,89111.0
3106987057345,1786468373465720706,150.33,61.0,89111.0
3107112485946,1786468373591149617,150.09,42.0,89111.0
3107237583828,1786468373716247529,149.9,42.0,89111.0
3107361439855,1786468373840103686,149.91,47.0,89111.0
3107486181560,1786468373964845291,150.52,82.0,89111.0
3107610592182,1786468374089255833,149.9,82.0,89111.0
3107735158515,1786468374213822216,149.75,94.0,89111.0
