phase,gpu,samples,power_mean_w
baseline,0,480,338.96081250000003
baseline,1,480,82.35914583333333
drain,0,105,360.6835238095239
drain,1,105,136.87219047619047
post,0,479,264.6830688935282
post,1,479,170.12035490605427
