connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
45f208e1c961b644,kv/east,,13092510400574,13092511633138,0,0,,,,,24,12,10,0,30,15,10,0
87321e34496eee83,kv/germany,,13092511007939,13092511778489,0,0,,,,,17,8,10,0,13,6,10,0
02dc83996ad98703,api/germany,,13422398847866,13426090264830,23109,4031,13422422089142,13422422089142,13422521179028,13426090049597,,,,,,,,
868ce995ad110907,api/germany,,13422399741779,13426899422439,24134,3335,13422423046874,13422423046874,13422555854378,13426896776612,,,,,,,,
a0cc6d0df591522e,api/germany,,13422401155529,13427774309840,28230,3346,13422424565666,13422424565666,13422574286972,13427769667601,,,,,,,,
450dfd5b2956aaa2,api/germany,,13422403095855,13429056181806,33863,3580,13422426302757,13422426302757,13422589165872,13429052980231,,,,,,,,
fa1065a7e56b2376,api/germany,,13422396414614,13431404718559,61510,3580,13422420305095,13422420305095,13422613959964,13431401028235,,,,,,,,
a25eeea9e7e548a6,api/germany,,13422396619086,13433378200452,45126,4263,13422420423626,13422420423626,13422616095229,13433376865635,,,,,,,,
af452351ee3cafd0,api/germany,,13422404268719,13435153494477,46662,4263,13422427580167,13422427580167,13422617562164,13435153271930,,,,,,,,
9fda0a8994591f0c,api/east,,13422397207652,13438816927743,36934,3580,13422496332197,13422496332197,13422794332125,13438816751483,,,,,,,,
9a959e55a68cdfcb,api/east,,13422400862541,13442860603333,41030,3580,13422501256521,13422501256521,13422798251097,13442860412035,,,,,,,,
7bffc2cc2508baa1,api/east,,13422404463373,13446747338448,34886,3580,13422503451698,13422503451698,13422811788336,13446747156197,,,,,,,,
0b49cf6f3065e251,api/east,,13422398607677,13451604782332,44101,3580,13422497435993,13422497435993,13422869279848,13451603256951,,,,,,,,
964583d7483d6af1,api/east,,13422395266074,13458468052682,59974,4494,13422496573078,13422496573078,13422903650308,13458467544711,,,,,,,,
c16571f3f1f6ef13,api/east,,13422399921916,13464102881936,52805,3566,13422501063440,13422501063440,13422905692459,13464102667315,,,,,,,,
010c0f3ed413a110,api/east,,13422402971081,13468468235104,42055,3580,13422505291681,13422505291681,13422908620708,13468467974556,,,,,,,,
2a743d8be48d6c1d,api/east,,13422404776930,13473836765478,49222,4263,13422507170366,13422507170366,13422910052967,13473836546057,,,,,,,,
093e7d850f2fd0bd,api/germany,,13501765824474,13503677045111,1561,14941,13501789216727,13501789216727,13501814892029,13503676748676,,,,,,,,
39ffe9e0db2aa8f9,api/germany,,13501935323292,13503879102904,1561,14936,13501959652267,13501959652267,13501985563761,13503878955278,,,,,,,,
dd8706ebe85c9c82,api/germany,,13502104893435,13504018351806,1561,14948,13502129113936,13502129113936,13502155585838,13504018204981,,,,,,,,
f5555838456dfe63,api/east,,13501765492583,13504039546460,1561,14941,13501867082955,13501867082955,13501971172369,13504039352918,,,,,,,,
e83773dc698f1a61,api/germany,,13502275978450,13504186642365,1561,13760,13502299841383,13502299841383,13502325527315,13504186487356,,,,,,,,
7cb5535df1468791,api/east,,13502036678830,13504352651476,1561,14941,13502136362421,13502136362421,13502261379540,13504352419993,,,,,,,,
22edda7b4baf0b77,api/germany,,13502443851909,13504361795229,1561,14941,13502467429709,13502467429709,13502492698811,13504361623708,,,,,,,,
5236a7ff3bd209c1,api/east,,13502307599640,13504475149371,1561,14960,13502413693423,13502413693423,13502522260461,13504474943346,,,,,,,,
3e556706a613d072,api/germany,,13502613205827,13504533349116,1561,14006,13502636792283,13502636792283,13502665379871,13504533205197,,,,,,,,
669eae1b239b0b44,api/germany,,13502782725464,13504700492374,1561,14006,13502806378274,13502806378274,13502832289007,13504700342714,,,,,,,,
1a08a055a909e8dc,api/east,,13502578743162,13504731826020,1561,13750,13502680264315,13502680264315,13502783313103,13504731599035,,,,,,,,
7d95c49d36645fb3,api/germany,,13502952303481,13504875233624,1561,14962,13502975976279,13502975976279,13503001645620,13504874995779,,,,,,,,
72dd5e09204613eb,api/east,,13502849861928,13505019976966,1561,14941,13502951327627,13502951327627,13503055331051,13505019785949,,,,,,,,
ae31a408bc51440f,api/east,,13503121155050,13505248981027,1561,13750,13503220937741,13503220937741,13503322206040,13505248775142,,,,,,,,
2ca7a1d02f26e4b2,api/east,,13503392406063,13505538872278,1561,14936,13503493397024,13503493397024,13503596724583,13505538668537,,,,,,,,
b6063bb4f5f0087d,api/germany,,13503677867569,13505595077392,1561,14941,13503701412918,13503701412918,13503727317248,13505594868411,,,,,,,,
c716e1dfb8ef3889,api/germany,,13503879776073,13505793671014,1561,14941,13503903396112,13503903396112,13503928685762,13505793497069,,,,,,,,
df09ac9aeb9e509d,api/east,,13503664184903,13505829439374,1561,14941,13503765501021,13503765501021,13503869220684,13505829280126,,,,,,,,
808fb341233cf342,api/germany,,13504018915841,13505942256202,1562,14941,13504042460910,13504042460910,13504069506284,13505942004471,,,,,,,,
63c75a9135f88557,api/germany,,13504187279878,13506120162842,1562,14937,13504211118979,13504211118979,13504237556727,13506119900942,,,,,,,,
5998cd4638aa2c2a,api/east,,13504040306671,13506152650676,1561,14941,13504146790844,13504146790844,13504255610835,13506152437988,,,,,,,,
a7cce14f6d6237ee,api/germany,,13504362314550,13506298828501,1562,14956,13504385974693,13504385974693,13504411611132,13506298670455,,,,,,,,
248fda612b2ff80c,api/east,,13504353388364,13506467800740,1561,14941,13504454276762,13504454276762,13504557778608,13506467599043,,,,,,,,
05deeacbc118b3e7,api/germany,,13504533872485,13506474893035,1562,13774,13504557400912,13504557400912,13504582960387,13506474690507,,,,,,,,
88ae74e063f63561,api/east,,13504476816500,13506584224725,1562,13750,13504577399587,13504577399587,13504680600690,13506583981841,,,,,,,,
4444adeb8d6ad315,api/germany,,13504701203885,13506652662980,1562,14941,13504725091644,13504725091644,13504750940621,13506652466482,,,,,,,,
cca7ef8768144289,api/germany,,13504876239525,13506830182505,1562,14946,13504899951806,13504899951806,13504925286931,13506829999844,,,,,,,,
e1d9b50345bf4ba3,api/east,,13504748136256,13506845273231,1562,14960,13504849046274,13504849046274,13504952024861,13506845113592,,,,,,,,
500c358582d7d525,api/east,,13505020636309,13507140984317,1562,14948,13505126683186,13505126683186,13505235293366,13507140785766,,,,,,,,
a985fd089e0ef7aa,api/east,,13505290543143,13507395689538,1562,13750,13505391683953,13505391683953,13505494656979,13507395473464,,,,,,,,
c9766e7fb4a75c09,api/germany,,13505595940626,13507547773825,1562,14941,13505619795694,13505619795694,13505645947357,13507547573340,,,,,,,,
75b506d34bbdb745,api/east,,13505561786165,13507652093581,1562,14941,13505661105018,13505661105018,13505762680821,13507651872648,,,,,,,,
ce2f3a1db09d9541,api/germany,,13505794647991,13507747833118,1562,14941,13505818240528,13505818240528,13505843775297,13507747655767,,,,,,,,
ff350335bb056c13,api/germany,,13505943069913,13507892715711,1562,14941,13505966820827,13505966820827,13505992366697,13507892566151,,,,,,,,
141ef05cc94a4bd5,api/east,,13505832832580,13507941480869,1562,14006,13505933414505,13505933414505,13506035254953,13507941322133,,,,,,,,
e664d619872aa64a,api/germany,,13506123583720,13508059499697,1562,14941,13506147517334,13506147517334,13506173736684,13508059324971,,,,,,,,
31ed7b087ea81ff7,api/germany,,13506299661699,13508231995296,1562,14232,13506323376024,13506323376024,13506349355365,13508231815270,,,,,,,,
6cdfa84f0048f774,api/east,,13506153202187,13508268213328,1562,14955,13506259527514,13506259527514,13506368778162,13508268055673,,,,,,,,
453518fd60100ad0,api/germany,,13506475738496,13508404497328,1562,14941,13506499304484,13506499304484,13506524803807,13508404354421,,,,,,,,
cd6ce70ae20e960d,api/germany,,13506653542034,13508577547134,1562,14941,13506677245488,13506677245488,13506702820592,13508577393697,,,,,,,,
86cd757b9dc36cb2,api/east,,13506468516359,13508580834552,1562,14941,13506567873562,13506567873562,13506670095064,13508580648044,,,,,,,,
2682485157b14f04,api/germany,,13506830955140,13508745992808,1562,14941,13506854643606,13506854643606,13506880489207,13508745819113,,,,,,,,
24dffad9f773de95,api/east,,13506646502246,13508755107496,1562,13750,13506745617688,13506745617688,13506846612004,13508754895309,,,,,,,,
944ce9be4fef7059,api/east,,13506918016046,13509017891372,1562,13750,13507019398578,13507019398578,13507124045766,13509017728938,,,,,,,,
acc78818eff2b5aa,api/east,,13507188822312,13509308067947,1562,14941,13507290715769,13507290715769,13507396361305,13509307799555,,,,,,,,
3dd7261cae2f8491,api/germany,,13507548704726,13509456481088,1562,14941,13507572886395,13507572886395,13507599042165,13509455998325,,,,,,,,
a1be7bdaaeabca3b,api/east,,13507460080522,13509566795676,1562,13750,13507559698729,13507559698729,13507661901435,13509566610079,,,,,,,,
a33c057d6d3fbf32,api/germany,,13507748687126,13509656242033,1562,14936,13507773632933,13507773632933,13507799123269,13509656095069,,,,,,,,
e8e281aa145f6657,api/germany,,13507893464922,13509798935071,1562,14942,13507917132379,13507917132379,13507942758118,13509798742561,,,,,,,,
c874951cb9ec0842,api/east,,13507731048475,13509828374543,1562,13750,13507830242423,13507830242423,13507932630487,13509828225134,,,,,,,,
da2ce301e8b29e8b,api/germany,,13508060372911,13509964584245,1562,13750,13508084217799,13508084217799,13508110252043,13509964228990,,,,,,,,
af4c4345e8d3adc5,api/east,,13508002288011,13510118875515,1562,14941,13508101417780,13508101417780,13508204238812,13510118703894,,,,,,,,
458c21a39d91aaa7,api/germany,,13508232688693,13510134488998,1562,13750,13508256406955,13508256406955,13508282270600,13510134287281,,,,,,,,
74bc6089e28da6d7,api/germany,,13508405827456,13510305863125,1562,14941,13508429426004,13508429426004,13508456502196,13510305694590,,,,,,,,
de791b7eda6cb48f,api/east,,13508273428111,13510387441265,1562,14006,13508379651447,13508379651447,13508487894020,13510387274433,,,,,,,,
03d12c7319280734,api/germany,,13508578170369,13510479273715,1562,14232,13508602036888,13508602036888,13508628686553,13510479093929,,,,,,,,
4dc4b59e7c0caed9,api/germany,,13508746817711,13510647216990,1562,14964,13508771525654,13508771525654,13508797258589,13510647063774,,,,,,,,
