phase,gpu,samples,power_mean_w
baseline,0,480,357.1952916666667
baseline,1,480,82.0625
drain,0,166,356.1403614457831
drain,1,166,216.6867469879518
post,0,480,270.86297916666666
post,1,480,113.65095833333334
