cell_id,n_workflows,state_scale,prefill_capacity,link_gbps,policy,exact_p50_resume_s,aggregate_p50_resume_s,relative_p50_error,exact_dominant_bottleneck,aggregate_dominant_bottleneck,bottleneck_agrees,exact_best_policy,aggregate_best_policy,best_policy_agrees
n100_medium_tight_100g,100,medium,tight,100,replay_all,50.0012067,25,0.500012066,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_medium_tight_100g,100,medium,tight,100,strong_reuse,49.0098714,25,0.489898682,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_medium_tight_100g,100,medium,tight,100,workspace_sticky,50.228317,25,0.502272791,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_1g,100,monorepo,loose,1,kv_all,4453.51373,2354.33108,0.471354256,network,network,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_1g,100,monorepo,loose,1,mixed_min_pressure,250.116503,125,0.500232898,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_1g,100,monorepo,loose,1,random_diversification,2120.26231,1173.1016,0.446718645,network,network,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_1g,100,monorepo,loose,1,replay_all,4000.13464,2000,0.50001683,prefill,network,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_1g,100,monorepo,loose,1,strong_reuse,4000.13464,2000,0.50001683,prefill,network,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_1g,100,monorepo,loose,1,workspace_sticky,500.134641,250,0.500134605,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_25g,100,monorepo,loose,25,kv_all,490.707331,250,0.490531353,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_25g,100,monorepo,loose,25,mixed_min_pressure,250.116919,125,0.500233729,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_25g,100,monorepo,loose,25,random_diversification,249.863581,132.5,0.469710634,workspace,workspace,True,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_25g,100,monorepo,loose,25,replay_all,500.134641,250,0.500134605,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_25g,100,monorepo,loose,25,strong_reuse,500.134641,250,0.500134605,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_25g,100,monorepo,loose,25,workspace_sticky,500.134641,250,0.500134605,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_loose_100g,100,monorepo,loose,100,kv_all,497.676833,250,0.497665988,network,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_100g,100,monorepo,loose,100,mixed_min_pressure,250.143206,125,0.500286248,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_100g,100,monorepo,loose,100,random_diversification,261.347703,132.5,0.49301257,workspace,workspace,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_100g,100,monorepo,loose,100,replay_all,500.134641,250,0.500134605,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_100g,100,monorepo,loose,100,strong_reuse,500.134641,250,0.500134605,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_loose_100g,100,monorepo,loose,100,workspace_sticky,500.134641,250,0.500134605,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,kv_all,4453.51373,2354.33108,0.471354256,network,network,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,mixed_min_pressure,251.165031,125,0.502319255,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,random_diversification,2122.6231,1173.1016,0.447334007,network,network,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,replay_all,4001.34641,2000,0.500168245,prefill,network,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,strong_reuse,4001.34641,2000,0.500168245,prefill,network,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_1g,100,monorepo,tight,1,workspace_sticky,501.346412,250,0.501342796,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_25g,100,monorepo,tight,25,kv_all,490.707331,250,0.490531353,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_25g,100,monorepo,tight,25,mixed_min_pressure,251.169192,125,0.502327498,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_25g,100,monorepo,tight,25,random_diversification,238.720207,132.5,0.444956916,workspace,workspace,True,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_25g,100,monorepo,tight,25,replay_all,501.346412,250,0.501342796,prefill,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_25g,100,monorepo,tight,25,strong_reuse,490.707331,250,0.490531353,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_25g,100,monorepo,tight,25,workspace_sticky,500.913268,250,0.500911603,network,workspace,False,random_diversification,mixed_min_pressure,False
n100_monorepo_tight_100g,100,monorepo,tight,100,kv_all,497.676833,250,0.497665988,network,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_100g,100,monorepo,tight,100,mixed_min_pressure,247.887006,125,0.495737989,workspace,workspace,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_100g,100,monorepo,tight,100,random_diversification,252.253308,132.5,0.474734342,workspace,workspace,True,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_100g,100,monorepo,tight,100,replay_all,501.346412,250,0.501342796,prefill,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_100g,100,monorepo,tight,100,strong_reuse,497.676833,250,0.497665988,network,workspace,False,mixed_min_pressure,mixed_min_pressure,True
n100_monorepo_tight_100g,100,monorepo,tight,100,workspace_sticky,500.228317,250,0.500228213,network,workspace,False,mixed_min_pressure,mixed_min_pressure,True
