cell_id,n_workflows,state_scale,prefill_capacity,link_gbps,policy,p50_resume_s,p90_resume_s,p95_resume_s,makespan_s,dominant_bottleneck
n100_medium_loose_1g,100,medium,loose,1,workspace_sticky,25,45,47.5,50,workspace
n100_medium_loose_1g,100,medium,loose,1,random_diversification,219.101603,394.382885,416.293045,438.203206,network
n100_medium_loose_1g,100,medium,loose,1,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_loose_5g,100,medium,loose,5,strong_reuse,40,72,76,80,network
n100_medium_loose_5g,100,medium,loose,5,replay_all,40,72,76,80,network
n100_medium_loose_5g,100,medium,loose,5,kv_all,110.866216,199.559188,210.64581,221.732431,network
n100_medium_loose_5g,100,medium,loose,5,workspace_sticky,25,45,47.5,50,workspace
n100_medium_loose_5g,100,medium,loose,5,random_diversification,43.8203206,78.876577,83.2586091,87.6406411,network
n100_medium_loose_5g,100,medium,loose,5,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_loose_25g,100,medium,loose,25,strong_reuse,25,45,47.5,50,workspace
n100_medium_loose_25g,100,medium,loose,25,replay_all,25,45,47.5,50,workspace
n100_medium_loose_25g,100,medium,loose,25,kv_all,25,45,47.5,50,workspace
n100_medium_loose_25g,100,medium,loose,25,workspace_sticky,25,45,47.5,50,workspace
n100_medium_loose_25g,100,medium,loose,25,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_loose_25g,100,medium,loose,25,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_loose_100g,100,medium,loose,100,strong_reuse,25,45,47.5,50,workspace
n100_medium_loose_100g,100,medium,loose,100,replay_all,25,45,47.5,50,workspace
n100_medium_loose_100g,100,medium,loose,100,kv_all,25,45,47.5,50,workspace
n100_medium_loose_100g,100,medium,loose,100,workspace_sticky,25,45,47.5,50,workspace
n100_medium_loose_100g,100,medium,loose,100,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_loose_100g,100,medium,loose,100,mixed_min_pressure,13,23.4,24.7,26,workspace
n100_medium_moderate_1g,100,medium,moderate,1,strong_reuse,200,360,380,400,network
n100_medium_moderate_1g,100,medium,moderate,1,replay_all,200,360,380,400,network
n100_medium_moderate_1g,100,medium,moderate,1,kv_all,554.331079,997.795942,1053.22905,1108.66216,network
n100_medium_moderate_1g,100,medium,moderate,1,workspace_sticky,25,45,47.5,50,workspace
n100_medium_moderate_1g,100,medium,moderate,1,random_diversification,219.101603,394.382885,416.293045,438.203206,network
n100_medium_moderate_1g,100,medium,moderate,1,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_moderate_5g,100,medium,moderate,5,strong_reuse,40,72,76,80,network
n100_medium_moderate_5g,100,medium,moderate,5,replay_all,40,72,76,80,network
n100_medium_moderate_5g,100,medium,moderate,5,kv_all,110.866216,199.559188,210.64581,221.732431,network
n100_medium_moderate_5g,100,medium,moderate,5,workspace_sticky,25,45,47.5,50,workspace
n100_medium_moderate_5g,100,medium,moderate,5,random_diversification,43.8203206,78.876577,83.2586091,87.6406411,network
n100_medium_moderate_5g,100,medium,moderate,5,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_moderate_25g,100,medium,moderate,25,strong_reuse,25,45,47.5,50,workspace
n100_medium_moderate_25g,100,medium,moderate,25,replay_all,25,45,47.5,50,workspace
n100_medium_moderate_25g,100,medium,moderate,25,kv_all,25,45,47.5,50,workspace
n100_medium_moderate_25g,100,medium,moderate,25,workspace_sticky,25,45,47.5,50,workspace
n100_medium_moderate_25g,100,medium,moderate,25,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_moderate_25g,100,medium,moderate,25,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n100_medium_moderate_100g,100,medium,moderate,100,strong_reuse,25,45,47.5,50,workspace
n100_medium_moderate_100g,100,medium,moderate,100,replay_all,25,45,47.5,50,workspace
n100_medium_moderate_100g,100,medium,moderate,100,kv_all,25,45,47.5,50,workspace
n100_medium_moderate_100g,100,medium,moderate,100,workspace_sticky,25,45,47.5,50,workspace
n100_medium_moderate_100g,100,medium,moderate,100,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_moderate_100g,100,medium,moderate,100,mixed_min_pressure,13.5,24.3,25.65,27,workspace
n100_medium_tight_1g,100,medium,tight,1,strong_reuse,200,360,380,400,network
n100_medium_tight_1g,100,medium,tight,1,replay_all,200,360,380,400,network
n100_medium_tight_1g,100,medium,tight,1,kv_all,554.331079,997.795942,1053.22905,1108.66216,network
n100_medium_tight_1g,100,medium,tight,1,workspace_sticky,25,45,47.5,50,workspace
n100_medium_tight_1g,100,medium,tight,1,random_diversification,219.101603,394.382885,416.293045,438.203206,network
n100_medium_tight_1g,100,medium,tight,1,mixed_min_pressure,12.75,22.95,24.225,25.5,workspace
n100_medium_tight_5g,100,medium,tight,5,strong_reuse,40,72,76,80,network
n100_medium_tight_5g,100,medium,tight,5,replay_all,40,72,76,80,network
n100_medium_tight_5g,100,medium,tight,5,kv_all,110.866216,199.559188,210.64581,221.732431,network
n100_medium_tight_5g,100,medium,tight,5,workspace_sticky,25,45,47.5,50,workspace
n100_medium_tight_5g,100,medium,tight,5,random_diversification,43.8203206,78.876577,83.2586091,87.6406411,network
n100_medium_tight_5g,100,medium,tight,5,mixed_min_pressure,13.25,23.85,25.175,26.5,workspace
n100_medium_tight_25g,100,medium,tight,25,strong_reuse,25,45,47.5,50,workspace
n100_medium_tight_25g,100,medium,tight,25,replay_all,25,45,47.5,50,workspace
n100_medium_tight_25g,100,medium,tight,25,kv_all,25,45,47.5,50,workspace
n100_medium_tight_25g,100,medium,tight,25,workspace_sticky,25,45,47.5,50,workspace
n100_medium_tight_25g,100,medium,tight,25,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_tight_25g,100,medium,tight,25,mixed_min_pressure,13.25,23.85,25.175,26.5,workspace
n100_medium_tight_100g,100,medium,tight,100,strong_reuse,25,45,47.5,50,workspace
n100_medium_tight_100g,100,medium,tight,100,replay_all,25,45,47.5,50,workspace
n100_medium_tight_100g,100,medium,tight,100,kv_all,25,45,47.5,50,workspace
n100_medium_tight_100g,100,medium,tight,100,workspace_sticky,25,45,47.5,50,workspace
n100_medium_tight_100g,100,medium,tight,100,random_diversification,13.25,23.85,25.175,26.5,workspace
n100_medium_tight_100g,100,medium,tight,100,mixed_min_pressure,13,23.4,24.7,26,workspace
n100_monorepo_loose_1g,100,monorepo,loose,1,strong_reuse,2000,3600,3800,4000,network
n100_monorepo_loose_1g,100,monorepo,loose,1,replay_all,2000,3600,3800,4000,network
n100_monorepo_loose_1g,100,monorepo,loose,1,kv_all,2354.33108,4237.79594,4473.22905,4708.66216,network
n100_monorepo_loose_1g,100,monorepo,loose,1,workspace_sticky,250,450,475,500,workspace
n100_monorepo_loose_1g,100,monorepo,loose,1,random_diversification,1173.1016,2111.58289,2228.89305,2346.20321,network
n100_monorepo_loose_1g,100,monorepo,loose,1,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_loose_5g,100,monorepo,loose,5,strong_reuse,400,720,760,800,network
n100_monorepo_loose_5g,100,monorepo,loose,5,replay_all,400,720,760,800,network
n100_monorepo_loose_5g,100,monorepo,loose,5,kv_all,470.866216,847.559188,894.64581,941.732431,network
n100_monorepo_loose_5g,100,monorepo,loose,5,workspace_sticky,250,450,475,500,workspace
n100_monorepo_loose_5g,100,monorepo,loose,5,random_diversification,234.620321,422.316577,445.778609,469.240641,network
n100_monorepo_loose_5g,100,monorepo,loose,5,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,strong_reuse,250,450,475,500,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,replay_all,250,450,475,500,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,kv_all,250,450,475,500,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,workspace_sticky,250,450,475,500,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_loose_25g,100,monorepo,loose,25,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,strong_reuse,250,450,475,500,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,replay_all,250,450,475,500,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,kv_all,250,450,475,500,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,workspace_sticky,250,450,475,500,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_loose_100g,100,monorepo,loose,100,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_moderate_1g,100,monorepo,moderate,1,strong_reuse,2000,3600,3800,4000,network
n100_monorepo_moderate_1g,100,monorepo,moderate,1,replay_all,2000,3600,3800,4000,network
n100_monorepo_moderate_1g,100,monorepo,moderate,1,kv_all,2354.33108,4237.79594,4473.22905,4708.66216,network
n100_monorepo_moderate_1g,100,monorepo,moderate,1,workspace_sticky,250,450,475,500,workspace
n100_monorepo_moderate_1g,100,monorepo,moderate,1,random_diversification,1173.1016,2111.58289,2228.89305,2346.20321,network
n100_monorepo_moderate_1g,100,monorepo,moderate,1,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_moderate_5g,100,monorepo,moderate,5,strong_reuse,400,720,760,800,network
n100_monorepo_moderate_5g,100,monorepo,moderate,5,replay_all,400,720,760,800,network
n100_monorepo_moderate_5g,100,monorepo,moderate,5,kv_all,470.866216,847.559188,894.64581,941.732431,network
n100_monorepo_moderate_5g,100,monorepo,moderate,5,workspace_sticky,250,450,475,500,workspace
n100_monorepo_moderate_5g,100,monorepo,moderate,5,random_diversification,234.620321,422.316577,445.778609,469.240641,network
n100_monorepo_moderate_5g,100,monorepo,moderate,5,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,strong_reuse,250,450,475,500,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,replay_all,250,450,475,500,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,kv_all,250,450,475,500,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,workspace_sticky,250,450,475,500,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_moderate_25g,100,monorepo,moderate,25,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,strong_reuse,250,450,475,500,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,replay_all,250,450,475,500,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,kv_all,250,450,475,500,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,workspace_sticky,250,450,475,500,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_moderate_100g,100,monorepo,moderate,100,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_tight_1g,100,monorepo,tight,1,strong_reuse,2000,3600,3800,4000,network
n100_monorepo_tight_1g,100,monorepo,tight,1,replay_all,2000,3600,3800,4000,network
n100_monorepo_tight_1g,100,monorepo,tight,1,kv_all,2354.33108,4237.79594,4473.22905,4708.66216,network
n100_monorepo_tight_1g,100,monorepo,tight,1,workspace_sticky,250,450,475,500,workspace
n100_monorepo_tight_1g,100,monorepo,tight,1,random_diversification,1173.1016,2111.58289,2228.89305,2346.20321,network
n100_monorepo_tight_1g,100,monorepo,tight,1,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_tight_5g,100,monorepo,tight,5,strong_reuse,400,720,760,800,network
n100_monorepo_tight_5g,100,monorepo,tight,5,replay_all,400,720,760,800,network
n100_monorepo_tight_5g,100,monorepo,tight,5,kv_all,470.866216,847.559188,894.64581,941.732431,network
n100_monorepo_tight_5g,100,monorepo,tight,5,workspace_sticky,250,450,475,500,workspace
n100_monorepo_tight_5g,100,monorepo,tight,5,random_diversification,234.620321,422.316577,445.778609,469.240641,network
n100_monorepo_tight_5g,100,monorepo,tight,5,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,strong_reuse,250,450,475,500,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,replay_all,250,450,475,500,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,kv_all,250,450,475,500,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,workspace_sticky,250,450,475,500,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_tight_25g,100,monorepo,tight,25,mixed_min_pressure,125,225,237.5,250,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,strong_reuse,250,450,475,500,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,replay_all,250,450,475,500,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,kv_all,250,450,475,500,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,workspace_sticky,250,450,475,500,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,random_diversification,132.5,238.5,251.75,265,workspace
n100_monorepo_tight_100g,100,monorepo,tight,100,mixed_min_pressure,125,225,237.5,250,workspace
n100_large_artifact_loose_1g,100,large_artifact,loose,1,strong_reuse,8000,14400,15200,16000,network
n100_large_artifact_loose_1g,100,large_artifact,loose,1,replay_all,8000,14400,15200,16000,network
n100_large_artifact_loose_1g,100,large_artifact,loose,1,kv_all,8354.33108,15037.7959,15873.229,16708.6622,network
n100_large_artifact_loose_1g,100,large_artifact,loose,1,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_loose_1g,100,large_artifact,loose,1,random_diversification,4353.1016,7835.58289,8270.89305,8706.20321,network
n100_large_artifact_loose_1g,100,large_artifact,loose,1,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_loose_5g,100,large_artifact,loose,5,strong_reuse,1600,2880,3040,3200,network
n100_large_artifact_loose_5g,100,large_artifact,loose,5,replay_all,1600,2880,3040,3200,network
n100_large_artifact_loose_5g,100,large_artifact,loose,5,kv_all,1670.86622,3007.55919,3174.64581,3341.73243,network
n100_large_artifact_loose_5g,100,large_artifact,loose,5,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_loose_5g,100,large_artifact,loose,5,random_diversification,870.620321,1567.11658,1654.17861,1741.24064,network
n100_large_artifact_loose_5g,100,large_artifact,loose,5,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_loose_25g,100,large_artifact,loose,25,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_loose_100g,100,large_artifact,loose,100,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,strong_reuse,8000,14400,15200,16000,network
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,replay_all,8000,14400,15200,16000,network
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,kv_all,8354.33108,15037.7959,15873.229,16708.6622,network
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,random_diversification,4353.1016,7835.58289,8270.89305,8706.20321,network
n100_large_artifact_moderate_1g,100,large_artifact,moderate,1,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,strong_reuse,1600,2880,3040,3200,network
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,replay_all,1600,2880,3040,3200,network
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,kv_all,1670.86622,3007.55919,3174.64581,3341.73243,network
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,random_diversification,870.620321,1567.11658,1654.17861,1741.24064,network
n100_large_artifact_moderate_5g,100,large_artifact,moderate,5,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_moderate_25g,100,large_artifact,moderate,25,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_moderate_100g,100,large_artifact,moderate,100,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_tight_1g,100,large_artifact,tight,1,strong_reuse,8000,14400,15200,16000,network
n100_large_artifact_tight_1g,100,large_artifact,tight,1,replay_all,8000,14400,15200,16000,network
n100_large_artifact_tight_1g,100,large_artifact,tight,1,kv_all,8354.33108,15037.7959,15873.229,16708.6622,network
n100_large_artifact_tight_1g,100,large_artifact,tight,1,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_tight_1g,100,large_artifact,tight,1,random_diversification,4353.1016,7835.58289,8270.89305,8706.20321,network
n100_large_artifact_tight_1g,100,large_artifact,tight,1,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_tight_5g,100,large_artifact,tight,5,strong_reuse,1600,2880,3040,3200,network
n100_large_artifact_tight_5g,100,large_artifact,tight,5,replay_all,1600,2880,3040,3200,network
n100_large_artifact_tight_5g,100,large_artifact,tight,5,kv_all,1670.86622,3007.55919,3174.64581,3341.73243,network
n100_large_artifact_tight_5g,100,large_artifact,tight,5,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_tight_5g,100,large_artifact,tight,5,random_diversification,870.620321,1567.11658,1654.17861,1741.24064,network
n100_large_artifact_tight_5g,100,large_artifact,tight,5,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_tight_25g,100,large_artifact,tight,25,mixed_min_pressure,500,900,950,1000,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,strong_reuse,1000,1800,1900,2000,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,replay_all,1000,1800,1900,2000,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,kv_all,1000,1800,1900,2000,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,workspace_sticky,1000,1800,1900,2000,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,random_diversification,530,954,1007,1060,workspace
n100_large_artifact_tight_100g,100,large_artifact,tight,100,mixed_min_pressure,500,900,950,1000,workspace
n1000_tiny_loose_1g,1000,tiny,loose,1,strong_reuse,120,216,228,240,network
n1000_tiny_loose_1g,1000,tiny,loose,1,replay_all,120,216,228,240,network
n1000_tiny_loose_1g,1000,tiny,loose,1,kv_all,3800.67933,6841.2228,7221.29073,7601.35867,network
n1000_tiny_loose_1g,1000,tiny,loose,1,workspace_sticky,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_1g,1000,tiny,loose,1,random_diversification,1116.2739,2009.29302,2120.92041,2232.54781,network
n1000_tiny_loose_1g,1000,tiny,loose,1,mixed_min_pressure,11.28,20.304,21.432,22.56,network
n1000_tiny_loose_5g,1000,tiny,loose,5,strong_reuse,24,43.2,45.6,48,network
n1000_tiny_loose_5g,1000,tiny,loose,5,replay_all,24,43.2,45.6,48,network
n1000_tiny_loose_5g,1000,tiny,loose,5,kv_all,760.135867,1368.24456,1444.25815,1520.27173,network
n1000_tiny_loose_5g,1000,tiny,loose,5,workspace_sticky,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_5g,1000,tiny,loose,5,random_diversification,223.254781,401.858605,424.184083,446.509561,network
n1000_tiny_loose_5g,1000,tiny,loose,5,mixed_min_pressure,11.208,20.1744,21.2952,22.416,network
n1000_tiny_loose_25g,1000,tiny,loose,25,strong_reuse,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_25g,1000,tiny,loose,25,replay_all,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_25g,1000,tiny,loose,25,kv_all,152.027173,273.648912,288.851629,304.054347,network
n1000_tiny_loose_25g,1000,tiny,loose,25,workspace_sticky,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_25g,1000,tiny,loose,25,random_diversification,44.6509561,80.371721,84.8368166,89.3019122,network
n1000_tiny_loose_25g,1000,tiny,loose,25,mixed_min_pressure,9.74680833,17.544255,18.5189358,19.4936167,prefill
n1000_tiny_loose_100g,1000,tiny,loose,100,strong_reuse,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_100g,1000,tiny,loose,100,replay_all,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_100g,1000,tiny,loose,100,kv_all,38.0067933,68.412228,72.2129073,76.0135867,network
n1000_tiny_loose_100g,1000,tiny,loose,100,workspace_sticky,21.705395,39.069711,41.2402505,43.41079,prefill
n1000_tiny_loose_100g,1000,tiny,loose,100,random_diversification,11.162739,20.0929302,21.2092041,22.3254781,network
n1000_tiny_loose_100g,1000,tiny,loose,100,mixed_min_pressure,7.68,13.824,14.592,15.36,workspace
n1000_tiny_moderate_1g,1000,tiny,moderate,1,strong_reuse,120,216,228,240,network
n1000_tiny_moderate_1g,1000,tiny,moderate,1,replay_all,120,216,228,240,network
n1000_tiny_moderate_1g,1000,tiny,moderate,1,kv_all,3800.67933,6841.2228,7221.29073,7601.35867,network
n1000_tiny_moderate_1g,1000,tiny,moderate,1,workspace_sticky,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_1g,1000,tiny,moderate,1,random_diversification,1116.2739,2009.29302,2120.92041,2232.54781,network
n1000_tiny_moderate_1g,1000,tiny,moderate,1,mixed_min_pressure,33.84,60.912,64.296,67.68,network
n1000_tiny_moderate_5g,1000,tiny,moderate,5,strong_reuse,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_5g,1000,tiny,moderate,5,replay_all,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_5g,1000,tiny,moderate,5,kv_all,760.135867,1368.24456,1444.25815,1520.27173,network
n1000_tiny_moderate_5g,1000,tiny,moderate,5,workspace_sticky,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_5g,1000,tiny,moderate,5,random_diversification,223.254781,401.858605,424.184083,446.509561,network
n1000_tiny_moderate_5g,1000,tiny,moderate,5,mixed_min_pressure,30.878625,55.581525,58.6693875,61.75725,prefill
n1000_tiny_moderate_25g,1000,tiny,moderate,25,strong_reuse,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_25g,1000,tiny,moderate,25,replay_all,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_25g,1000,tiny,moderate,25,kv_all,152.027173,273.648912,288.851629,304.054347,network
n1000_tiny_moderate_25g,1000,tiny,moderate,25,workspace_sticky,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_25g,1000,tiny,moderate,25,random_diversification,44.6509561,80.371721,84.8368166,89.3019122,network
n1000_tiny_moderate_25g,1000,tiny,moderate,25,mixed_min_pressure,23.203285,41.765913,44.0862415,46.40657,prefill
n1000_tiny_moderate_100g,1000,tiny,moderate,100,strong_reuse,38.0067933,68.412228,72.2129073,76.0135867,network
n1000_tiny_moderate_100g,1000,tiny,moderate,100,replay_all,65.116185,117.209133,123.720751,130.23237,prefill
n1000_tiny_moderate_100g,1000,tiny,moderate,100,kv_all,38.0067933,68.412228,72.2129073,76.0135867,network
n1000_tiny_moderate_100g,1000,tiny,moderate,100,workspace_sticky,36.8067933,66.252228,69.9329073,73.6135867,network
n1000_tiny_moderate_100g,1000,tiny,moderate,100,random_diversification,15.46406,27.835308,29.381714,30.92812,prefill
n1000_tiny_moderate_100g,1000,tiny,moderate,100,mixed_min_pressure,11.9514704,21.5126468,22.7077938,23.9029408,network
n1000_tiny_tight_1g,1000,tiny,tight,1,strong_reuse,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_1g,1000,tiny,tight,1,replay_all,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_1g,1000,tiny,tight,1,kv_all,3800.67933,6841.2228,7221.29073,7601.35867,network
n1000_tiny_tight_1g,1000,tiny,tight,1,workspace_sticky,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_1g,1000,tiny,tight,1,random_diversification,1116.2739,2009.29302,2120.92041,2232.54781,network
n1000_tiny_tight_1g,1000,tiny,tight,1,mixed_min_pressure,105.83025,190.49445,201.077475,211.6605,prefill
n1000_tiny_tight_5g,1000,tiny,tight,5,strong_reuse,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_5g,1000,tiny,tight,5,replay_all,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_5g,1000,tiny,tight,5,kv_all,760.135867,1368.24456,1444.25815,1520.27173,network
n1000_tiny_tight_5g,1000,tiny,tight,5,workspace_sticky,217.05395,390.69711,412.402505,434.1079,prefill
n1000_tiny_tight_5g,1000,tiny,tight,5,random_diversification,223.254781,401.858605,424.184083,446.509561,network
n1000_tiny_tight_5g,1000,tiny,tight,5,mixed_min_pressure,86.3328667,155.39916,164.032447,172.665733,prefill
n1000_tiny_tight_25g,1000,tiny,tight,25,strong_reuse,152.027173,273.648912,288.851629,304.054347,network
n1000_tiny_tight_25g,1000,tiny,tight,25,replay_all,217.05395,390.69711,412.402505,434.1079,prefill
