cell_id,n_workflows,state_scale,prefill_capacity,link_gbps,policy,p50_resume_s,p90_resume_s,p95_resume_s,makespan_s,dominant_bottleneck
n10_monorepo_moderate_5g,10,monorepo,moderate,5,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_moderate_5g,10,monorepo,moderate,5,random_diversification,24.804461,44.6480297,47.1284758,49.6089219,network
n10_monorepo_moderate_5g,10,monorepo,moderate,5,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,strong_reuse,25,45,47.5,50,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,replay_all,25,45,47.5,50,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,kv_all,25,45,47.5,50,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,random_diversification,15,27,28.5,30,workspace
n10_monorepo_moderate_25g,10,monorepo,moderate,25,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,strong_reuse,25,45,47.5,50,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,replay_all,25,45,47.5,50,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,kv_all,25,45,47.5,50,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,random_diversification,15,27,28.5,30,workspace
n10_monorepo_moderate_100g,10,monorepo,moderate,100,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_tight_1g,10,monorepo,tight,1,strong_reuse,200,360,380,400,network
n10_monorepo_tight_1g,10,monorepo,tight,1,replay_all,200,360,380,400,network
n10_monorepo_tight_1g,10,monorepo,tight,1,kv_all,242.575892,436.636606,460.894196,485.151785,network
n10_monorepo_tight_1g,10,monorepo,tight,1,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_tight_1g,10,monorepo,tight,1,random_diversification,124.022305,223.240149,235.642379,248.04461,network
n10_monorepo_tight_1g,10,monorepo,tight,1,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_tight_5g,10,monorepo,tight,5,strong_reuse,40,72,76,80,network
n10_monorepo_tight_5g,10,monorepo,tight,5,replay_all,40,72,76,80,network
n10_monorepo_tight_5g,10,monorepo,tight,5,kv_all,48.5151785,87.3273213,92.1788391,97.030357,network
n10_monorepo_tight_5g,10,monorepo,tight,5,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_tight_5g,10,monorepo,tight,5,random_diversification,24.804461,44.6480297,47.1284758,49.6089219,network
n10_monorepo_tight_5g,10,monorepo,tight,5,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,strong_reuse,25,45,47.5,50,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,replay_all,25,45,47.5,50,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,kv_all,25,45,47.5,50,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,random_diversification,15,27,28.5,30,workspace
n10_monorepo_tight_25g,10,monorepo,tight,25,mixed_min_pressure,12.5,22.5,23.75,25,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,strong_reuse,25,45,47.5,50,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,replay_all,25,45,47.5,50,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,kv_all,25,45,47.5,50,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,workspace_sticky,25,45,47.5,50,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,random_diversification,15,27,28.5,30,workspace
n10_monorepo_tight_100g,10,monorepo,tight,100,mixed_min_pressure,15,27,28.5,30,workspace
n10_large_artifact_loose_1g,10,large_artifact,loose,1,strong_reuse,800,1440,1520,1600,network
n10_large_artifact_loose_1g,10,large_artifact,loose,1,replay_all,800,1440,1520,1600,network
n10_large_artifact_loose_1g,10,large_artifact,loose,1,kv_all,842.575892,1516.63661,1600.8942,1685.15178,network
n10_large_artifact_loose_1g,10,large_artifact,loose,1,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_loose_1g,10,large_artifact,loose,1,random_diversification,484.022305,871.240149,919.642379,968.04461,network
n10_large_artifact_loose_1g,10,large_artifact,loose,1,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_loose_5g,10,large_artifact,loose,5,strong_reuse,160,288,304,320,network
n10_large_artifact_loose_5g,10,large_artifact,loose,5,replay_all,160,288,304,320,network
n10_large_artifact_loose_5g,10,large_artifact,loose,5,kv_all,168.515178,303.327321,320.178839,337.030357,network
n10_large_artifact_loose_5g,10,large_artifact,loose,5,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_loose_5g,10,large_artifact,loose,5,random_diversification,96.804461,174.24803,183.928476,193.608922,network
n10_large_artifact_loose_5g,10,large_artifact,loose,5,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,strong_reuse,100,180,190,200,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,replay_all,100,180,190,200,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,kv_all,100,180,190,200,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,random_diversification,60,108,114,120,workspace
n10_large_artifact_loose_25g,10,large_artifact,loose,25,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,strong_reuse,100,180,190,200,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,replay_all,100,180,190,200,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,kv_all,100,180,190,200,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,random_diversification,60,108,114,120,workspace
n10_large_artifact_loose_100g,10,large_artifact,loose,100,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,strong_reuse,800,1440,1520,1600,network
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,replay_all,800,1440,1520,1600,network
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,kv_all,842.575892,1516.63661,1600.8942,1685.15178,network
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,random_diversification,484.022305,871.240149,919.642379,968.04461,network
n10_large_artifact_moderate_1g,10,large_artifact,moderate,1,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,strong_reuse,160,288,304,320,network
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,replay_all,160,288,304,320,network
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,kv_all,168.515178,303.327321,320.178839,337.030357,network
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,random_diversification,96.804461,174.24803,183.928476,193.608922,network
n10_large_artifact_moderate_5g,10,large_artifact,moderate,5,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,strong_reuse,100,180,190,200,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,replay_all,100,180,190,200,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,kv_all,100,180,190,200,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,random_diversification,60,108,114,120,workspace
n10_large_artifact_moderate_25g,10,large_artifact,moderate,25,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,strong_reuse,100,180,190,200,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,replay_all,100,180,190,200,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,kv_all,100,180,190,200,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,random_diversification,60,108,114,120,workspace
n10_large_artifact_moderate_100g,10,large_artifact,moderate,100,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_tight_1g,10,large_artifact,tight,1,strong_reuse,800,1440,1520,1600,network
n10_large_artifact_tight_1g,10,large_artifact,tight,1,replay_all,800,1440,1520,1600,network
n10_large_artifact_tight_1g,10,large_artifact,tight,1,kv_all,842.575892,1516.63661,1600.8942,1685.15178,network
n10_large_artifact_tight_1g,10,large_artifact,tight,1,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_tight_1g,10,large_artifact,tight,1,random_diversification,484.022305,871.240149,919.642379,968.04461,network
n10_large_artifact_tight_1g,10,large_artifact,tight,1,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_tight_5g,10,large_artifact,tight,5,strong_reuse,160,288,304,320,network
n10_large_artifact_tight_5g,10,large_artifact,tight,5,replay_all,160,288,304,320,network
n10_large_artifact_tight_5g,10,large_artifact,tight,5,kv_all,168.515178,303.327321,320.178839,337.030357,network
n10_large_artifact_tight_5g,10,large_artifact,tight,5,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_tight_5g,10,large_artifact,tight,5,random_diversification,96.804461,174.24803,183.928476,193.608922,network
n10_large_artifact_tight_5g,10,large_artifact,tight,5,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,strong_reuse,100,180,190,200,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,replay_all,100,180,190,200,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,kv_all,100,180,190,200,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,random_diversification,60,108,114,120,workspace
n10_large_artifact_tight_25g,10,large_artifact,tight,25,mixed_min_pressure,50,90,95,100,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,strong_reuse,100,180,190,200,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,replay_all,100,180,190,200,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,kv_all,100,180,190,200,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,workspace_sticky,100,180,190,200,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,random_diversification,60,108,114,120,workspace
n10_large_artifact_tight_100g,10,large_artifact,tight,100,mixed_min_pressure,50,90,95,100,workspace
n100_tiny_loose_1g,100,tiny,loose,1,strong_reuse,12,21.6,22.8,24,network
n100_tiny_loose_1g,100,tiny,loose,1,replay_all,12,21.6,22.8,24,network
n100_tiny_loose_1g,100,tiny,loose,1,kv_all,366.331079,659.395942,696.029049,732.662157,network
n100_tiny_loose_1g,100,tiny,loose,1,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_1g,100,tiny,loose,1,random_diversification,119.461603,215.030885,226.977045,238.923206,network
n100_tiny_loose_1g,100,tiny,loose,1,mixed_min_pressure,1.08,1.944,2.052,2.16,network
n100_tiny_loose_5g,100,tiny,loose,5,strong_reuse,2.4,4.32,4.56,4.8,network
n100_tiny_loose_5g,100,tiny,loose,5,replay_all,2.4,4.32,4.56,4.8,network
n100_tiny_loose_5g,100,tiny,loose,5,kv_all,73.2662157,131.879188,139.20581,146.532431,network
n100_tiny_loose_5g,100,tiny,loose,5,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_5g,100,tiny,loose,5,random_diversification,23.8923206,43.006177,45.3954091,47.7846411,network
n100_tiny_loose_5g,100,tiny,loose,5,mixed_min_pressure,1.08,1.944,2.052,2.16,network
n100_tiny_loose_25g,100,tiny,loose,25,strong_reuse,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_25g,100,tiny,loose,25,replay_all,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_25g,100,tiny,loose,25,kv_all,14.6532431,26.3758377,27.841162,29.3064863,network
n100_tiny_loose_25g,100,tiny,loose,25,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_25g,100,tiny,loose,25,random_diversification,4.77846411,8.6012354,9.07908181,9.55692823,network
n100_tiny_loose_25g,100,tiny,loose,25,mixed_min_pressure,0.943075,1.697535,1.7918425,1.88615,prefill
n100_tiny_loose_100g,100,tiny,loose,100,strong_reuse,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_100g,100,tiny,loose,100,replay_all,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_100g,100,tiny,loose,100,kv_all,3.66331079,6.59395942,6.96029049,7.32662157,network
n100_tiny_loose_100g,100,tiny,loose,100,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_tiny_loose_100g,100,tiny,loose,100,random_diversification,1.19461603,2.15030885,2.26977045,2.38923206,network
n100_tiny_loose_100g,100,tiny,loose,100,mixed_min_pressure,0.765,1.377,1.4535,1.53,workspace
n100_tiny_moderate_1g,100,tiny,moderate,1,strong_reuse,12,21.6,22.8,24,network
n100_tiny_moderate_1g,100,tiny,moderate,1,replay_all,12,21.6,22.8,24,network
n100_tiny_moderate_1g,100,tiny,moderate,1,kv_all,366.331079,659.395942,696.029049,732.662157,network
n100_tiny_moderate_1g,100,tiny,moderate,1,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_1g,100,tiny,moderate,1,random_diversification,119.461603,215.030885,226.977045,238.923206,network
n100_tiny_moderate_1g,100,tiny,moderate,1,mixed_min_pressure,3.24,5.832,6.156,6.48,network
n100_tiny_moderate_5g,100,tiny,moderate,5,strong_reuse,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_5g,100,tiny,moderate,5,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_5g,100,tiny,moderate,5,kv_all,73.2662157,131.879188,139.20581,146.532431,network
n100_tiny_moderate_5g,100,tiny,moderate,5,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_5g,100,tiny,moderate,5,random_diversification,23.8923206,43.006177,45.3954091,47.7846411,network
n100_tiny_moderate_5g,100,tiny,moderate,5,mixed_min_pressure,2.98804,5.378472,5.677276,5.97608,prefill
n100_tiny_moderate_25g,100,tiny,moderate,25,strong_reuse,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_25g,100,tiny,moderate,25,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_25g,100,tiny,moderate,25,kv_all,14.6532431,26.3758377,27.841162,29.3064863,network
n100_tiny_moderate_25g,100,tiny,moderate,25,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_25g,100,tiny,moderate,25,random_diversification,4.77846411,8.6012354,9.07908181,9.55692823,network
n100_tiny_moderate_25g,100,tiny,moderate,25,mixed_min_pressure,2.25354,4.056372,4.281726,4.50708,prefill
n100_tiny_moderate_100g,100,tiny,moderate,100,strong_reuse,3.66331079,6.59395942,6.96029049,7.32662157,network
n100_tiny_moderate_100g,100,tiny,moderate,100,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_tiny_moderate_100g,100,tiny,moderate,100,kv_all,3.66331079,6.59395942,6.96029049,7.32662157,network
n100_tiny_moderate_100g,100,tiny,moderate,100,workspace_sticky,3.54331079,6.37795942,6.73229049,7.08662157,network
n100_tiny_moderate_100g,100,tiny,moderate,100,random_diversification,1.64435,2.95983,3.124265,3.2887,prefill
n100_tiny_moderate_100g,100,tiny,moderate,100,mixed_min_pressure,1.16276464,2.09297635,2.20925282,2.32552928,network
n100_tiny_tight_1g,100,tiny,tight,1,strong_reuse,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_1g,100,tiny,tight,1,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_1g,100,tiny,tight,1,kv_all,366.331079,659.395942,696.029049,732.662157,network
n100_tiny_tight_1g,100,tiny,tight,1,workspace_sticky,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_1g,100,tiny,tight,1,random_diversification,119.461603,215.030885,226.977045,238.923206,network
n100_tiny_tight_1g,100,tiny,tight,1,mixed_min_pressure,10.21045,18.37881,19.399855,20.4209,prefill
n100_tiny_tight_5g,100,tiny,tight,5,strong_reuse,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_5g,100,tiny,tight,5,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_5g,100,tiny,tight,5,kv_all,73.2662157,131.879188,139.20581,146.532431,network
n100_tiny_tight_5g,100,tiny,tight,5,workspace_sticky,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_5g,100,tiny,tight,5,random_diversification,23.8923206,43.006177,45.3954091,47.7846411,network
n100_tiny_tight_5g,100,tiny,tight,5,mixed_min_pressure,8.40105,15.12189,15.961995,16.8021,prefill
n100_tiny_tight_25g,100,tiny,tight,25,strong_reuse,14.6532431,26.3758377,27.841162,29.3064863,network
n100_tiny_tight_25g,100,tiny,tight,25,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_25g,100,tiny,tight,25,kv_all,14.6532431,26.3758377,27.841162,29.3064863,network
n100_tiny_tight_25g,100,tiny,tight,25,workspace_sticky,14.1732431,25.5118377,26.929162,28.3464863,network
n100_tiny_tight_25g,100,tiny,tight,25,random_diversification,5.48116667,9.8661,10.4142167,10.9623333,prefill
n100_tiny_tight_25g,100,tiny,tight,25,mixed_min_pressure,4.2954,7.73172,8.16126,8.5908,prefill
n100_tiny_tight_100g,100,tiny,tight,100,strong_reuse,3.66331079,6.59395942,6.96029049,7.32662157,network
n100_tiny_tight_100g,100,tiny,tight,100,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_tiny_tight_100g,100,tiny,tight,100,kv_all,3.66331079,6.59395942,6.96029049,7.32662157,network
n100_tiny_tight_100g,100,tiny,tight,100,workspace_sticky,3.54331079,6.37795942,6.73229049,7.08662157,network
n100_tiny_tight_100g,100,tiny,tight,100,random_diversification,5.48116667,9.8661,10.4142167,10.9623333,prefill
n100_tiny_tight_100g,100,tiny,tight,100,mixed_min_pressure,1.54242665,2.77636798,2.93061064,3.08485331,network
n100_swe_bench_loose_1g,100,swe_bench,loose,1,strong_reuse,13.2,23.76,25.08,26.4,network
n100_swe_bench_loose_1g,100,swe_bench,loose,1,replay_all,13.2,23.76,25.08,26.4,network
n100_swe_bench_loose_1g,100,swe_bench,loose,1,kv_all,367.531079,661.555942,698.309049,735.062157,network
n100_swe_bench_loose_1g,100,swe_bench,loose,1,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_1g,100,swe_bench,loose,1,random_diversification,120.097603,216.175685,228.185445,240.195206,network
n100_swe_bench_loose_1g,100,swe_bench,loose,1,mixed_min_pressure,1.056,1.9008,2.0064,2.112,network
n100_swe_bench_loose_5g,100,swe_bench,loose,5,strong_reuse,2.64,4.752,5.016,5.28,network
n100_swe_bench_loose_5g,100,swe_bench,loose,5,replay_all,2.64,4.752,5.016,5.28,network
n100_swe_bench_loose_5g,100,swe_bench,loose,5,kv_all,73.5062157,132.311188,139.66181,147.012431,network
n100_swe_bench_loose_5g,100,swe_bench,loose,5,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_5g,100,swe_bench,loose,5,random_diversification,24.0195206,43.235137,45.6370891,48.0390411,network
n100_swe_bench_loose_5g,100,swe_bench,loose,5,mixed_min_pressure,1.0824,1.94832,2.05656,2.1648,network
n100_swe_bench_loose_25g,100,swe_bench,loose,25,strong_reuse,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_25g,100,swe_bench,loose,25,replay_all,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_25g,100,swe_bench,loose,25,kv_all,14.7012431,26.4622377,27.932362,29.4024863,network
n100_swe_bench_loose_25g,100,swe_bench,loose,25,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_25g,100,swe_bench,loose,25,random_diversification,4.80390411,8.6470274,9.12741781,9.60780823,network
n100_swe_bench_loose_25g,100,swe_bench,loose,25,mixed_min_pressure,0.943383333,1.69809,1.79242833,1.88676667,prefill
n100_swe_bench_loose_100g,100,swe_bench,loose,100,strong_reuse,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_100g,100,swe_bench,loose,100,replay_all,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_100g,100,swe_bench,loose,100,kv_all,3.67531079,6.61555942,6.98309049,7.35062157,network
n100_swe_bench_loose_100g,100,swe_bench,loose,100,workspace_sticky,2.08953167,3.761157,3.97011017,4.17906333,prefill
n100_swe_bench_loose_100g,100,swe_bench,loose,100,random_diversification,1.20097603,2.16175685,2.28185445,2.40195206,network
n100_swe_bench_loose_100g,100,swe_bench,loose,100,mixed_min_pressure,0.891,1.6038,1.6929,1.782,workspace
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,strong_reuse,13.2,23.76,25.08,26.4,network
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,replay_all,13.2,23.76,25.08,26.4,network
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,kv_all,367.531079,661.555942,698.309049,735.062157,network
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,random_diversification,120.097603,216.175685,228.185445,240.195206,network
n100_swe_bench_moderate_1g,100,swe_bench,moderate,1,mixed_min_pressure,3.168,5.7024,6.0192,6.336,network
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,strong_reuse,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,kv_all,73.5062157,132.311188,139.66181,147.012431,network
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,random_diversification,24.0195206,43.235137,45.6370891,48.0390411,network
n100_swe_bench_moderate_5g,100,swe_bench,moderate,5,mixed_min_pressure,2.98914,5.380452,5.679366,5.97828,prefill
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,strong_reuse,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,kv_all,14.7012431,26.4622377,27.932362,29.4024863,network
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,workspace_sticky,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,random_diversification,4.80390411,8.6470274,9.12741781,9.60780823,network
n100_swe_bench_moderate_25g,100,swe_bench,moderate,25,mixed_min_pressure,2.26054,4.068972,4.295026,4.52108,prefill
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,strong_reuse,3.67531079,6.61555942,6.98309049,7.35062157,network
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,replay_all,6.268595,11.283471,11.9103305,12.53719,prefill
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,kv_all,3.67531079,6.61555942,6.98309049,7.35062157,network
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,workspace_sticky,3.54331079,6.37795942,6.73229049,7.08662157,network
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,random_diversification,1.64435,2.95983,3.124265,3.2887,prefill
n100_swe_bench_moderate_100g,100,swe_bench,moderate,100,mixed_min_pressure,1.15981702,2.08767063,2.20365234,2.31963404,network
n100_swe_bench_tight_1g,100,swe_bench,tight,1,strong_reuse,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_1g,100,swe_bench,tight,1,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_1g,100,swe_bench,tight,1,kv_all,367.531079,661.555942,698.309049,735.062157,network
n100_swe_bench_tight_1g,100,swe_bench,tight,1,workspace_sticky,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_1g,100,swe_bench,tight,1,random_diversification,120.097603,216.175685,228.185445,240.195206,network
n100_swe_bench_tight_1g,100,swe_bench,tight,1,mixed_min_pressure,10.2046,18.36828,19.38874,20.4092,prefill
n100_swe_bench_tight_5g,100,swe_bench,tight,5,strong_reuse,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_5g,100,swe_bench,tight,5,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_5g,100,swe_bench,tight,5,kv_all,73.5062157,132.311188,139.66181,147.012431,network
n100_swe_bench_tight_5g,100,swe_bench,tight,5,workspace_sticky,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_5g,100,swe_bench,tight,5,random_diversification,24.0195206,43.235137,45.6370891,48.0390411,network
n100_swe_bench_tight_5g,100,swe_bench,tight,5,mixed_min_pressure,8.37238333,15.07029,15.9075283,16.7447667,prefill
n100_swe_bench_tight_25g,100,swe_bench,tight,25,strong_reuse,14.7012431,26.4622377,27.932362,29.4024863,network
n100_swe_bench_tight_25g,100,swe_bench,tight,25,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_25g,100,swe_bench,tight,25,kv_all,14.7012431,26.4622377,27.932362,29.4024863,network
n100_swe_bench_tight_25g,100,swe_bench,tight,25,workspace_sticky,14.1732431,25.5118377,26.929162,28.3464863,network
n100_swe_bench_tight_25g,100,swe_bench,tight,25,random_diversification,5.48116667,9.8661,10.4142167,10.9623333,prefill
n100_swe_bench_tight_25g,100,swe_bench,tight,25,mixed_min_pressure,4.3037,7.74666,8.17703,8.6074,prefill
n100_swe_bench_tight_100g,100,swe_bench,tight,100,strong_reuse,3.67531079,6.61555942,6.98309049,7.35062157,network
n100_swe_bench_tight_100g,100,swe_bench,tight,100,replay_all,20.8953167,37.61157,39.7011017,41.7906333,prefill
n100_swe_bench_tight_100g,100,swe_bench,tight,100,kv_all,3.67531079,6.61555942,6.98309049,7.35062157,network
n100_swe_bench_tight_100g,100,swe_bench,tight,100,workspace_sticky,3.54331079,6.37795942,6.73229049,7.08662157,network
n100_swe_bench_tight_100g,100,swe_bench,tight,100,random_diversification,5.48116667,9.8661,10.4142167,10.9623333,prefill
n100_swe_bench_tight_100g,100,swe_bench,tight,100,mixed_min_pressure,1.53819554,2.76875198,2.92257153,3.07639109,network
n100_medium_loose_1g,100,medium,loose,1,strong_reuse,200,360,380,400,network
n100_medium_loose_1g,100,medium,loose,1,replay_all,200,360,380,400,network
n100_medium_loose_1g,100,medium,loose,1,kv_all,554.331079,997.795942,1053.22905,1108.66216,network
