step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,5.0,0.0,0,5
2,0,5.0,0.0,0,5
3,1.0,5.0,0.2,1,5
4,1.0,5.0,0.2,1,5
5,2.0,5.0,0.4,2,5
6,2.0,5.0,0.4,2,5
7,3.0,5.0,0.6,3,5
8,3.0,6.0,0.5,3,6
9,3.0,6.0,0.5,3,6
10,3.0,7.0,0.42857142857142855,3,7
11,4.0,7.0,0.5714285714285714,4,7
12,5.0,7.0,0.7142857142857143,5,7
13,6.0,7.0,0.8571428571428571,6,7
14,7.0,7.0,1.0,7,7
15,6.0,7.0,0.8571428571428571,6,7
16,7.0,7.0,1.0,7,7
