plan,shed_w,state,time_s
adaptive,9.291843690069413,free-bandwidth,6.6459091406252595
adaptive,14.908253620858318,free-bandwidth,6.6459989319598805
adaptive,15.519691463833226,free-bandwidth,9.968674085999218
adaptive,15.98430051037127,free-bandwidth,13.291439031373178
adaptive,18.904682069987814,free-bandwidth,14.806949448913153
adaptive,22.49172318042588,free-bandwidth,15.923238192037976
adaptive,23.249936911611,free-bandwidth,16.61420397674714
adaptive,23.922818623235656,free-bandwidth,19.936968922121103
adaptive,33.85889057940493,free-bandwidth,20.420946749628186
adaptive,38.51702052231772,free-bandwidth,21.543761302765702
adaptive,43.1751504652305,free-bandwidth,22.66657585590322
adaptive,44.47515626192326,free-bandwidth,23.259733867495065
adaptive,49.133286204836025,free-bandwidth,23.78286459902804
adaptive,51.06109013793011,free-bandwidth,24.905679152165558
adaptive,51.06109013793011,free-bandwidth,90
robust,0.0,free-bandwidth,0.0
robust,2.19802369921274,free-bandwidth,3.3231441952512997
robust,7.814433630001616,free-bandwidth,3.32333251932324
robust,13.430843560790493,free-bandwidth,5.088928666726267
robust,14.908253620858318,free-bandwidth,6.6459091406252595
robust,15.519691463833226,free-bandwidth,9.968674085999218
robust,18.14646833880272,free-bandwidth,12.801587989184275
robust,18.904682069987814,free-bandwidth,13.291439031373178
robust,28.07032178626031,free-bandwidth,16.573548877837283
robust,28.828535517445403,free-bandwidth,16.61420397674714
robust,31.23957895812174,free-bandwidth,17.6963634309748
robust,34.94499014660032,free-bandwidth,18.819177984112315
robust,39.6031200895131,free-bandwidth,19.935466727237138
robust,40.90312588620584,free-bandwidth,19.936968922121103
robust,47.83328040814327,free-bandwidth,22.279843459045313
robust,49.133286204836025,free-bandwidth,23.259733867495065
robust,49.133286204836025,free-bandwidth,90
adaptive,0.0,free-kv-bandwidth,0.0
adaptive,5.616409930788876,free-kv-bandwidth,3.3231441952512997
adaptive,11.23281986157778,free-kv-bandwidth,3.32343105206056
adaptive,13.430843560790493,free-kv-bandwidth,6.6459091406252595
adaptive,14.042281403765429,free-kv-bandwidth,6.64619599743452
adaptive,15.519691463833226,free-kv-bandwidth,9.968674085999218
adaptive,15.98430051037127,free-kv-bandwidth,13.291439031373178
adaptive,24.483280675822215,free-kv-bandwidth,15.777940712157458
adaptive,25.241494407007337,free-kv-bandwidth,16.61420397674714
adaptive,25.914376118631992,free-kv-bandwidth,19.936968922121103
adaptive,28.32541955930833,free-kv-bandwidth,20.481755577347958
adaptive,31.912460669746423,free-kv-bandwidth,21.520085112760864
adaptive,36.24499594329308,free-kv-bandwidth,21.604570130485474
adaptive,43.1751504652305,free-kv-bandwidth,22.636373855885687
adaptive,47.83328040814327,free-kv-bandwidth,22.720858873610297
adaptive,49.133286204836025,free-kv-bandwidth,23.259733867495065
adaptive,50.59815325151612,free-kv-bandwidth,23.759188409023203
adaptive,52.52595718461019,free-kv-bandwidth,23.83714761673512
adaptive,54.453761117704275,free-kv-bandwidth,24.909685426880397
adaptive,55.91862816438437,free-kv-bandwidth,24.959962169872636
adaptive,55.91862816438437,free-kv-bandwidth,90
robust,0.0,free-kv-bandwidth,0.0
robust,2.19802369921274,free-kv-bandwidth,3.3231441952512997
robust,7.814433630001616,free-kv-bandwidth,3.32333251932324
robust,13.430843560790493,free-kv-bandwidth,5.088928666726267
robust,14.908253620858318,free-kv-bandwidth,6.6459091406252595
robust,15.519691463833226,free-kv-bandwidth,9.968674085999218
robust,18.14646833880272,free-kv-bandwidth,12.801587989184275
robust,18.904682069987814,free-kv-bandwidth,13.291439031373178
robust,28.07032178626031,free-kv-bandwidth,16.573548877837283
robust,28.828535517445403,free-kv-bandwidth,16.61420397674714
robust,31.23957895812174,free-kv-bandwidth,17.6963634309748
robust,34.94499014660032,free-kv-bandwidth,18.819177984112315
robust,39.6031200895131,free-kv-bandwidth,19.935466727237138
robust,40.90312588620584,free-kv-bandwidth,19.936968922121103
robust,47.83328040814327,free-kv-bandwidth,22.279843459045313
robust,49.133286204836025,free-kv-bandwidth,23.259733867495065
robust,49.133286204836025,free-kv-bandwidth,90
adaptive,0.0,free-service-bandwidth,0.0
adaptive,5.616409930788876,free-service-bandwidth,3.3231441952512997
adaptive,11.23281986157778,free-service-bandwidth,3.32323398658592
adaptive,13.430843560790493,free-service-bandwidth,6.6459091406252595
adaptive,13.895452607328536,free-service-bandwidth,6.6459989319598805
adaptive,15.372862667396333,free-service-bandwidth,9.968674085999218
adaptive,15.98430051037127,free-service-bandwidth,13.291439031373178
adaptive,17.728684400226086,free-service-bandwidth,14.681033787324457
adaptive,20.139727840902424,free-service-bandwidth,15.79732253044928
adaptive,20.897941572087518,free-service-bandwidth,16.61420397674714
adaptive,21.5708232837122,free-service-bandwidth,19.936968922121103
adaptive,30.736462999984667,free-service-bandwidth,20.481755577347958
adaptive,36.24499594329308,free-service-bandwidth,21.59804432047278
adaptive,43.1751504652305,free-service-bandwidth,22.714333063597604
adaptive,44.47515626192326,free-service-bandwidth,23.259733867495065
adaptive,49.133286204836025,free-service-bandwidth,23.83714761673512
adaptive,51.06109013793011,free-service-bandwidth,24.959962169872636
adaptive,51.06109013793011,free-service-bandwidth,90
robust,0.0,free-service-bandwidth,0.0
robust,2.19802369921274,free-service-bandwidth,3.3231441952512997
robust,7.814433630001616,free-service-bandwidth,3.32333251932324
robust,13.430843560790493,free-service-bandwidth,5.088928666726267
robust,14.908253620858318,free-service-bandwidth,6.6459091406252595
robust,15.519691463833226,free-service-bandwidth,9.968674085999218
robust,18.14646833880272,free-service-bandwidth,12.801587989184275
robust,18.904682069987814,free-service-bandwidth,13.291439031373178
robust,28.07032178626031,free-service-bandwidth,16.573548877837283
robust,28.828535517445403,free-service-bandwidth,16.61420397674714
robust,31.23957895812174,free-service-bandwidth,17.6963634309748
robust,34.94499014660032,free-service-bandwidth,18.819177984112315
robust,39.6031200895131,free-service-bandwidth,19.935466727237138
robust,40.90312588620584,free-service-bandwidth,19.936968922121103
robust,47.83328040814327,free-service-bandwidth,22.279843459045313
robust,49.133286204836025,free-service-bandwidth,23.259733867495065
robust,49.133286204836025,free-service-bandwidth,90
adaptive,0.0,free-kv-service,0.0
adaptive,5.616409930788876,free-kv-service,3.32346702837396
adaptive,7.814433630001616,free-kv-service,3.3241865661517376
adaptive,13.430843560790493,free-kv-service,6.646231973747921
adaptive,14.908253620858318,free-kv-service,6.646951511525698
adaptive,15.519691463833226,free-kv-service,9.96899691912188
adaptive,15.98430051037127,free-kv-service,13.29176186449584
adaptive,24.483280675822215,free-kv-service,15.778696226248636
adaptive,25.241494407007337,free-kv-service,16.6145268098698
adaptive,25.914376118631992,free-kv-service,19.937291755243763
adaptive,29.501417229070086,free-kv-service,21.254854311066
adaptive,33.85889057940494,free-kv-service,22.371143054190824
adaptive,34.58935914203211,free-kv-service,23.260056700617724
adaptive,39.24748908494489,free-kv-service,23.416241931026406
adaptive,43.905619027857654,free-kv-service,23.487431797315647
adaptive,45.83342296095175,free-kv-service,24.610246350453163
adaptive,47.133428757644495,free-kv-service,24.705464639487612
adaptive,51.79155870055726,free-kv-service,24.910440940971576
adaptive,51.79155870055726,free-kv-service,90
robust,0.0,free-kv-service,0.0
robust,2.19802369921274,free-kv-service,3.32346702837396
robust,7.814433630001616,free-kv-service,3.323936930596182
robust,9.291843690069413,free-kv-service,6.646231973747921
robust,14.908253620858318,free-kv-service,8.745609981127874
robust,15.519691463833226,free-kv-service,9.96899691912188
robust,18.14646833880272,free-kv-service,12.802192400457217
robust,18.904682069987814,free-kv-service,13.29176186449584
robust,19.662895801172937,free-kv-service,16.6145268098698
robust,20.33577751279759,free-kv-service,19.937291755243763
robust,29.501417229070086,free-kv-service,21.08373901049046
robust,31.912460669746423,free-kv-service,22.206553563627978
robust,38.51702052231772,free-kv-service,22.280447870318255
robust,39.81702631901048,free-kv-service,23.260056700617724
robust,44.47515626192326,free-kv-service,23.329368116765494
robust,49.133286204836025,free-kv-service,24.445656859890317
robust,49.133286204836025,free-kv-service,90
stale-optimistic,0.0,free-kv-service,0.0
stale-optimistic,5.616409930788876,free-kv-service,3.32346702837396
stale-optimistic,11.23281986157778,free-kv-service,3.3241865661517376
stale-optimistic,13.430843560790493,free-kv-service,6.646231973747921
stale-optimistic,13.895452607328536,free-kv-service,6.646951511525698
stale-optimistic,15.372862667396333,free-kv-service,9.96899691912188
stale-optimistic,15.98430051037127,free-kv-service,13.29176186449584
stale-optimistic,17.728684400226086,free-kv-service,15.778696226248636
stale-optimistic,18.48689813141118,free-kv-service,16.6145268098698
stale-optimistic,19.159779843035864,free-kv-service,19.937291755243763
stale-optimistic,19.832661554660547,free-kv-service,23.260056700617724
stale-optimistic,20.59087528584564,free-kv-service,24.910440940971576
stale-optimistic,29.756515002118135,free-kv-service,26.140426540549285
stale-optimistic,34.351738843753154,free-kv-service,27.256715283674108
stale-optimistic,39.00986878666593,free-kv-service,28.379529836811624
stale-optimistic,43.6679987295787,free-kv-service,29.495818579936447
stale-optimistic,45.59580266267278,free-kv-service,30.618633133073963
stale-optimistic,52.52595718461019,free-kv-service,46.29959736401371
stale-optimistic,54.453761117704275,free-kv-service,47.415886107138526
stale-optimistic,55.91862816438437,free-kv-service,48.53870066027604
stale-optimistic,55.91862816438437,free-kv-service,90
adaptive,0.0,all-release,0.0
adaptive,5.616409930788876,all-release,3.3231441952512997
adaptive,11.23281986157778,all-release,3.32343105206056
adaptive,13.430843560790493,all-release,6.6459091406252595
adaptive,13.895452607328536,all-release,6.64619599743452
adaptive,15.372862667396333,all-release,9.968674085999218
adaptive,15.98430051037127,all-release,13.291439031373178
adaptive,17.728684400226086,all-release,15.777940712157458
adaptive,18.48689813141118,all-release,16.61420397674714
adaptive,19.159779843035864,all-release,19.936968922121103
adaptive,28.32541955930833,all-release,20.481755577347958
adaptive,31.912460669746423,all-release,21.520085112760864
adaptive,38.51702052231771,all-release,21.59804432047278
adaptive,40.444824455411776,all-release,22.636373855885687
adaptive,45.10295439832457,all-release,22.720858873610297
adaptive,46.40296019501733,all-release,23.259733867495065
adaptive,47.86782724169743,all-release,23.759188409023203
adaptive,52.52595718461019,all-release,23.83714761673512
adaptive,53.99082423129029,all-release,24.909685426880397
adaptive,55.91862816438437,all-release,24.959962169872636
adaptive,55.91862816438437,all-release,90
robust,0.0,all-release,0.0
robust,2.19802369921274,all-release,3.3231441952512997
robust,7.814433630001616,all-release,3.32333251932324
robust,13.430843560790493,all-release,5.088928666726267
robust,14.908253620858318,all-release,6.6459091406252595
robust,15.519691463833226,all-release,9.968674085999218
robust,18.14646833880272,all-release,12.801587989184275
robust,18.904682069987814,all-release,13.291439031373178
robust,28.07032178626031,all-release,16.573548877837283
robust,28.828535517445403,all-release,16.61420397674714
robust,31.23957895812174,all-release,17.6963634309748
robust,34.94499014660032,all-release,18.819177984112315
robust,39.6031200895131,all-release,19.935466727237138
robust,40.90312588620584,all-release,19.936968922121103
robust,47.83328040814327,all-release,22.279843459045313
robust,49.133286204836025,all-release,23.259733867495065
robust,49.133286204836025,all-release,90
stale-optimistic,0.0,all-release,0.0
stale-optimistic,5.616409930788876,all-release,3.3231441952512997
stale-optimistic,11.23281986157778,all-release,3.32343105206056
stale-optimistic,13.430843560790493,all-release,6.6459091406252595
stale-optimistic,13.895452607328536,all-release,6.64619599743452
stale-optimistic,15.372862667396333,all-release,9.968674085999218
stale-optimistic,15.98430051037127,all-release,13.291439031373178
stale-optimistic,17.728684400226086,all-release,15.777940712157458
stale-optimistic,18.48689813141118,all-release,16.61420397674714
stale-optimistic,19.159779843035864,all-release,19.936968922121103
stale-optimistic,28.32541955930833,all-release,20.481755577347958
stale-optimistic,31.912460669746423,all-release,21.520085112760864
stale-optimistic,38.51702052231771,all-release,21.59804432047278
stale-optimistic,40.444824455411776,all-release,22.636373855885687
stale-optimistic,45.10295439832457,all-release,22.720858873610297
stale-optimistic,46.40296019501733,all-release,23.259733867495065
stale-optimistic,47.86782724169743,all-release,23.759188409023203
stale-optimistic,52.52595718461019,all-release,23.83714761673512
stale-optimistic,53.99082423129029,all-release,24.909685426880397
stale-optimistic,55.91862816438437,all-release,24.959962169872636
stale-optimistic,55.91862816438437,all-release,90
deadline-aware,0.0,all-bind,0.0
deadline-aware,2.19802369921274,all-bind,3.32346702837396
deadline-aware,7.814433630001616,all-bind,3.323936930596182
deadline-aware,9.291843690069413,all-bind,6.646231973747921
deadline-aware,14.908253620858318,all-bind,8.745609981127874
deadline-aware,15.519691463833226,all-bind,9.96899691912188
deadline-aware,18.14646833880272,all-bind,12.802192400457217
deadline-aware,18.904682069987814,all-bind,13.29176186449584
deadline-aware,19.662895801172937,all-bind,16.6145268098698
deadline-aware,20.33577751279759,all-bind,19.937291755243763
deadline-aware,29.501417229070086,all-bind,21.08373901049046
deadline-aware,31.912460669746423,all-bind,22.206553563627978
deadline-aware,38.51702052231772,all-bind,22.280447870318255
deadline-aware,39.81702631901048,all-bind,23.260056700617724
deadline-aware,44.47515626192326,all-bind,23.329368116765494
deadline-aware,49.133286204836025,all-bind,24.445656859890317
deadline-aware,49.133286204836025,all-bind,90
deadline-blind,0.0,all-bind,0.0
deadline-blind,2.19802369921274,all-bind,3.32373134837396
deadline-blind,7.814433630001616,all-bind,3.323936930596182
deadline-blind,9.291843690069413,all-bind,6.64649629374792
deadline-blind,14.908253620858318,all-bind,6.646701875970142
deadline-blind,15.519691463833226,all-bind,9.96926123912188
deadline-blind,15.98430051037127,all-bind,13.292026184495839
deadline-blind,24.483280675822215,all-bind,15.778446590693079
deadline-blind,25.241494407007337,all-bind,16.6147911298698
deadline-blind,25.914376118631992,all-bind,19.937556075243762
deadline-blind,26.587257830256675,all-bind,23.260321020617724
deadline-blind,30.17429894069474,all-bind,25.25670206055412
deadline-blind,30.552388744570266,all-bind,26.583085965991685
deadline-blind,30.930478548445762,all-bind,29.905850911365647
deadline-blind,31.15254460014839,all-bind,33.22861585673961
deadline-blind,31.374610651851015,all-bind,36.55138080211357
deadline-blind,35.205871043721814,all-bind,55.94789270913751
deadline-blind,39.86400098663459,all-bind,57.07070726227503
deadline-blind,44.52213092954737,all-bind,58.18699600539985
deadline-blind,46.44993486264147,all-bind,59.309810558537364
deadline-blind,48.37773879573554,all-bind,60.426099301662184
deadline-blind,49.84260584241564,all-bind,61.5489138547997
deadline-blind,51.307472889095735,all-bind,62.671728407937216
deadline-blind,52.60747868578848,all-bind,63.79454296107473
deadline-blind,53.33794724841566,all-bind,64.91735751421224
deadline-blind,53.76697830911287,all-bind,66.04017206734976
deadline-blind,54.1960093698101,all-bind,67.16298662048727
deadline-blind,54.1960093698101,all-bind,90
