bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,6.0,321.8265,20
0,0.0,5.0,1,sink,0,83.5155,20
1,5.0,10.0,0,source,6.0,330.91949999999997,20
1,5.0,10.0,1,sink,0,83.6495,20
2,10.0,15.0,0,source,6.0,331.2085,20
2,10.0,15.0,1,sink,0,83.17000000000003,20
3,15.0,20.0,0,source,6.0,337.3405,20
3,15.0,20.0,1,sink,0,83.16600000000001,20
4,20.0,25.0,0,source,6.0,344.4565,20
4,20.0,25.0,1,sink,0,83.19200000000001,20
5,25.0,30.0,0,source,6.0,338.9939999999999,20
5,25.0,30.0,1,sink,0,83.15200000000002,20
6,30.0,35.0,0,source,6.0,371.4975,20
6,30.0,35.0,1,sink,0,323.9325,20
7,35.0,40.0,0,source,6.0,329.6168421052632,19
7,35.0,40.0,1,sink,0,156.59421052631578,19
8,40.0,45.0,0,source,6.0,361.07599999999996,20
8,40.0,45.0,1,sink,0,84.98500000000001,20
9,45.0,50.0,0,source,6.0,360.0105,20
9,45.0,50.0,1,sink,0,84.60149999999999,20
10,50.0,55.0,0,source,6.0,347.02649999999994,20
10,50.0,55.0,1,sink,0,84.5065,20
11,55.0,60.0,0,source,6.0,365.95500000000004,20
11,55.0,60.0,1,sink,0,84.362,20
12,60.0,65.0,0,source,6.0,354.04749999999996,20
12,60.0,65.0,1,sink,0,85.29299999999998,20
13,65.0,70.0,0,source,6.0,331.07750000000004,20
13,65.0,70.0,1,sink,0,85.65549999999999,20
14,70.0,75.0,0,source,6.0,363.8349999999999,20
14,70.0,75.0,1,sink,0,85.38149999999999,20
15,75.0,80.0,0,source,6.0,351.98699999999997,20
15,75.0,80.0,1,sink,0,85.07650000000001,20
16,80.0,85.0,0,source,6.0,285.3095,20
16,80.0,85.0,1,sink,0,84.91999999999999,20
17,85.0,90.0,0,source,6.0,356.128,20
17,85.0,90.0,1,sink,0,84.9585,20
18,90.0,95.0,0,source,6.0,350.7015,20
18,90.0,95.0,1,sink,0,84.95699999999998,20
19,95.0,100.0,0,source,6.0,361.3505,20
19,95.0,100.0,1,sink,0,85.15750000000001,20
20,100.0,105.0,0,source,6.0,369.38250000000005,20
20,100.0,105.0,1,sink,0,85.0235,20
21,105.0,110.0,0,source,6.0,376.6965,20
21,105.0,110.0,1,sink,0,85.0315,20
22,110.0,115.0,0,source,6.0,362.53299999999996,20
22,110.0,115.0,1,sink,0,85.0685,20
23,115.0,120.0,0,source,6.0,336.5865,20
23,115.0,120.0,1,sink,0,85.02199999999999,20
24,120.0,125.0,0,source,6.0,341.27199999999993,20
24,120.0,125.0,1,sink,0,85.096,20
25,125.0,130.0,0,source,5.25,350.5545,20
25,125.0,130.0,1,sink,0.75,164.81199999999998,20
26,130.0,135.0,0,source,5.25,341.6805,20
26,130.0,135.0,1,sink,0.75,355.8765,20
27,135.0,140.0,0,source,5.25,349.854,20
27,135.0,140.0,1,sink,0.75,297.7455,20
28,140.0,145.0,0,source,5.25,355.768,20
28,140.0,145.0,1,sink,0.75,201.124,20
29,145.0,150.0,0,source,5.25,343.5065,20
