plan,shed_w,state,time_s
isolated_fastest,0.0,all-bind,0.0
isolated_fastest,5.616409930788876,all-bind,3.32346702837396
isolated_fastest,11.23281986157778,all-bind,6.646231973747921
isolated_fastest,13.430843560790493,all-bind,9.96899691912188
isolated_fastest,14.908253620858318,all-bind,13.29176186449584
isolated_fastest,15.519691463833226,all-bind,16.6145268098698
isolated_fastest,15.98430051037127,all-bind,19.937291755243763
isolated_fastest,17.728684400226086,all-bind,21.08373901049046
isolated_fastest,20.139727840902424,all-bind,22.206553563627978
isolated_fastest,20.897941572087518,all-bind,23.260056700617724
isolated_fastest,23.308985012763856,all-bind,23.3228423067528
isolated_fastest,24.306814417430502,all-bind,24.445656859890317
isolated_fastest,24.306814417430502,all-bind,90
queue_haul_deadline_blind,0.0,all-bind,0.0
queue_haul_deadline_blind,2.19802369921274,all-bind,3.32373134837396
queue_haul_deadline_blind,7.814433630001616,all-bind,3.323936930596182
queue_haul_deadline_blind,9.291843690069413,all-bind,6.64649629374792
queue_haul_deadline_blind,14.908253620858318,all-bind,6.646701875970142
queue_haul_deadline_blind,15.519691463833226,all-bind,9.96926123912188
queue_haul_deadline_blind,15.98430051037127,all-bind,13.292026184495839
queue_haul_deadline_blind,24.483280675822215,all-bind,15.778446590693079
queue_haul_deadline_blind,25.241494407007337,all-bind,16.6147911298698
queue_haul_deadline_blind,25.914376118631992,all-bind,19.937556075243762
queue_haul_deadline_blind,26.587257830256675,all-bind,23.260321020617724
queue_haul_deadline_blind,30.17429894069474,all-bind,25.25670206055412
queue_haul_deadline_blind,30.552388744570266,all-bind,26.583085965991685
queue_haul_deadline_blind,30.930478548445762,all-bind,29.905850911365647
queue_haul_deadline_blind,31.15254460014839,all-bind,33.22861585673961
queue_haul_deadline_blind,31.374610651851015,all-bind,36.55138080211357
queue_haul_deadline_blind,35.205871043721814,all-bind,55.94789270913751
queue_haul_deadline_blind,39.86400098663459,all-bind,57.07070726227503
queue_haul_deadline_blind,44.52213092954737,all-bind,58.18699600539985
queue_haul_deadline_blind,46.44993486264147,all-bind,59.309810558537364
queue_haul_deadline_blind,48.37773879573554,all-bind,60.426099301662184
queue_haul_deadline_blind,49.84260584241564,all-bind,61.5489138547997
queue_haul_deadline_blind,51.307472889095735,all-bind,62.671728407937216
queue_haul_deadline_blind,52.60747868578848,all-bind,63.79454296107473
queue_haul_deadline_blind,53.33794724841566,all-bind,64.91735751421224
queue_haul_deadline_blind,53.76697830911287,all-bind,66.04017206734976
queue_haul_deadline_blind,54.1960093698101,all-bind,67.16298662048727
queue_haul_deadline_blind,54.1960093698101,all-bind,90
queue_haul_power_blind,0.0,all-bind,0.0
queue_haul_power_blind,0.23168130048210855,all-bind,3.32346702837396
queue_haul_power_blind,0.6962903470201525,all-bind,3.324436201707293
queue_haul_power_blind,1.3077281899950606,all-bind,6.646231973747921
queue_haul_power_blind,6.924138120783937,all-bind,6.647201147081254
queue_haul_power_blind,7.336458443685757,all-bind,9.96899691912188
queue_haul_power_blind,7.801067490223772,all-bind,9.969966092455213
queue_haul_power_blind,7.93714244152909,all-bind,13.29176186449584
queue_haul_power_blind,13.553552372317967,all-bind,13.292731037829173
queue_haul_power_blind,13.785233672800075,all-bind,16.6145268098698
queue_haul_power_blind,15.983257372012787,all-bind,16.615495983203132
queue_haul_power_blind,16.395577694914607,all-bind,19.937291755243763
queue_haul_power_blind,18.39986377343783,all-bind,19.938260928577094
queue_haul_power_blind,18.621929825140455,all-bind,20.994918455196345
queue_haul_power_blind,19.6197592298071,all-bind,22.11773300833386
queue_haul_power_blind,20.292640941431785,all-bind,23.240547561471377
queue_haul_power_blind,20.51470699313441,all-bind,23.260056700617724
queue_haul_power_blind,20.736773044837065,all-bind,24.363362114608893
queue_haul_power_blind,20.736773044837065,all-bind,90
oracle_germany_only,0.0,all-bind,0.0
oracle_germany_only,5.616409930788876,all-bind,3.32346702837396
oracle_germany_only,11.23281986157778,all-bind,6.646231973747921
oracle_germany_only,13.430843560790493,all-bind,9.96899691912188
oracle_germany_only,14.908253620858318,all-bind,13.29176186449584
oracle_germany_only,15.519691463833226,all-bind,16.6145268098698
oracle_germany_only,15.98430051037127,all-bind,19.937291755243763
oracle_germany_only,17.728684400226086,all-bind,21.08373901049046
oracle_germany_only,20.139727840902424,all-bind,22.206553563627978
oracle_germany_only,20.897941572087518,all-bind,23.260056700617724
oracle_germany_only,23.308985012763856,all-bind,23.3228423067528
oracle_germany_only,24.306814417430502,all-bind,24.445656859890317
oracle_germany_only,24.306814417430502,all-bind,90
oracle_replay_only,0.0,all-bind,0.0
oracle_replay_only,5.616409930788876,all-bind,3.32326878837396
oracle_replay_only,11.23281986157778,all-bind,3.3236872950406267
oracle_replay_only,13.430843560790493,all-bind,6.64603373374792
oracle_replay_only,14.908253620858318,all-bind,9.96879867912188
oracle_replay_only,22.727237539970474,all-bind,12.455432009763564
oracle_replay_only,23.72506694463712,all-bind,13.29156362449584
oracle_replay_only,27.312108055075214,all-bind,21.933687479624602
oracle_replay_only,30.89914916551325,all-bind,22.769819094356876
oracle_replay_only,30.89914916551325,all-bind,90
queue_haul_robust,0.0,all-bind,0.0
queue_haul_robust,2.19802369921274,all-bind,3.32346702837396
queue_haul_robust,7.814433630001616,all-bind,3.323936930596182
queue_haul_robust,9.291843690069413,all-bind,6.646231973747921
queue_haul_robust,14.908253620858318,all-bind,8.745609981127874
queue_haul_robust,15.519691463833226,all-bind,9.96899691912188
queue_haul_robust,18.14646833880272,all-bind,12.802192400457217
queue_haul_robust,18.904682069987814,all-bind,13.29176186449584
queue_haul_robust,19.662895801172937,all-bind,16.6145268098698
queue_haul_robust,20.33577751279759,all-bind,19.937291755243763
queue_haul_robust,29.501417229070086,all-bind,21.08373901049046
queue_haul_robust,31.912460669746423,all-bind,22.206553563627978
queue_haul_robust,38.51702052231772,all-bind,22.280447870318255
queue_haul_robust,39.81702631901048,all-bind,23.260056700617724
queue_haul_robust,44.47515626192326,all-bind,23.329368116765494
queue_haul_robust,49.133286204836025,all-bind,24.445656859890317
queue_haul_robust,49.133286204836025,all-bind,90
oracle_east_only,0.0,all-bind,0.0
oracle_east_only,5.616409930788876,all-bind,3.3241865661517376
oracle_east_only,11.23281986157778,all-bind,6.646951511525698
oracle_east_only,13.430843560790493,all-bind,9.969716456899656
oracle_east_only,14.908253620858318,all-bind,13.292481402273616
oracle_east_only,22.727237539970474,all-bind,22.424226116996557
oracle_east_only,22.727237539970474,all-bind,90
greedy,0.0,all-bind,0.0
greedy,0.4646090465380439,all-bind,3.3232027083739597
greedy,6.08101897732692,all-bind,3.3241865661517376
greedy,11.697428908115796,all-bind,6.646951511525698
greedy,12.308866751090733,all-bind,9.969716456899656
greedy,13.78627681115853,all-bind,12.454947423096897
greedy,14.250885857696574,all-bind,13.292481402273616
greedy,21.654453296569244,all-bind,17.08671086931399
greedy,25.241494407007337,all-bind,18.375933577775196
greedy,27.652537847683675,all-bind,19.665156286236403
greedy,30.063581288360012,all-bind,20.78797083937392
greedy,32.67296556757567,all-bind,21.933202892957937
greedy,39.6031200895131,all-bind,22.770736872134655
greedy,39.6031200895131,all-bind,90
oracle_kv_only,0.0,all-bind,0.0
oracle_kv_only,5.616409930788876,all-bind,18.4013427146965
oracle_kv_only,7.814433630001616,all-bind,19.690565423157707
oracle_kv_only,10.012457329214357,all-bind,20.80685416628253
oracle_kv_only,11.489867389282153,all-bind,22.096076874743737
oracle_kv_only,12.10130523225709,all-bind,23.385299583204944
oracle_kv_only,18.14646833880272,all-bind,23.58105623746121
oracle_kv_only,27.312108055075214,all-bind,24.703870790598724
oracle_kv_only,27.312108055075214,all-bind,90
queue_haul_robust,0.0,free-kv,0.0
queue_haul_robust,2.19802369921274,free-kv,3.32346702837396
queue_haul_robust,7.814433630001616,free-kv,3.323936930596182
queue_haul_robust,9.291843690069413,free-kv,6.646231973747921
queue_haul_robust,14.908253620858318,free-kv,8.745609981127874
queue_haul_robust,15.519691463833226,free-kv,9.96899691912188
queue_haul_robust,18.14646833880272,free-kv,12.802192400457217
queue_haul_robust,18.904682069987814,free-kv,13.29176186449584
queue_haul_robust,19.662895801172937,free-kv,16.6145268098698
queue_haul_robust,20.33577751279759,free-kv,19.937291755243763
queue_haul_robust,29.501417229070086,free-kv,21.08373901049046
queue_haul_robust,31.912460669746423,free-kv,22.206553563627978
queue_haul_robust,38.51702052231772,free-kv,22.280447870318255
queue_haul_robust,39.81702631901048,free-kv,23.260056700617724
queue_haul_robust,44.47515626192326,free-kv,23.329368116765494
queue_haul_robust,49.133286204836025,free-kv,24.445656859890317
queue_haul_robust,49.133286204836025,free-kv,90
queue_haul,0.0,free-kv,0.0
queue_haul,2.19802369921274,free-kv,3.32346702837396
queue_haul,7.814433630001616,free-kv,3.3241865661517376
queue_haul,9.291843690069413,free-kv,6.646231973747921
queue_haul,14.908253620858318,free-kv,6.646951511525698
queue_haul,15.519691463833226,free-kv,9.96899691912188
queue_haul,15.98430051037127,free-kv,13.29176186449584
queue_haul,24.483280675822215,free-kv,15.778696226248636
queue_haul,28.07032178626031,free-kv,16.29041791801371
queue_haul,28.828535517445403,free-kv,16.6145268098698
queue_haul,29.501417229070086,free-kv,19.937291755243763
queue_haul,33.85889057940493,free-kv,21.166033755771885
queue_haul,38.51702052231772,free-kv,22.2888483089094
queue_haul,39.81702631901048,free-kv,23.260056700617724
queue_haul,44.475156261923246,free-kv,23.405137052034224
queue_haul,46.40296019501733,free-kv,24.52795160517174
queue_haul,51.06109013793011,free-kv,24.910440940971576
queue_haul,51.06109013793011,free-kv,90
greedy,0.0,free-kv,0.0
greedy,5.616409930788876,free-kv,3.32346702837396
greedy,5.848091231270985,free-kv,3.323936930596182
greedy,11.464501162059861,free-kv,6.646231973747921
greedy,13.662524861272601,free-kv,9.96899691912188
greedy,15.860548560485341,free-kv,12.802192400457217
greedy,17.52672873801157,free-kv,13.29176186449584
greedy,18.524558142678217,free-kv,16.6145268098698
greedy,20.935601583354554,free-kv,19.12968679401987
greedy,21.69381531453965,free-kv,19.937291755243763
greedy,24.104858755215986,free-kv,20.252501347157388
greedy,26.51590219589235,free-kv,21.36879009028221
greedy,30.102943306330417,free-kv,22.280447870318255
greedy,30.7758250179551,free-kv,22.658012798743417
greedy,31.534038749140194,free-kv,23.260056700617724
greedy,48.56374897077042,free-kv,23.416019388804184
greedy,49.86375476746318,free-kv,24.70524209726539
greedy,49.86375476746318,free-kv,90
oracle_east_only,0.0,free-kv,0.0
oracle_east_only,5.616409930788876,free-kv,3.324436201707293
oracle_east_only,11.23281986157778,free-kv,6.647201147081254
oracle_east_only,12.710229921645578,free-kv,9.969966092455213
oracle_east_only,13.321667764620486,free-kv,13.292731037829173
oracle_east_only,15.519691463833226,free-kv,22.77098650769021
oracle_east_only,23.72506694463712,free-kv,23.416207459915295
oracle_east_only,27.312108055075186,free-kv,24.705430168376502
oracle_east_only,27.312108055075186,free-kv,90
queue_haul_robust,0.0,free-service,0.0
queue_haul_robust,2.19802369921274,free-service,3.32346702837396
queue_haul_robust,7.814433630001616,free-service,3.323936930596182
queue_haul_robust,9.291843690069413,free-service,6.646231973747921
queue_haul_robust,14.908253620858318,free-service,8.745609981127874
queue_haul_robust,15.519691463833226,free-service,9.96899691912188
queue_haul_robust,18.14646833880272,free-service,12.802192400457217
queue_haul_robust,18.904682069987814,free-service,13.29176186449584
queue_haul_robust,19.662895801172937,free-service,16.6145268098698
queue_haul_robust,20.33577751279759,free-service,19.937291755243763
queue_haul_robust,29.501417229070086,free-service,21.08373901049046
queue_haul_robust,31.912460669746423,free-service,22.206553563627978
queue_haul_robust,38.51702052231772,free-service,22.280447870318255
queue_haul_robust,39.81702631901048,free-service,23.260056700617724
queue_haul_robust,44.47515626192326,free-service,23.329368116765494
queue_haul_robust,49.133286204836025,free-service,24.445656859890317
queue_haul_robust,49.133286204836025,free-service,90
queue_haul,0.0,free-service,0.0
queue_haul,5.616409930788876,free-service,3.32346702837396
queue_haul,6.08101897732692,free-service,3.323936930596182
queue_haul,11.697428908115796,free-service,6.646231973747921
queue_haul,12.16203795465384,free-service,6.646701875970142
queue_haul,14.36006165386658,free-service,9.96899691912188
queue_haul,15.837471713934377,free-service,13.29176186449584
queue_haul,24.24366500234069,free-service,15.778446590693079
queue_haul,25.241494407007337,free-service,16.6145268098698
queue_haul,25.914376118631992,free-service,19.937291755243763
queue_haul,29.501417229070086,free-service,21.254854311066
queue_haul,33.85889057940493,free-service,22.371143054190824
queue_haul,35.15889637609769,free-service,23.260056700617724
queue_haul,39.81702631901048,free-service,23.49395760732834
queue_haul,44.475156261923246,free-service,24.610246350453163
queue_haul,49.133286204836025,free-service,24.91019130541602
