phase,gpu,samples,power_mean_w
baseline,0,240,297.24941666666666
baseline,1,240,82.56083333333332
drain,0,15,278.56866666666673
drain,1,15,355.08399999999995
post,0,240,267.514625
post,1,240,191.21120833333333
