step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
3,1.0,1.0,1.0,1,1
6,2.0,2.0,1.0,2,2
7,2.0,3.0,0.6666666666666666,2,3
13,3.0,3.0,1.0,3,3
14,4.0,4.0,1.0,4,4
15,5.0,5.0,1.0,5,5
