summary_type,variant,claim,n,mean_predicted_p,observed_rate,mean_bias,ece,median_absolute_final_work_error,median_interval80_width
claim_calibration,eb_direct,finish_within_16_work_units,917339,0.8480928167141562,0.8543515537876402,-0.006258737073484089,0.007063218740082587,,
claim_calibration,eb_direct,finish_within_32_work_units,917339,0.9453032394325431,0.9468964036195997,-0.0015931641870566137,0.002274168933050751,,
claim_calibration,eb_direct,finish_within_8_work_units,917339,0.7089909559517333,0.7233421886565381,-0.014351232704804621,0.014351232704804609,,
claim_calibration,eb_direct,remaining_le_25pct,917339,0.3704336920546637,0.4005149677491091,-0.030081275694445398,0.030081275694445398,,
claim_calibration,eb_direct,remaining_le_50pct,917339,0.5609269690266299,0.5800538296093375,-0.019126860582707506,0.0191268605827075,,
claim_calibration,eb_filter_alpha_0_02,finish_within_16_work_units,917339,0.9144880657795575,0.8543515537876402,0.06013651199191737,0.06152948215125236,,
claim_calibration,eb_filter_alpha_0_02,finish_within_32_work_units,917339,0.9790462457107386,0.9468964036195997,0.03214984209113894,0.0328133324591526,,
claim_calibration,eb_filter_alpha_0_02,finish_within_8_work_units,917339,0.7882671519404664,0.7233421886565381,0.06492496328392838,0.06650970722671132,,
claim_calibration,eb_filter_alpha_0_02,remaining_le_25pct,917339,0.4099299363887647,0.4005149677491091,0.009414968639655562,0.07110492320255417,,
claim_calibration,eb_filter_alpha_0_02,remaining_le_50pct,917339,0.6004511609857988,0.5800538296093375,0.020397331376461464,0.07243497717155002,,
claim_calibration,eb_filter_alpha_0_05,finish_within_16_work_units,917339,0.9157705995168604,0.8543515537876402,0.0614190457292202,0.06241095873929288,,
claim_calibration,eb_filter_alpha_0_05,finish_within_32_work_units,917339,0.9790180316106711,0.9468964036195997,0.032121627991071426,0.03271913548898603,,
claim_calibration,eb_filter_alpha_0_05,finish_within_8_work_units,917339,0.7924545990997747,0.7233421886565381,0.06911241044323656,0.0704540025119568,,
claim_calibration,eb_filter_alpha_0_05,remaining_le_25pct,917339,0.422908590611467,0.4005149677491091,0.022393622862357902,0.0642797513681436,,
claim_calibration,eb_filter_alpha_0_05,remaining_le_50pct,917339,0.6139751605775959,0.5800538296093375,0.03392133096825837,0.06662036135903994,,
claim_calibration,eb_filter_alpha_0_10,finish_within_16_work_units,917339,0.9116450072850507,0.8543515537876402,0.057293453497410544,0.05805903250525883,,
claim_calibration,eb_filter_alpha_0_10,finish_within_32_work_units,917339,0.9772274567472584,0.9468964036195997,0.030331053127658682,0.030888356886512536,,
claim_calibration,eb_filter_alpha_0_10,finish_within_8_work_units,917339,0.78676093779642,0.7233421886565381,0.06341874913988182,0.06445030085979682,,
claim_calibration,eb_filter_alpha_0_10,remaining_le_25pct,917339,0.42142698097063264,0.4005149677491091,0.020912013221523557,0.05217113603797677,,
claim_calibration,eb_filter_alpha_0_10,remaining_le_50pct,917339,0.616655662248098,0.5800538296093375,0.03660183263876054,0.058643493496335644,,
claim_calibration,eb_filter_alpha_0_15,finish_within_16_work_units,917339,0.9071277763312153,0.8543515537876402,0.05277622254357526,0.05343295475774903,,
claim_calibration,eb_filter_alpha_0_15,finish_within_32_work_units,917339,0.9754276626043237,0.9468964036195997,0.02853125898472395,0.029048310072586438,,
claim_calibration,eb_filter_alpha_0_15,finish_within_8_work_units,917339,0.7799719722792344,0.7233421886565381,0.0566297836226963,0.057462594821411736,,
claim_calibration,eb_filter_alpha_0_15,remaining_le_25pct,917339,0.41663400069526846,0.4005149677491091,0.01611903294615934,0.043286928480776886,,
claim_calibration,eb_filter_alpha_0_15,remaining_le_50pct,917339,0.6146351284298587,0.5800538296093375,0.03458129882052127,0.05193761897680145,,
claim_calibration,eb_filter_alpha_0_20,finish_within_16_work_units,917339,0.9028350671959982,0.8543515537876402,0.048483513408357964,0.04904761560061047,,
claim_calibration,eb_filter_alpha_0_20,finish_within_32_work_units,917339,0.9737093057033702,0.9468964036195997,0.02681290208377042,0.02733794595153701,,
claim_calibration,eb_filter_alpha_0_20,finish_within_8_work_units,917339,0.77362929249364,0.7233421886565381,0.05028710383710192,0.05098698720319492,,
claim_calibration,eb_filter_alpha_0_20,remaining_le_25pct,917339,0.41184870553980524,0.4005149677491091,0.011333737790696186,0.036980953836187255,,
claim_calibration,eb_filter_alpha_0_20,remaining_le_50pct,917339,0.6114645326089864,0.5800538296093375,0.03141070299964881,0.04607590176055526,,
claim_calibration,eb_filter_event_alpha_0_02,finish_within_16_work_units,917339,0.8923970713054621,0.8543515537876402,0.0380455175178221,0.03910455395403602,,
claim_calibration,eb_filter_event_alpha_0_02,finish_within_32_work_units,917339,0.9730585355689902,0.9468964036195997,0.026162131949390512,0.026588290558052032,,
claim_calibration,eb_filter_event_alpha_0_02,finish_within_8_work_units,917339,0.7410532371346992,0.7233421886565381,0.01771104847816106,0.03770529834140312,,
claim_calibration,eb_filter_event_alpha_0_02,remaining_le_25pct,917339,0.30853928069195996,0.4005149677491091,-0.0919756870571491,0.1553462562298838,,
claim_calibration,eb_filter_event_alpha_0_02,remaining_le_50pct,917339,0.521466336075471,0.5800538296093375,-0.05858749353386642,0.12115776265380196,,
claim_calibration,eb_filter_event_alpha_0_05,finish_within_16_work_units,917339,0.9056285634088185,0.8543515537876402,0.051277009621178433,0.0526278111384936,,
claim_calibration,eb_filter_event_alpha_0_05,finish_within_32_work_units,917339,0.9775510800494107,0.9468964036195997,0.030654676429810932,0.03131498249693366,,
claim_calibration,eb_filter_event_alpha_0_05,finish_within_8_work_units,917339,0.7630118903967256,0.7233421886565381,0.03966970174018746,0.04694758971699898,,
claim_calibration,eb_filter_event_alpha_0_05,remaining_le_25pct,917339,0.32509404434189426,0.4005149677491091,-0.07542092340721483,0.15388773007324766,,
claim_calibration,eb_filter_event_alpha_0_05,remaining_le_50pct,917339,0.540205321932175,0.5800538296093375,-0.03984850767716248,0.1198955573308131,,
claim_calibration,eb_filter_event_alpha_0_10,finish_within_16_work_units,917339,0.9076312765100528,0.8543515537876402,0.053279722722412666,0.054320898296674316,,
claim_calibration,eb_filter_event_alpha_0_10,finish_within_32_work_units,917339,0.9779211659229691,0.9468964036195997,0.031024762303369306,0.03155488327120003,,
claim_calibration,eb_filter_event_alpha_0_10,finish_within_8_work_units,917339,0.767569621347272,0.7233421886565381,0.044227432690734,0.05463165163695198,,
claim_calibration,eb_filter_event_alpha_0_10,remaining_le_25pct,917339,0.32929122546541967,0.4005149677491091,-0.07122374228368944,0.14384200894690377,,
claim_calibration,eb_filter_event_alpha_0_10,remaining_le_50pct,917339,0.5480719662965647,0.5800538296093375,-0.03198186331277257,0.11357847725776055,,
claim_calibration,eb_filter_event_alpha_0_15,finish_within_16_work_units,917339,0.9056814680298982,0.8543515537876402,0.05132991424225824,0.052108083127373625,,
claim_calibration,eb_filter_event_alpha_0_15,finish_within_32_work_units,917339,0.9770854266641242,0.9468964036195997,0.030189023044524452,0.0307022634247478,,
claim_calibration,eb_filter_event_alpha_0_15,finish_within_8_work_units,917339,0.7650920778046733,0.7233421886565381,0.04174988914813515,0.0502180764067732,,
claim_calibration,eb_filter_event_alpha_0_15,remaining_le_25pct,917339,0.3290659191273134,0.4005149677491091,-0.07144904862179574,0.13384242127194476,,
claim_calibration,eb_filter_event_alpha_0_15,remaining_le_50pct,917339,0.5501048461178882,0.5800538296093375,-0.02994898349144921,0.10780900686728202,,
claim_calibration,eb_filter_event_alpha_0_20,finish_within_16_work_units,917339,0.9029631368810959,0.8543515537876402,0.04861158309345576,0.04929369566026703,,
claim_calibration,eb_filter_event_alpha_0_20,finish_within_32_work_units,917339,0.9760246651602366,0.9468964036195997,0.029128261540636823,0.029629343518319133,,
claim_calibration,eb_filter_event_alpha_0_20,finish_within_8_work_units,917339,0.7612464322092426,0.7233421886565381,0.037904243552704504,0.043111624178941536,,
claim_calibration,eb_filter_event_alpha_0_20,remaining_le_25pct,917339,0.32831797352490016,0.4005149677491091,-0.07219699422420897,0.12358295727731677,,
claim_calibration,eb_filter_event_alpha_0_20,remaining_le_50pct,917339,0.5506035448539839,0.5800538296093375,-0.029450284755353596,0.1011191552612801,,
claim_calibration,eb_filter_event_alpha_0_35,finish_within_16_work_units,917339,0.8943809785671148,0.8543515537876402,0.04002942477947469,0.04050918160423872,,
claim_calibration,eb_filter_event_alpha_0_35,finish_within_32_work_units,917339,0.9725711331050472,0.9468964036195997,0.025674729485447554,0.026080184497339336,,
claim_calibration,eb_filter_event_alpha_0_35,finish_within_8_work_units,917339,0.749438794499039,0.7233421886565381,0.026096605842500925,0.03990577213946005,,
claim_calibration,eb_filter_event_alpha_0_35,remaining_le_25pct,917339,0.3268302108250254,0.4005149677491091,-0.07368475692408373,0.09396960987448019,,
claim_calibration,eb_filter_event_alpha_0_35,remaining_le_50pct,917339,0.5495354127185479,0.5800538296093375,-0.03051841689078957,0.08214563760182275,,
final_work,eb_direct,,917339,,,,,2.0,18.0
final_work,eb_filter_alpha_0_02,,917339,,,,,3.0,14.0
final_work,eb_filter_alpha_0_05,,917339,,,,,3.0,14.0
final_work,eb_filter_alpha_0_10,,917339,,,,,2.0,14.0
final_work,eb_filter_alpha_0_15,,917339,,,,,2.0,14.0
final_work,eb_filter_alpha_0_20,,917339,,,,,2.0,15.0
final_work,eb_filter_event_alpha_0_35,,917339,,,,,3.0,16.0
final_work,eb_filter_event_alpha_0_02,,917339,,,,,4.0,18.0
final_work,eb_filter_event_alpha_0_05,,917339,,,,,3.0,16.0
final_work,eb_filter_event_alpha_0_10,,917339,,,,,3.0,15.0
final_work,eb_filter_event_alpha_0_15,,917339,,,,,3.0,15.0
final_work,eb_filter_event_alpha_0_20,,917339,,,,,3.0,15.0
