variant,claim,bin,n,mean_predicted_p,observed_rate,mean_bias
eb_filter_alpha_0_20,finish_within_16_work_units,9,494751,0.9739982706425774,0.9130309994320376,0.060967271210539895
eb_filter_alpha_0_20,finish_within_32_work_units,1,1,0.1566633298641148,1.0,-0.8433366701358852
eb_filter_alpha_0_20,finish_within_32_work_units,3,46,0.3812490518422606,0.5,-0.11875094815773943
eb_filter_alpha_0_20,finish_within_32_work_units,4,419,0.4722140100271283,0.5751789976133651,-0.10296498758623682
eb_filter_alpha_0_20,finish_within_32_work_units,5,1943,0.5538099735949591,0.638188368502316,-0.08437839490735687
eb_filter_alpha_0_20,finish_within_32_work_units,6,4413,0.6556931391530595,0.6619079990935871,-0.006214859940527685
eb_filter_alpha_0_20,finish_within_32_work_units,7,9534,0.7570815223544689,0.6697084119991609,0.08737311035530806
eb_filter_alpha_0_20,finish_within_32_work_units,8,23903,0.8590597154468489,0.8031209471614442,0.05593876828540469
eb_filter_alpha_0_20,finish_within_32_work_units,9,877080,0.9819904943454154,0.9561465316732796,0.025843962672135845
eb_filter_alpha_0_20,finish_within_8_work_units,0,742,0.06163853650937031,0.27897574123989216,-0.21733720473052187
eb_filter_alpha_0_20,finish_within_8_work_units,1,2962,0.16078631071095625,0.21471978392977717,-0.05393347321882091
eb_filter_alpha_0_20,finish_within_8_work_units,2,8787,0.2540488019070041,0.2512803004438375,0.0027685014631665854
eb_filter_alpha_0_20,finish_within_8_work_units,3,15521,0.3540181228856154,0.2897364860511565,0.06428163683445891
eb_filter_alpha_0_20,finish_within_8_work_units,4,28655,0.4558887705745952,0.4520677019717327,0.003821068602862526
eb_filter_alpha_0_20,finish_within_8_work_units,5,46405,0.554626906573119,0.5087167331106561,0.04591017346246284
eb_filter_alpha_0_20,finish_within_8_work_units,6,189092,0.6483199514090534,0.6062181372030546,0.04210181420599878
eb_filter_alpha_0_20,finish_within_8_work_units,7,237999,0.7492859514649605,0.7238307723982034,0.025455179066757115
eb_filter_alpha_0_20,finish_within_8_work_units,8,124320,0.8477634841288074,0.7476914414414414,0.10007204268736594
eb_filter_alpha_0_20,finish_within_8_work_units,9,262856,0.9751155024460508,0.9114724411845269,0.063643061261524
eb_filter_alpha_0_20,remaining_le_25pct,0,221760,0.03679537147155834,0.05973124098124098,-0.022935869509682637
eb_filter_alpha_0_20,remaining_le_25pct,1,105912,0.15026656303418898,0.17451280308180375,-0.024246240047614775
eb_filter_alpha_0_20,remaining_le_25pct,2,97128,0.24982333391254022,0.2794971583889301,-0.029673824476389856
eb_filter_alpha_0_20,remaining_le_25pct,3,94004,0.3470042728198334,0.3600591464193013,-0.013054873599467883
eb_filter_alpha_0_20,remaining_le_25pct,4,69641,0.44761547479205827,0.43421260464381617,0.013402870148242145
eb_filter_alpha_0_20,remaining_le_25pct,5,56681,0.5478726908189598,0.48457154954923165,0.06330114126972816
eb_filter_alpha_0_20,remaining_le_25pct,6,46023,0.6491053303126453,0.5355148512700172,0.1135904790426281
eb_filter_alpha_0_20,remaining_le_25pct,7,44270,0.7508316788525194,0.6370679918680823,0.11376368698443723
eb_filter_alpha_0_20,remaining_le_25pct,8,44778,0.852429700739877,0.7610210371164411,0.0914086636234359
eb_filter_alpha_0_20,remaining_le_25pct,9,137142,0.9722471890693114,0.9483163436438145,0.02393084542549697
eb_filter_alpha_0_20,remaining_le_50pct,0,106089,0.04212605358528525,0.04746957743027081,-0.005343523844985564
eb_filter_alpha_0_20,remaining_le_50pct,1,60859,0.13659966212254435,0.17267782908033322,-0.03607816695778888
eb_filter_alpha_0_20,remaining_le_50pct,2,61117,0.2614361340994926,0.2802002716101903,-0.018764137510697654
eb_filter_alpha_0_20,remaining_le_50pct,3,52435,0.34790902907750504,0.3773243062839706,-0.029415277206465605
eb_filter_alpha_0_20,remaining_le_50pct,4,49163,0.4476790274459845,0.46294977930557535,-0.01527075185959086
eb_filter_alpha_0_20,remaining_le_50pct,5,71808,0.5529752215246847,0.5602718360071302,-0.007296614482445404
eb_filter_alpha_0_20,remaining_le_50pct,6,80034,0.6481391922998461,0.6220606242347002,0.026078568065145795
eb_filter_alpha_0_20,remaining_le_50pct,7,67643,0.7500543135431004,0.6806321422763627,0.06942217126673769
eb_filter_alpha_0_20,remaining_le_50pct,8,79011,0.8525199951950594,0.7506549720924934,0.10186502310256591
eb_filter_alpha_0_20,remaining_le_50pct,9,289180,0.9759740952838432,0.9043606058510271,0.07161348943281613
eb_filter_event_alpha_0_02,finish_within_16_work_units,0,216,0.051708130181308834,0.4537037037037037,-0.40199557352239484
eb_filter_event_alpha_0_02,finish_within_16_work_units,1,352,0.14504274933858488,0.53125,-0.3862072506614151
eb_filter_event_alpha_0_02,finish_within_16_work_units,2,350,0.25642359625092764,0.64,-0.3835764037490724
eb_filter_event_alpha_0_02,finish_within_16_work_units,3,987,0.3625560591633413,0.48328267477203646,-0.12072661560869512
eb_filter_event_alpha_0_02,finish_within_16_work_units,4,1990,0.4524810021867305,0.457286432160804,-0.004805429974073523
eb_filter_event_alpha_0_02,finish_within_16_work_units,5,3140,0.5516227699044102,0.41464968152866244,0.1369730883757478
eb_filter_event_alpha_0_02,finish_within_16_work_units,6,5501,0.6543707660960045,0.38647518632975825,0.26789557976624634
eb_filter_event_alpha_0_02,finish_within_16_work_units,7,18060,0.7658162520522477,0.5527685492801772,0.21304770277207052
eb_filter_event_alpha_0_02,finish_within_16_work_units,8,501809,0.860420123274941,0.8500026902666153,0.010417433008325651
eb_filter_event_alpha_0_02,finish_within_16_work_units,9,384934,0.9515693403872585,0.8881626460640005,0.06340669432325793
eb_filter_event_alpha_0_02,finish_within_32_work_units,0,8,0.08733504889000303,1.0,-0.912664951109997
eb_filter_event_alpha_0_02,finish_within_32_work_units,1,40,0.16481316236185067,0.8,-0.6351868376381493
eb_filter_event_alpha_0_02,finish_within_32_work_units,2,80,0.2503384769997415,0.675,-0.4246615230002585
eb_filter_event_alpha_0_02,finish_within_32_work_units,3,86,0.3591191396774047,0.5116279069767442,-0.15250876729933946
eb_filter_event_alpha_0_02,finish_within_32_work_units,4,149,0.4522685942538639,0.7449664429530202,-0.29269784869915627
eb_filter_event_alpha_0_02,finish_within_32_work_units,5,257,0.5529583674827112,0.8132295719844358,-0.2602712045017246
eb_filter_event_alpha_0_02,finish_within_32_work_units,6,830,0.6612448096383697,0.6674698795180722,-0.006225069879702509
eb_filter_event_alpha_0_02,finish_within_32_work_units,7,2785,0.7518835277403402,0.6779174147217235,0.0739661130186167
eb_filter_event_alpha_0_02,finish_within_32_work_units,8,7022,0.8626894475429575,0.6525206493876389,0.21016879815531872
eb_filter_event_alpha_0_02,finish_within_32_work_units,9,906082,0.9752497113847024,0.9504029436629355,0.024846767721766777
eb_filter_event_alpha_0_02,finish_within_8_work_units,0,1375,0.047627454679739625,0.2923636363636364,-0.24473618168389674
eb_filter_event_alpha_0_02,finish_within_8_work_units,1,1653,0.15676950836767967,0.33272837265577737,-0.1759588642880977
eb_filter_event_alpha_0_02,finish_within_8_work_units,2,2526,0.25255839404698244,0.24228028503562946,0.010278109011353006
eb_filter_event_alpha_0_02,finish_within_8_work_units,3,4508,0.35285464206751516,0.2766193433895297,0.07623529867798544
eb_filter_event_alpha_0_02,finish_within_8_work_units,4,7218,0.4539946397575675,0.23967858132446662,0.21431605843310084
eb_filter_event_alpha_0_02,finish_within_8_work_units,5,29969,0.5602465536643754,0.40902265674530347,0.1512238969190719
eb_filter_event_alpha_0_02,finish_within_8_work_units,6,258700,0.6694297217808972,0.6783880943177426,-0.008958372536845385
eb_filter_event_alpha_0_02,finish_within_8_work_units,7,381394,0.738902947188779,0.7552268782413987,-0.016323931052619655
eb_filter_event_alpha_0_02,finish_within_8_work_units,8,150728,0.8441541960224825,0.7881481874635105,0.0560060085589721
eb_filter_event_alpha_0_02,finish_within_8_work_units,9,79268,0.9454574471809372,0.8126482313165464,0.1328092158643907
eb_filter_event_alpha_0_02,remaining_le_25pct,0,286580,0.0320089355927354,0.2624049131132668,-0.2303959775205314
eb_filter_event_alpha_0_02,remaining_le_25pct,1,29592,0.16771633139745126,0.21657880508245472,-0.04886247368500346
eb_filter_event_alpha_0_02,remaining_le_25pct,2,216608,0.24204921117045322,0.40343846949327816,-0.16138925832282497
eb_filter_event_alpha_0_02,remaining_le_25pct,3,99864,0.35593978577038593,0.45330649683569657,-0.09736671106531063
eb_filter_event_alpha_0_02,remaining_le_25pct,4,89928,0.4447382260613536,0.45902277377457523,-0.014284547713221633
eb_filter_event_alpha_0_02,remaining_le_25pct,5,55618,0.5473861963490171,0.5371462476176777,0.010239948731339352
eb_filter_event_alpha_0_02,remaining_le_25pct,6,40137,0.6481629318079883,0.5392032289408775,0.10895970286711089
eb_filter_event_alpha_0_02,remaining_le_25pct,7,34067,0.7488409005173571,0.569377990430622,0.17946291008673504
eb_filter_event_alpha_0_02,remaining_le_25pct,8,29416,0.8480148408679702,0.5802284471036171,0.2677863937643531
eb_filter_event_alpha_0_02,remaining_le_25pct,9,35529,0.9573401643097124,0.6721551408708379,0.2851850234388744
eb_filter_event_alpha_0_02,remaining_le_50pct,0,194305,0.05693144676491542,0.25728107871645095,-0.20034963195153552
eb_filter_event_alpha_0_02,remaining_le_50pct,1,5092,0.13201738455708695,0.9200706991358995,-0.7880533145788124
eb_filter_event_alpha_0_02,remaining_le_50pct,2,73661,0.28425746619131737,0.3499273699786861,-0.06566990378736881
eb_filter_event_alpha_0_02,remaining_le_50pct,3,56986,0.3510968810748635,0.5827045239181553,-0.23160764284329183
eb_filter_event_alpha_0_02,remaining_le_50pct,4,103766,0.4294577743616255,0.5582560761713856,-0.12879830180976007
eb_filter_event_alpha_0_02,remaining_le_50pct,5,70809,0.5478333989814441,0.6485051335282238,-0.10067173454677965
eb_filter_event_alpha_0_02,remaining_le_50pct,6,100852,0.6490807250849993,0.6587276405029152,-0.009646915417915944
eb_filter_event_alpha_0_02,remaining_le_50pct,7,78855,0.748610658614757,0.7165176589943567,0.03209299962040021
eb_filter_event_alpha_0_02,remaining_le_50pct,8,70545,0.8501623141386394,0.7590048904954284,0.09115742364321101
eb_filter_event_alpha_0_02,remaining_le_50pct,9,162468,0.9716293677285944,0.850142797350863,0.1214865703777315
eb_filter_event_alpha_0_05,finish_within_16_work_units,0,256,0.048454938050347084,0.3984375,-0.34998256194965294
eb_filter_event_alpha_0_05,finish_within_16_work_units,1,429,0.15408502462531823,0.5291375291375291,-0.37505250451221095
eb_filter_event_alpha_0_05,finish_within_16_work_units,2,713,0.2622606764257246,0.4950911640953717,-0.23283048766964706
eb_filter_event_alpha_0_05,finish_within_16_work_units,3,1667,0.3550868275087596,0.47690461907618475,-0.12181779156742521
eb_filter_event_alpha_0_05,finish_within_16_work_units,4,2646,0.4515917445184398,0.4467120181405896,0.004879726377850241
eb_filter_event_alpha_0_05,finish_within_16_work_units,5,3829,0.5535555240863691,0.3692870201096892,0.18426850397667985
eb_filter_event_alpha_0_05,finish_within_16_work_units,6,6252,0.6547642862502278,0.4200255918106206,0.23473869443960713
eb_filter_event_alpha_0_05,finish_within_16_work_units,7,14698,0.7622552772980957,0.5424547557490815,0.21980052154901422
eb_filter_event_alpha_0_05,finish_within_16_work_units,8,422566,0.8597858308569736,0.8470108811404609,0.012774949716512714
eb_filter_event_alpha_0_05,finish_within_16_work_units,9,464283,0.9648921509993563,0.8855374846806797,0.07935466631867667
eb_filter_event_alpha_0_05,finish_within_32_work_units,1,27,0.1529283776368764,0.7037037037037037,-0.5507753260668273
eb_filter_event_alpha_0_05,finish_within_32_work_units,2,80,0.25166376010043445,0.8,-0.5483362398995656
eb_filter_event_alpha_0_05,finish_within_32_work_units,3,126,0.34913184713158246,0.7142857142857143,-0.3651538671541318
eb_filter_event_alpha_0_05,finish_within_32_work_units,4,209,0.458099061479855,0.645933014354067,-0.18783395287421198
eb_filter_event_alpha_0_05,finish_within_32_work_units,5,792,0.5623979767675032,0.7184343434343434,-0.15603636666684018
eb_filter_event_alpha_0_05,finish_within_32_work_units,6,1920,0.6592307631009814,0.6776041666666667,-0.018373403565685228
eb_filter_event_alpha_0_05,finish_within_32_work_units,7,2906,0.7502920631443082,0.6397109428768066,0.11058112026750154
eb_filter_event_alpha_0_05,finish_within_32_work_units,8,7406,0.8601804355952887,0.65527950310559,0.20490093248969868
eb_filter_event_alpha_0_05,finish_within_32_work_units,9,903873,0.9805799569558825,0.9511679185018249,0.029412038454057612
eb_filter_event_alpha_0_05,finish_within_8_work_units,0,1756,0.046662817355047834,0.2744874715261959,-0.22782465417114806
eb_filter_event_alpha_0_05,finish_within_8_work_units,1,2379,0.15665209454105306,0.3064312736443884,-0.14977917910333535
eb_filter_event_alpha_0_05,finish_within_8_work_units,2,3692,0.2534629668520617,0.24322860238353197,0.010234364468529758
eb_filter_event_alpha_0_05,finish_within_8_work_units,3,5803,0.351919300761057,0.25262795105979663,0.09929134970126031
eb_filter_event_alpha_0_05,finish_within_8_work_units,4,8708,0.4576400927146515,0.2966237942122186,0.16101629850243285
eb_filter_event_alpha_0_05,finish_within_8_work_units,5,25994,0.5576755723519022,0.4064399476802339,0.1512356246716683
eb_filter_event_alpha_0_05,finish_within_8_work_units,6,237949,0.6701829531820288,0.6679708677069456,0.0022120854750831945
eb_filter_event_alpha_0_05,finish_within_8_work_units,7,312639,0.7374679407253453,0.7457259011191821,-0.008257960393836965
eb_filter_event_alpha_0_05,finish_within_8_work_units,8,153104,0.8498723093044304,0.7908415194900199,0.05903078981441052
eb_filter_event_alpha_0_05,finish_within_8_work_units,9,165315,0.9550081629770871,0.8085170734658077,0.14649108951127943
eb_filter_event_alpha_0_05,remaining_le_25pct,0,277674,0.03356021009039818,0.2331907200530118,-0.19963050996261364
eb_filter_event_alpha_0_05,remaining_le_25pct,1,64195,0.16448898395525718,0.29122205779266297,-0.1267330738374058
eb_filter_event_alpha_0_05,remaining_le_25pct,2,168378,0.2377721837771846,0.39585931653779,-0.15808713276060538
eb_filter_event_alpha_0_05,remaining_le_25pct,3,108579,0.3505809787066701,0.4638558100553514,-0.11327483134868128
eb_filter_event_alpha_0_05,remaining_le_25pct,4,78039,0.4456695961476663,0.48015735721882646,-0.03448776107116018
eb_filter_event_alpha_0_05,remaining_le_25pct,5,52644,0.5480746211302487,0.5248081452777145,0.023266475852534232
eb_filter_event_alpha_0_05,remaining_le_25pct,6,40913,0.6475906250521862,0.5541514921907462,0.09343913286144002
eb_filter_event_alpha_0_05,remaining_le_25pct,7,37954,0.7483001799094859,0.599963113242346,0.1483370666671399
eb_filter_event_alpha_0_05,remaining_le_25pct,8,34601,0.8508285552303418,0.5849252911765556,0.2659032640537863
eb_filter_event_alpha_0_05,remaining_le_25pct,9,54362,0.9615928684514062,0.6652073139325264,0.29638555451887977
eb_filter_event_alpha_0_05,remaining_le_50pct,0,186017,0.05720435139035414,0.2348279995914352,-0.17762364820108106
eb_filter_event_alpha_0_05,remaining_le_50pct,1,10498,0.13029530645106616,0.7723375881120214,-0.6420422816609552
eb_filter_event_alpha_0_05,remaining_le_50pct,2,48361,0.27487885005587465,0.2932321498728314,-0.018353299816956794
eb_filter_event_alpha_0_05,remaining_le_50pct,3,127654,0.3567499224963108,0.47765835774828835,-0.1209084352519775
eb_filter_event_alpha_0_05,remaining_le_50pct,4,49435,0.452772279092922,0.6701931829675332,-0.2174209038746111
eb_filter_event_alpha_0_05,remaining_le_50pct,5,65841,0.5486553131607821,0.6412265913336674,-0.09257127817288544
eb_filter_event_alpha_0_05,remaining_le_50pct,6,87525,0.650016165100802,0.6537103684661525,-0.0036942033653505776
eb_filter_event_alpha_0_05,remaining_le_50pct,7,69277,0.7484402417382342,0.7132670294614374,0.03517321227679684
eb_filter_event_alpha_0_05,remaining_le_50pct,8,69616,0.8510198346163786,0.7470840036773155,0.10393583093906313
eb_filter_event_alpha_0_05,remaining_le_50pct,9,203115,0.9758749910521706,0.8427344115402604,0.1331405795119101
eb_filter_event_alpha_0_10,finish_within_16_work_units,0,187,0.05758894537580861,0.5133689839572193,-0.45578003858141064
eb_filter_event_alpha_0_10,finish_within_16_work_units,1,339,0.15240353428480538,0.41887905604719766,-0.26647552176239225
eb_filter_event_alpha_0_10,finish_within_16_work_units,2,876,0.26373800841769934,0.4372146118721461,-0.17347660345444676
eb_filter_event_alpha_0_10,finish_within_16_work_units,3,2104,0.3602547973666633,0.43155893536121676,-0.07130413799455343
eb_filter_event_alpha_0_10,finish_within_16_work_units,4,3563,0.4542857048164517,0.39012068481616613,0.06416502000028557
eb_filter_event_alpha_0_10,finish_within_16_work_units,5,5593,0.5537735785728014,0.416949758626855,0.13682381994594642
eb_filter_event_alpha_0_10,finish_within_16_work_units,6,8238,0.6532647078462248,0.4708667152221413,0.1823979926240835
eb_filter_event_alpha_0_10,finish_within_16_work_units,7,18376,0.7619078874501426,0.5828798432738355,0.17902804417630716
eb_filter_event_alpha_0_10,finish_within_16_work_units,8,398769,0.8590563898105524,0.8461515313376917,0.012904858472860737
eb_filter_event_alpha_0_10,finish_within_16_work_units,9,479294,0.9699490833181934,0.8897878963642357,0.08016118695395771
eb_filter_event_alpha_0_10,finish_within_32_work_units,0,4,0.08645361815062973,1.0,-0.9135463818493703
eb_filter_event_alpha_0_10,finish_within_32_work_units,2,20,0.26575722008277813,0.8,-0.5342427799172219
eb_filter_event_alpha_0_10,finish_within_32_work_units,3,111,0.35061609806188837,0.5315315315315315,-0.18091543346964314
eb_filter_event_alpha_0_10,finish_within_32_work_units,4,308,0.45871667816815775,0.6753246753246753,-0.21660799715651757
eb_filter_event_alpha_0_10,finish_within_32_work_units,5,1135,0.56448975280234,0.6696035242290749,-0.10511377142673481
eb_filter_event_alpha_0_10,finish_within_32_work_units,6,2770,0.6477580247942165,0.655956678700361,-0.00819865390614447
eb_filter_event_alpha_0_10,finish_within_32_work_units,7,4008,0.7553448323016563,0.623003992015968,0.13234084028568827
eb_filter_event_alpha_0_10,finish_within_32_work_units,8,9781,0.8563089302986903,0.690420202433289,0.16588872786540124
eb_filter_event_alpha_0_10,finish_within_32_work_units,9,899202,0.9820500788596427,0.9525234596898139,0.029526619169828818
eb_filter_event_alpha_0_10,finish_within_8_work_units,0,1480,0.05129746645976039,0.2716216216216216,-0.22032415516186124
eb_filter_event_alpha_0_10,finish_within_8_work_units,1,2752,0.154122779638012,0.28488372093023256,-0.13076094129222057
eb_filter_event_alpha_0_10,finish_within_8_work_units,2,5344,0.2571561337567727,0.23353293413173654,0.02362319962503619
eb_filter_event_alpha_0_10,finish_within_8_work_units,3,7288,0.3524216123596044,0.2261251372118551,0.12629647514774928
eb_filter_event_alpha_0_10,finish_within_8_work_units,4,12949,0.45852405885522046,0.3306819059386825,0.12784215291653794
eb_filter_event_alpha_0_10,finish_within_8_work_units,5,28773,0.5547065638346386,0.4374934834740903,0.11721308036054824
eb_filter_event_alpha_0_10,finish_within_8_work_units,6,230604,0.6678864175168558,0.6551013859256561,0.01278503159119976
eb_filter_event_alpha_0_10,finish_within_8_work_units,7,293304,0.7381346178644799,0.7520661157024794,-0.013931497837999445
eb_filter_event_alpha_0_10,finish_within_8_work_units,8,134323,0.8506353456641286,0.7772384476225218,0.07339689804160678
eb_filter_event_alpha_0_10,finish_within_8_work_units,9,200522,0.9625167549163408,0.8305522586050409,0.1319644963113
eb_filter_event_alpha_0_10,remaining_le_25pct,0,270479,0.03479035588879141,0.19637014333829983,-0.1615797874495084
eb_filter_event_alpha_0_10,remaining_le_25pct,1,103653,0.1638185331248388,0.31288047620425846,-0.14906194307941964
eb_filter_event_alpha_0_10,remaining_le_25pct,2,129585,0.24025455157159875,0.42138364779874216,-0.1811290962271434
eb_filter_event_alpha_0_10,remaining_le_25pct,3,110269,0.34950459812096074,0.45496921165513426,-0.10546461353417351
eb_filter_event_alpha_0_10,remaining_le_25pct,4,73546,0.4449596710821193,0.500013596932532,-0.05505392585041274
eb_filter_event_alpha_0_10,remaining_le_25pct,5,53810,0.5489248051755197,0.5552313696338971,-0.006306564458377342
eb_filter_event_alpha_0_10,remaining_le_25pct,6,42290,0.649466451840229,0.5586663513833058,0.09080010045692323
eb_filter_event_alpha_0_10,remaining_le_25pct,7,40091,0.7506399607000942,0.6221097004315183,0.12853026026857586
eb_filter_event_alpha_0_10,remaining_le_25pct,8,35159,0.8503630578309549,0.5968599789527574,0.2535030788781974
eb_filter_event_alpha_0_10,remaining_le_25pct,9,58457,0.9628962553373227,0.6994200865593513,0.2634761687779714
eb_filter_event_alpha_0_10,remaining_le_50pct,0,175302,0.05664158761003319,0.20453274919852596,-0.14789116158849278
eb_filter_event_alpha_0_10,remaining_le_50pct,1,19168,0.13670880507763591,0.6713793823038398,-0.5346705772262038
eb_filter_event_alpha_0_10,remaining_le_50pct,2,45569,0.265006749263431,0.2977901643661261,-0.032783415102695126
eb_filter_event_alpha_0_10,remaining_le_50pct,3,125775,0.34500389545228477,0.46153846153846156,-0.11653456608617677
eb_filter_event_alpha_0_10,remaining_le_50pct,4,44788,0.4536397318098072,0.635415736357953,-0.1817760045481458
eb_filter_event_alpha_0_10,remaining_le_50pct,5,69420,0.5497631123939927,0.632526649380582,-0.08276353698658934
eb_filter_event_alpha_0_10,remaining_le_50pct,6,82039,0.6488495023751711,0.6555784443983959,-0.006728942023224707
eb_filter_event_alpha_0_10,remaining_le_50pct,7,68029,0.7482750873432028,0.7226476943656381,0.02562739297756466
eb_filter_event_alpha_0_10,remaining_le_50pct,8,68695,0.8519574832688193,0.7539850061867676,0.09797247708205165
eb_filter_event_alpha_0_10,remaining_le_50pct,9,218554,0.9773614433495538,0.8448895925034545,0.13247185084609922
eb_filter_event_alpha_0_15,finish_within_16_work_units,0,86,0.057522366965223705,0.627906976744186,-0.5703846097789623
eb_filter_event_alpha_0_15,finish_within_16_work_units,1,321,0.15332725195492458,0.3987538940809969,-0.2454266421260723
eb_filter_event_alpha_0_15,finish_within_16_work_units,2,795,0.2659665444287253,0.4289308176100629,-0.16296427318133755
eb_filter_event_alpha_0_15,finish_within_16_work_units,3,2474,0.35750577699723995,0.39773645917542444,-0.04023068217818446
eb_filter_event_alpha_0_15,finish_within_16_work_units,4,4376,0.4537445485585894,0.3960237659963437,0.057720782562245734
eb_filter_event_alpha_0_15,finish_within_16_work_units,5,6730,0.5548133825254883,0.44205052005943535,0.11276286246605291
eb_filter_event_alpha_0_15,finish_within_16_work_units,6,10007,0.6521206271973649,0.4937543719396423,0.15836625525772266
eb_filter_event_alpha_0_15,finish_within_16_work_units,7,23748,0.7620354829491582,0.6144517433046993,0.14758373964445887
eb_filter_event_alpha_0_15,finish_within_16_work_units,8,390421,0.8584216819356016,0.8440068541395058,0.01441482779609587
eb_filter_event_alpha_0_15,finish_within_16_work_units,9,478381,0.9703122261904659,0.8956543006515727,0.07465792553889321
eb_filter_event_alpha_0_15,finish_within_32_work_units,0,4,0.07626591600787333,1.0,-0.9237340839921266
eb_filter_event_alpha_0_15,finish_within_32_work_units,2,4,0.24835409906022907,0.0,0.24835409906022907
eb_filter_event_alpha_0_15,finish_within_32_work_units,3,102,0.3543427332674534,0.5294117647058824,-0.17506903143842892
eb_filter_event_alpha_0_15,finish_within_32_work_units,4,305,0.4549377989016238,0.6426229508196721,-0.18768515191804835
eb_filter_event_alpha_0_15,finish_within_32_work_units,5,1635,0.5641518289301881,0.6599388379204894,-0.0957870089903012
eb_filter_event_alpha_0_15,finish_within_32_work_units,6,2820,0.6538576677195278,0.6326241134751773,0.021233554244350486
eb_filter_event_alpha_0_15,finish_within_32_work_units,7,5535,0.7566582261978078,0.6585365853658537,0.09812164083195409
eb_filter_event_alpha_0_15,finish_within_32_work_units,8,11757,0.85585016213351,0.702900399761844,0.15294976237166588
eb_filter_event_alpha_0_15,finish_within_32_work_units,9,895177,0.982069211163428,0.9535533196228232,0.02851589154060482
eb_filter_event_alpha_0_15,finish_within_8_work_units,0,1258,0.05385725062746371,0.30842607313195547,-0.25456882250449175
eb_filter_event_alpha_0_15,finish_within_8_work_units,1,2889,0.15565472387191615,0.25095188646590516,-0.09529716259398902
eb_filter_event_alpha_0_15,finish_within_8_work_units,2,6199,0.2561058692940733,0.23277948056138087,0.023326388732692434
eb_filter_event_alpha_0_15,finish_within_8_work_units,3,8786,0.35435610198506867,0.2492601866605964,0.10509591532447228
eb_filter_event_alpha_0_15,finish_within_8_work_units,4,16866,0.4566783724663145,0.344124273686707,0.11255409877960748
eb_filter_event_alpha_0_15,finish_within_8_work_units,5,31811,0.5536575870812149,0.4489327591084845,0.10472482797273046
eb_filter_event_alpha_0_15,finish_within_8_work_units,6,243334,0.6666834919302672,0.6558598469593234,0.01082364497094381
eb_filter_event_alpha_0_15,finish_within_8_work_units,7,271643,0.7415411472617325,0.7536472502512489,-0.012106102989516403
eb_filter_event_alpha_0_15,finish_within_8_work_units,8,129093,0.8488393153195063,0.7735508509369214,0.07528846438258488
eb_filter_event_alpha_0_15,finish_within_8_work_units,9,205460,0.9640573069732999,0.8495230215127032,0.11453428546059674
eb_filter_event_alpha_0_15,remaining_le_25pct,0,264354,0.03491702167007549,0.17478078636979202,-0.13986376469971654
eb_filter_event_alpha_0_15,remaining_le_25pct,1,122520,0.16100525858732168,0.29692295135488084,-0.13591769276755916
eb_filter_event_alpha_0_15,remaining_le_25pct,2,114467,0.24387887735779468,0.44660033022617873,-0.20272145286838406
eb_filter_event_alpha_0_15,remaining_le_25pct,3,108495,0.34905364468439337,0.4418544633393244,-0.09280081865493103
eb_filter_event_alpha_0_15,remaining_le_25pct,4,76516,0.44621814431395723,0.5381619530555701,-0.09194380874161286
eb_filter_event_alpha_0_15,remaining_le_25pct,5,54193,0.5494207620173918,0.5535954828114332,-0.004174720794041453
eb_filter_event_alpha_0_15,remaining_le_25pct,6,45558,0.6488813554815812,0.5806883533078713,0.06819300217370997
eb_filter_event_alpha_0_15,remaining_le_25pct,7,40721,0.7508301088233013,0.6213256059527026,0.12950450287059873
eb_filter_event_alpha_0_15,remaining_le_25pct,8,35874,0.849657110664083,0.6266098009700619,0.22304730969402115
eb_filter_event_alpha_0_15,remaining_le_25pct,9,54641,0.9624100619383005,0.7384747716915869,0.22393529024671358
eb_filter_event_alpha_0_15,remaining_le_50pct,0,168227,0.056087829416377605,0.1854934106891284,-0.12940558127275079
eb_filter_event_alpha_0_15,remaining_le_50pct,1,27656,0.14474456702223204,0.5351099218975991,-0.39036535487536705
eb_filter_event_alpha_0_15,remaining_le_50pct,2,49738,0.26683663661867174,0.32691302424705454,-0.06007638762838285
eb_filter_event_alpha_0_15,remaining_le_50pct,3,116118,0.3407762514925219,0.4686956371966448,-0.1279193857041229
eb_filter_event_alpha_0_15,remaining_le_50pct,4,41305,0.45340911746608886,0.5906306742525118,-0.13722155678642292
eb_filter_event_alpha_0_15,remaining_le_50pct,5,73824,0.5496594051006749,0.6344820112700477,-0.08482260616937273
eb_filter_event_alpha_0_15,remaining_le_50pct,6,81416,0.6500905411015396,0.6605089908617471,-0.010418449760207438
eb_filter_event_alpha_0_15,remaining_le_50pct,7,69691,0.7507048299954736,0.7265213585685383,0.02418347142693534
eb_filter_event_alpha_0_15,remaining_le_50pct,8,71116,0.8521836325444919,0.7615585803476012,0.09062505219689086
eb_filter_event_alpha_0_15,remaining_le_50pct,9,218248,0.9768554876678499,0.8504774385103185,0.12637804915753134
eb_filter_event_alpha_0_20,finish_within_16_work_units,0,49,0.0671062584354233,0.6530612244897959,-0.5859549660543726
eb_filter_event_alpha_0_20,finish_within_16_work_units,1,248,0.1616093170421958,0.45161290322580644,-0.2900035861836106
eb_filter_event_alpha_0_20,finish_within_16_work_units,2,643,0.2664775797187208,0.4121306376360809,-0.14565305791736005
