connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
5befdb31859211e4,kv,5556168928273405,5556168929511442,0,0
cc08cedda0a8822a,api,5556168928610691,5556168929577721,0,0
e1d04830d6e1c8bc,api,5556185659930948,5556190023830782,31742,9092
b2512ecdd56e917e,api,5556185660564171,5556191319095203,22395,24744
832b7a2218b1f747,api,5556190985888007,5556191595280189,31890,7396
4f561b2f7a95f6c6,api,5556193516341881,5556198235359478,43412,8389
fe8d06baadaed7eb,api,5556193156176255,5556198531414030,22543,16676
66fdc9a693d1f197,api,5556200421807010,5556203013207236,25919,12077
8890696daaf80877,api,5556200155129229,5556203575192707,43560,22084
2fe3df03408b8bfe,api,5556204372724287,5556205394635034,26067,12809
e63e8234c03fca2b,api,5556206225118177,5556206845276245,31858,7642
47c5e1673b628e32,api,5556206846656861,5556208285813933,22511,18169
830732273d66fa3f,api,5556208288115788,5556209635297779,43528,16731
34bad8b2f45d9580,api,5556209636962352,5556210485674923,26035,10864
