control_minus_repair_ttft_s,control_ttft_s,fault_axis,pair,repair_ttft_s,repeat,session_id
-1.1107614459999997,5.385273695,joint,joint-seed327-2,6.496035141,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
-0.0031615240000002487,4.44644195,joint,joint-seed327-2,4.449603474,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
-0.031235641000000314,4.596177373,joint,joint-seed327-2,4.627413014,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.00678282900000049,4.389132368,joint,joint-seed327-2,4.382349539,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.601761216,89.93749544,joint,joint-seed456-0,3.335734224,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
114.063632661,117.331304674,joint,joint-seed456-0,3.267672013,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
1.273367798999999,15.652280133,joint,joint-seed456-0,14.378912334,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.83585513999999,119.184551742,joint,joint-seed456-0,3.348696602,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-1.2139054690000037,33.69585403,joint,joint-seed456-0,34.909759499,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.266871344,62.59370916,joint,joint-seed456-0,3.326837816,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.186338664,5.16086066,joint,joint-seed456-0,6.347199324,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
-0.1091817500000003,4.382846882,joint,joint-seed456-0,4.492028632,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.09607638499999993,4.553585106,joint,joint-seed456-0,4.457508721,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.06561476599999949,4.53078737,joint,joint-seed456-0,4.465172604,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.63014849,89.882437095,joint,joint-seed456-1,3.252288605,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
114.07094817000001,117.275627912,joint,joint-seed456-1,3.204679742,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
1.734342677999999,15.592681764,joint,joint-seed456-1,13.858339086,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.819218189,119.173641615,joint,joint-seed456-1,3.354423426,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-2.5189519030000014,30.115337839,joint,joint-seed456-1,32.634289742,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.262734826,62.589762067,joint,joint-seed456-1,3.327027241,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.0253380990000007,5.33590614,joint,joint-seed456-1,6.361244239,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
0.007154385999999846,4.50612956,joint,joint-seed456-1,4.498975174,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.00198559499999984,4.560541293,joint,joint-seed456-1,4.558555698,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
-0.025559746999999966,4.380783915,joint,joint-seed456-1,4.406343662,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.64490264700001,89.889496156,joint,joint-seed456-2,3.244593509,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
114.126435049,117.332931768,joint,joint-seed456-2,3.206496719,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
2.274983328000001,15.506218175,joint,joint-seed456-2,13.231234847,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.831104277,119.169222604,joint,joint-seed456-2,3.338118327,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-1.3280975790000014,32.52035975,joint,joint-seed456-2,33.848457329,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.280155955000005,62.596662014,joint,joint-seed456-2,3.316506059,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.0544478889999995,5.363906279,joint,joint-seed456-2,6.418354168,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
-0.10214235300000052,4.394986864,joint,joint-seed456-2,4.497129217,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.04436153300000001,4.569793772,joint,joint-seed456-2,4.525432239,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.13697021000000031,4.546069418,joint,joint-seed456-2,4.409099208,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
85.927660918,89.211297771,prefill,prefill-seed327-0,3.283636853,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-9.502640575000001,3.963020693,prefill,prefill-seed327-0,13.465661268,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2
114.48809042,116.654629509,prefill,prefill-seed327-0,2.166539089,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
117.008186312,119.142138156,prefill,prefill-seed327-0,2.133951844,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-12
-0.02304987899999844,29.440444886,prefill,prefill-seed327-0,29.463494765,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
55.610693772,61.817977602,prefill,prefill-seed327-0,6.20728383,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-0.8492606519999999,5.359568048,prefill,prefill-seed327-0,6.2088287,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
0.027572131000000333,4.433791484,prefill,prefill-seed327-0,4.406219353,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.02817449500000002,4.486823234,prefill,prefill-seed327-0,4.458648739,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.00200699999999987,4.494644687,prefill,prefill-seed327-0,4.492637687,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.71204936400001,90.04307667,prefill,prefill-seed327-1,3.331027306,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-7.6261443390000005,3.99222564,prefill,prefill-seed327-1,11.618369979,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2
115.245685764,117.436050688,prefill,prefill-seed327-1,2.190364924,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.880729593,119.154793282,prefill,prefill-seed327-1,3.274063689,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-12
0.964832862999998,31.445044852,prefill,prefill-seed327-1,30.480211989,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.51364994,62.699630035,prefill,prefill-seed327-1,3.185980095,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-0.04156058099999971,5.285142511,prefill,prefill-seed327-1,5.326703092,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
0.09625519999999987,4.478660555,prefill,prefill-seed327-1,4.382405355,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
-0.02173534200000038,4.535140792,prefill,prefill-seed327-1,4.556876134,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
-0.1398045880000005,4.389577918,prefill,prefill-seed327-1,4.529382506,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.57768813199999,89.912823933,prefill,prefill-seed327-2,3.335135801,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-7.52499857,4.395960499,prefill,prefill-seed327-2,11.920959069,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-2
115.09973641900001,117.306019003,prefill,prefill-seed327-2,2.206282584,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.843131444,119.155861334,prefill,prefill-seed327-2,3.31272989,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-12
4.235494670999998,33.670742059,prefill,prefill-seed327-2,29.435247388,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.64962584,62.619860988,prefill,prefill-seed327-2,2.970235148,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-0.13963888800000035,5.230737479,prefill,prefill-seed327-2,5.370376367,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
0.0010729229999997258,4.370961895,prefill,prefill-seed327-2,4.369888972,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.03407771699999973,4.551336093,prefill,prefill-seed327-2,4.517258376,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.0012656350000002092,4.523033757,prefill,prefill-seed327-2,4.521768122,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.715477128,89.965047856,prefill,prefill-seed456-0,3.249570728,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
114.09395212300001,117.358197544,prefill,prefill-seed456-0,3.264245421,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-11.291355154,4.25712096,prefill,prefill-seed456-0,15.548476114,0,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.84696017899999,119.167158663,prefill,prefill-seed456-0,3.320198484,0,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-1.099733123,31.370967373,prefill,prefill-seed456-0,32.470700496,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.371716712,62.621454371,prefill,prefill-seed456-0,3.249737659,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.0089982400000004,5.291028303,prefill,prefill-seed456-0,6.300026543,0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
0.0421381279999995,4.518783512,prefill,prefill-seed456-0,4.476645384,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.04446859699999983,4.572310836,prefill,prefill-seed456-0,4.527842239,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
0.015196076999999697,4.396801599,prefill,prefill-seed456-0,4.381605522,0,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
86.90190033900001,90.143935306,prefill,prefill-seed456-1,3.242034967,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
114.08102684500001,117.387387606,prefill,prefill-seed456-1,3.306360761,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-10.406032183,4.454910595,prefill,prefill-seed456-1,14.860942778,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.85641825399999,119.184750532,prefill,prefill-seed456-1,3.328332278,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-2.4570447600000023,30.271058038,prefill,prefill-seed456-1,32.728102798,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
59.393307605000004,62.700309758,prefill,prefill-seed456-1,3.307002153,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.1922995500000004,5.095466243,prefill,prefill-seed456-1,6.287765793,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
-0.053131087000000576,4.411980384,prefill,prefill-seed456-1,4.465111471,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
-0.048869178000000346,4.581973874,prefill,prefill-seed456-1,4.630843052,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
-0.054786479000000554,4.382884255,prefill,prefill-seed456-1,4.437670734,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
85.985587686,89.259941065,prefill,prefill-seed456-2,3.274353379,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-10
113.309861243,116.552952247,prefill,prefill-seed456-2,3.243091004,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-18
-9.099043753,4.119412424,prefill,prefill-seed456-2,13.218456177,2,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb-separation-26
115.809020625,119.151709533,prefill,prefill-seed456-2,3.342688908,2,claude:eaad8d63-63bf-7139-f930-0ef47fa45253-separation-20
-3.0675953889999974,29.440053147,prefill,prefill-seed456-2,32.507648536,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13
58.597940825,61.916478867,prefill,prefill-seed456-2,3.318538042,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-21
-1.2206810710000005,5.274080065,prefill,prefill-seed456-2,6.494761136,2,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-5
-0.05319438300000012,4.441373043,prefill,prefill-seed456-2,4.494567426,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-14
0.07335259400000016,4.616844386,prefill,prefill-seed456-2,4.543491792,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-22
-0.028129746999999483,4.377708602,prefill,prefill-seed456-2,4.405838349,2,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa-separation-6
