phase,gpu,samples,power_mean_w
baseline,0,120,224.10983333333334
baseline,1,120,83.56466666666667
drain,0,208,156.56360576923078
drain,1,208,241.93365384615385
post,0,120,106.92716666666666
post,1,120,293.7898333333333
