phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,291.2429166666667
baseline,1,240,240,1.0,83.153625
drain,0,352,352,1.0,97.04286931818181
drain,1,352,352,1.0,303.5235511363636
post,0,240,240,1.0,88.48908333333334
post,1,240,240,1.0,345.62766666666664
