dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:73d322d0-b601-1dd9-84c4-159b0295cf3b,S,160.34159421920776,160.49705362319946,164.6575744152069,4.160357475280762,1.3589859008789062e-05
1,codex:3a9add4f-7f4c-6dc9-0af3-0d592a15d76c,S,160.26466250419617,160.4960699081421,168.06246972084045,7.566195487976074,1.7881393432617188e-05
2,codex:842c9d93-3430-2ff2-e472-e555d14138da,S,159.21856665611267,159.43253469467163,164.7551884651184,5.3223066329956055,2.765655517578125e-05
3,codex:bf2442df-c14f-7346-b281-c4876e39818b,S,159.86447286605835,159.86447286605835,164.4038097858429,4.539053678512573,1.71661376953125e-05
4,claude:304bbbf3-c270-26de-d2e2-07b7d40c1234,S,158.39967322349548,158.39967322349548,163.30475759506226,4.904914140701294,2.6464462280273438e-05
5,claude:9beeddeb-27fb-44b4-3825-80aab7624ce2,S,159.29841256141663,159.29841256141663,163.58390736579895,4.285374164581299,6.9141387939453125e-06
6,claude:df288165-d61f-e5fa-9828-0786d613301e,S,157.0713448524475,157.0713448524475,163.3076045513153,6.2361509799957275,2.5033950805664062e-05
7,claude:445720d9-d93b-71da-871f-e4185ed3d85a,S,158.7903037071228,158.7903037071228,165.02907514572144,6.238567113876343,2.3126602172851562e-05
